tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
52560,note_on,,,,,0,0,0,,,,0,,,66,88
52560,note_on,,,,,0,0,0,,,,0,,,62,88
52776,note_on,,,,,216,0,0,,,,0,,,66,0
52776,note_on,,,,,0,0,0,,,,0,,,69,0
52780,note_on,,,,,4,0,0,,,,0,,,62,0
52800,note_on,,,,,20,0,0,,,,0,,,71,88
52800,note_on,,,,,0,0,0,,,,0,,,59,88
53016,note_on,,,,,216,0,0,,,,0,,,71,0
53020,note_on,,,,,4,0,0,,,,0,,,59,0
53040,note_on,,,,,20,0,0,,,,0,,,69,88
53040,note_on,,,,,0,0,0,,,,0,,,57,88
53148,note_on,,,,,108,0,0,,,,0,,,69,0
53150,note_on,,,,,2,0,0,,,,0,,,57,0
53160,note_on,,,,,10,0,0,,,,0,,,67,88
53160,note_on,,,,,0,0,0,,,,0,,,55,88
53232,set_tempo,,,,,72,1,0,612244,,,,,,,
53268,note_on,,,,,36,0,0,,,,0,,,67,0
53270,note_on,,,,,2,0,0,,,,0,,,55,0
53280,note_on,,,,,10,0,0,,,,0,,,74,88
53280,note_on,,,,,0,0,0,,,,0,,,62,88
53496,note_on,,,,,216,0,0,,,,0,,,74,0
53500,note_on,,,,,4,0,0,,,,0,,,62,0
53512,set_tempo,,,,,12,1,0,638297,,,,,,,
53520,note_on,,,,,8,0,0,,,,0,,,62,88
53520,note_on,,,,,0,0,0,,,,0,,,50,88
53736,note_on,,,,,216,0,0,,,,0,,,62,0
53740,note_on,,,,,4,0,0,,,,0,,,50,0
53760,marker,,,,,20,1,0,,,,,,,,
53760,note_on,,,,,0,0,0,,,,0,,,67,88
53760,note_on,,,,,0,0,0,,,,0,,,55,88
53760,note_on,,,,,0,0,0,,,,3,,,67,88
53872,set_tempo,,,,,112,1,0,576923,,,,,,,
53980,note_on,,,,,108,0,0,,,,3,,,67,0
54000,note_on,,,,,20,0,0,,,,3,,,69,88
54110,note_on,,,,,110,0,0,,,,3,,,69,0
54120,note_on,,,,,10,0,0,,,,3,,,71,88
54192,note_on,,,,,72,0,0,,,,0,,,67,0
54201,note_on,,,,,9,0,0,,,,0,,,55,0
54230,note_on,,,,,29,0,0,,,,3,,,71,0
54240,note_on,,,,,10,0,0,,,,3,,,72,88
54350,note_on,,,,,110,0,0,,,,3,,,72,0
54360,note_on,,,,,10,0,0,,,,3,,,74,88
54470,note_on,,,,,110,0,0,,,,3,,,74,0
54480,note_on,,,,,10,0,0,,,,3,,,76,88
54590,note_on,,,,,110,0,0,,,,3,,,76,0
54600,note_on,,,,,10,0,0,,,,3,,,78,88
54710,note_on,,,,,110,0,0,,,,3,,,78,0
54720,note_on,,,,,10,0,0,,,,0,,,71,65
54720,note_on,,,,,0,0,0,,,,0,,,74,65
54720,note_on,,,,,0,0,0,,,,0,,,79,65
54720,note_on,,,,,0,0,0,,,,0,,,43,88
54720,note_on,,,,,0,0,0,,,,2,,,67,88
54720,note_on,,,,,0,0,0,,,,3,,,79,88
54940,note_on,,,,,220,0,0,,,,3,,,79,0
54940,note_on,,,,,0,0,0,,,,2,,,67,0
54960,note_on,,,,,20,0,0,,,,2,,,69,88
54960,note_on,,,,,0,0,0,,,,3,,,74,88
55070,note_on,,,,,110,0,0,,,,2,,,69,0
55080,note_on,,,,,10,0,0,,,,2,,,71,88
55161,note_on,,,,,81,0,0,,,,0,,,43,0
55161,note_on,,,,,0,0,0,,,,0,,,79,0
55161,note_on,,,,,0,0,0,,,,0,,,74,0
55161,note_on,,,,,0,0,0,,,,0,,,71,0
55180,note_on,,,,,19,0,0,,,,3,,,74,0
55190,note_on,,,,,10,0,0,,,,2,,,71,0
55200,note_on,,,,,10,0,0,,,,2,,,72,88
55200,note_on,,,,,0,0,0,,,,3,,,71,88
55310,note_on,,,,,110,0,0,,,,2,,,72,0
55320,note_on,,,,,10,0,0,,,,2,,,74,88
55420,note_on,,,,,100,0,0,,,,3,,,71,0
55430,note_on,,,,,10,0,0,,,,2,,,74,0
55440,note_on,,,,,10,0,0,,,,2,,,76,88
55440,note_on,,,,,0,0,0,,,,3,,,67,88
55550,note_on,,,,,110,0,0,,,,2,,,76,0
55560,note_on,,,,,10,0,0,,,,2,,,78,88
55660,note_on,,,,,100,0,0,,,,3,,,67,0
55670,note_on,,,,,10,0,0,,,,2,,,78,0
55680,note_on,,,,,10,0,0,,,,0,,,71,65
55680,note_on,,,,,0,0,0,,,,0,,,74,65
55680,note_on,,,,,0,0,0,,,,0,,,79,65
55680,note_on,,,,,0,0,0,,,,0,,,43,88
55680,note_on,,,,,0,0,0,,,,2,,,79,88
55680,note_on,,,,,0,0,0,,,,3,,,67,88
55900,note_on,,,,,220,0,0,,,,3,,,67,0
55900,note_on,,,,,0,0,0,,,,2,,,79,0
55920,note_on,,,,,20,0,0,,,,2,,,74,88
55920,note_on,,,,,0,0,0,,,,3,,,69,88
56030,note_on,,,,,110,0,0,,,,3,,,69,0
56040,note_on,,,,,10,0,0,,,,3,,,71,88
56112,note_on,,,,,72,0,0,,,,0,,,43,0
56121,note_on,,,,,9,0,0,,,,0,,,79,0
56121,note_on,,,,,0,0,0,,,,0,,,74,0
56121,note_on,,,,,0,0,0,,,,0,,,71,0
56140,note_on,,,,,19,0,0,,,,2,,,74,0
56150,note_on,,,,,10,0,0,,,,3,,,71,0
56160,note_on,,,,,10,0,0,,,,2,,,71,88
56160,note_on,,,,,0,0,0,,,,3,,,72,88
56270,note_on,,,,,110,0,0,,,,3,,,72,0
56280,note_on,,,,,10,0,0,,,,3,,,74,88
56380,note_on,,,,,100,0,0,,,,2,,,71,0
56390,note_on,,,,,10,0,0,,,,3,,,74,0
56400,note_on,,,,,10,0,0,,,,2,,,67,88
56400,note_on,,,,,0,0,0,,,,3,,,76,88
56510,note_on,,,,,110,0,0,,,,3,,,76,0
56520,note_on,,,,,10,0,0,,,,3,,,78,88
56620,note_on,,,,,100,0,0,,,,2,,,67,0
56630,note_on,,,,,10,0,0,,,,3,,,78,0
56640,note_on,,,,,10,0,0,,,,0,,,74,65
56640,note_on,,,,,0,0,0,,,,0,,,67,65
56640,note_on,,,,,0,0,0,,,,0,,,59,88
56640,note_on,,,,,0,0,0,,,,3,,,79,88
56750,note_on,,,,,110,0,0,,,,3,,,79,0
56760,note_on,,,,,10,0,0,,,,3,,,81,88
56870,note_on,,,,,110,0,0,,,,3,,,81,0
56880,note_on,,,,,10,0,0,,,,3,,,83,88
57321,note_on,,,,,441,0,0,,,,3,,,83,0
57360,note_on,,,,,39,0,0,,,,3,,,79,88
57504,note_on,,,,,144,0,0,,,,0,,,59,0
57523,note_on,,,,,19,0,0,,,,0,,,67,0
57523,note_on,,,,,0,0,0,,,,0,,,74,0
57580,note_on,,,,,57,0,0,,,,3,,,79,0
57600,note_on,,,,,20,0,0,,,,0,,,72,65
57600,note_on,,,,,0,0,0,,,,0,,,76,65
57600,note_on,,,,,0,0,0,,,,0,,,60,88
57600,note_on,,,,,0,0,0,,,,2,,,72,88
57600,note_on,,,,,0,0,0,,,,3,,,76,88
57710,note_on,,,,,110,0,0,,,,2,,,72,0
57720,note_on,,,,,10,0,0,,,,2,,,74,88
57820,note_on,,,,,100,0,0,,,,3,,,76,0
57830,note_on,,,,,10,0,0,,,,2,,,74,0
57840,note_on,,,,,10,0,0,,,,2,,,76,88
57840,note_on,,,,,0,0,0,,,,3,,,84,88
58060,note_on,,,,,220,0,0,,,,3,,,84,0
58080,note_on,,,,,20,0,0,,,,3,,,81,88
58281,note_on,,,,,201,0,0,,,,2,,,76,0
58300,note_on,,,,,19,0,0,,,,3,,,81,0
58320,note_on,,,,,20,0,0,,,,2,,,72,88
58320,note_on,,,,,0,0,0,,,,3,,,76,88
58464,note_on,,,,,144,0,0,,,,0,,,60,0
58483,note_on,,,,,19,0,0,,,,0,,,76,0
58483,note_on,,,,,0,0,0,,,,0,,,72,0
58540,note_on,,,,,57,0,0,,,,3,,,76,0
58540,note_on,,,,,0,0,0,,,,2,,,72,0
58560,note_on,,,,,20,0,0,,,,0,,,69,65
58560,note_on,,,,,0,0,0,,,,0,,,78,65
58560,note_on,,,,,0,0,0,,,,0,,,62,88
58560,note_on,,,,,0,0,0,,,,2,,,69,88
58560,note_on,,,,,0,0,0,,,,3,,,78,88
58670,note_on,,,,,110,0,0,,,,3,,,78,0
58680,note_on,,,,,10,0,0,,,,3,,,79,88
58780,note_on,,,,,100,0,0,,,,2,,,69,0
58790,note_on,,,,,10,0,0,,,,3,,,79,0
58800,note_on,,,,,10,0,0,,,,2,,,78,88
58800,note_on,,,,,0,0,0,,,,3,,,81,88
59020,note_on,,,,,220,0,0,,,,2,,,78,0
59040,note_on,,,,,20,0,0,,,,2,,,74,88
59241,note_on,,,,,201,0,0,,,,3,,,81,0
59260,note_on,,,,,19,0,0,,,,2,,,74,0
59280,note_on,,,,,20,0,0,,,,2,,,69,88
59280,note_on,,,,,0,0,0,,,,3,,,78,88
59424,note_on,,,,,144,0,0,,,,0,,,62,0
59443,note_on,,,,,19,0,0,,,,0,,,78,0
59443,note_on,,,,,0,0,0,,,,0,,,69,0
59500,note_on,,,,,57,0,0,,,,3,,,78,0
59500,note_on,,,,,0,0,0,,,,2,,,69,0
59520,note_on,,,,,20,0,0,,,,0,,,71,65
59520,note_on,,,,,0,0,0,,,,0,,,74,65
59520,note_on,,,,,0,0,0,,,,0,,,55,88
59520,note_on,,,,,0,0,0,,,,2,,,71,88
59520,note_on,,,,,0,0,0,,,,3,,,74,88
59630,note_on,,,,,110,0,0,,,,2,,,71,0
59640,note_on,,,,,10,0,0,,,,2,,,72,88
59740,note_on,,,,,100,0,0,,,,3,,,74,0
59750,note_on,,,,,10,0,0,,,,2,,,72,0
59760,note_on,,,,,10,0,0,,,,2,,,74,88
59760,note_on,,,,,0,0,0,,,,3,,,83,88
59980,note_on,,,,,220,0,0,,,,3,,,83,0
60000,note_on,,,,,20,0,0,,,,3,,,79,88
60201,note_on,,,,,201,0,0,,,,2,,,74,0
60220,note_on,,,,,19,0,0,,,,3,,,79,0
60240,note_on,,,,,20,0,0,,,,2,,,71,88
60240,note_on,,,,,0,0,0,,,,3,,,74,88
60384,note_on,,,,,144,0,0,,,,0,,,55,0
60403,note_on,,,,,19,0,0,,,,0,,,74,0
60403,note_on,,,,,0,0,0,,,,0,,,71,0
60460,note_on,,,,,57,0,0,,,,3,,,74,0
60460,note_on,,,,,0,0,0,,,,2,,,71,0
60480,note_on,,,,,20,0,0,,,,0,,,67,65
60480,note_on,,,,,0,0,0,,,,0,,,76,65
60480,note_on,,,,,0,0,0,,,,0,,,60,88
60480,note_on,,,,,0,0,0,,,,2,,,67,88
60480,note_on,,,,,0,0,0,,,,3,,,76,88
60590,note_on,,,,,110,0,0,,,,3,,,76,0
60600,note_on,,,,,10,0,0,,,,3,,,78,88
60700,note_on,,,,,100,0,0,,,,2,,,67,0
60710,note_on,,,,,10,0,0,,,,3,,,78,0
60720,note_on,,,,,10,0,0,,,,2,,,76,88
60720,note_on,,,,,0,0,0,,,,3,,,79,88
60940,note_on,,,,,220,0,0,,,,2,,,76,0
60960,note_on,,,,,20,0,0,,,,2,,,72,88
61161,note_on,,,,,201,0,0,,,,3,,,79,0
61180,note_on,,,,,19,0,0,,,,2,,,72,0
61200,note_on,,,,,20,0,0,,,,2,,,67,88
61200,note_on,,,,,0,0,0,,,,3,,,76,88
61344,note_on,,,,,144,0,0,,,,0,,,60,0
61363,note_on,,,,,19,0,0,,,,0,,,76,0
61363,note_on,,,,,0,0,0,,,,0,,,67,0
61420,note_on,,,,,57,0,0,,,,3,,,76,0
61420,note_on,,,,,0,0,0,,,,2,,,67,0
61440,note_on,,,,,20,0,0,,,,0,,,69,65
61440,note_on,,,,,0,0,0,,,,0,,,72,65
61440,note_on,,,,,0,0,0,,,,0,,,54,88
61440,note_on,,,,,0,0,0,,,,2,,,69,88
61440,note_on,,,,,0,0,0,,,,3,,,72,88
61550,note_on,,,,,110,0,0,,,,2,,,69,0
61560,note_on,,,,,10,0,0,,,,2,,,71,88
61670,note_on,,,,,110,0,0,,,,2,,,71,0
61680,note_on,,,,,10,0,0,,,,3,,,72,0
61680,note_on,,,,,0,0,0,,,,2,,,72,88
61680,note_on,,,,,0,0,0,,,,3,,,81,88
61920,note_on,,,,,240,0,0,,,,3,,,81,0
61920,note_on,,,,,0,0,0,,,,3,,,78,88
62121,note_on,,,,,201,0,0,,,,2,,,72,0
62160,note_on,,,,,39,0,0,,,,3,,,78,0
62160,note_on,,,,,0,0,0,,,,2,,,81,88
62160,note_on,,,,,0,0,0,,,,3,,,76,88
62304,note_on,,,,,144,0,0,,,,0,,,54,0
62323,note_on,,,,,19,0,0,,,,0,,,72,0
62323,note_on,,,,,0,0,0,,,,0,,,69,0
62380,note_on,,,,,57,0,0,,,,2,,,81,0
62400,note_on,,,,,20,0,0,,,,3,,,76,0
62400,note_on,,,,,0,0,0,,,,0,,,66,65
62400,note_on,,,,,0,0,0,,,,0,,,75,65
62400,note_on,,,,,0,0,0,,,,0,,,59,88
62400,note_on,,,,,0,0,0,,,,2,,,78,88
62400,note_on,,,,,0,0,0,,,,3,,,75,87
62546,note_on,,,,,146,0,0,,,,3,,,75,0
62616,note_on,,,,,70,0,0,,,,0,,,59,0
62640,note_on,,,,,24,0,0,,,,0,,,60,88
62640,note_on,,,,,0,0,0,,,,3,,,75,87
62779,note_on,,,,,139,0,0,,,,3,,,75,0
62841,note_on,,,,,62,0,0,,,,2,,,78,0
62856,note_on,,,,,15,0,0,,,,0,,,60,0
62880,note_on,,,,,24,0,0,,,,0,,,59,88
62880,note_on,,,,,0,0,0,,,,3,,,75,87
62956,note_on,,,,,76,0,0,,,,3,,,76,88
62968,note_on,,,,,12,0,0,,,,3,,,75,0
63028,note_on,,,,,60,0,0,,,,3,,,76,0
63028,note_on,,,,,0,0,0,,,,3,,,75,88
63096,note_on,,,,,68,0,0,,,,0,,,59,0
63100,note_on,,,,,4,0,0,,,,3,,,75,0
63120,note_on,,,,,20,0,0,,,,0,,,57,88
63120,note_on,,,,,0,0,0,,,,3,,,73,87
63240,note_on,,,,,120,0,0,,,,3,,,75,87
63244,note_on,,,,,4,0,0,,,,3,,,73,0
63283,note_on,,,,,39,0,0,,,,0,,,75,0
63283,note_on,,,,,0,0,0,,,,0,,,66,0
63336,note_on,,,,,53,0,0,,,,3,,,75,0
63336,note_on,,,,,0,0,0,,,,0,,,57,0
63360,note_on,,,,,24,0,0,,,,0,,,64,65
63360,note_on,,,,,0,0,0,,,,0,,,76,65
63360,note_on,,,,,0,0,0,,,,0,,,55,88
63360,note_on,,,,,0,0,0,,,,3,,,76,87
63497,note_on,,,,,137,0,0,,,,3,,,76,0
63576,note_on,,,,,79,0,0,,,,0,,,55,0
63600,note_on,,,,,24,0,0,,,,0,,,54,88
63600,note_on,,,,,0,0,0,,,,3,,,76,87
63743,note_on,,,,,143,0,0,,,,3,,,76,0
63816,note_on,,,,,73,0,0,,,,0,,,54,0
63840,note_on,,,,,24,0,0,,,,0,,,55,88
63840,note_on,,,,,0,0,0,,,,3,,,76,87
63916,note_on,,,,,76,0,0,,,,3,,,78,88
63920,note_on,,,,,4,0,0,,,,3,,,76,0
63984,note_on,,,,,64,0,0,,,,3,,,76,88
63988,note_on,,,,,4,0,0,,,,3,,,78,0
64056,note_on,,,,,68,0,0,,,,3,,,76,0
64056,note_on,,,,,0,0,0,,,,0,,,55,0
64080,note_on,,,,,24,0,0,,,,0,,,52,88
64080,note_on,,,,,0,0,0,,,,3,,,75,87
64200,note_on,,,,,120,0,0,,,,3,,,75,0
64200,note_on,,,,,0,0,0,,,,3,,,76,87
64243,note_on,,,,,43,0,0,,,,0,,,76,0
64243,note_on,,,,,0,0,0,,,,0,,,64,0
64296,note_on,,,,,53,0,0,,,,0,,,52,0
64320,note_on,,,,,24,0,0,,,,0,,,66,65
64320,note_on,,,,,0,0,0,,,,0,,,75,65
64320,note_on,,,,,0,0,0,,,,0,,,47,88
64320,note_on,,,,,0,0,0,,,,2,,,75,87
64320,note_on,,,,,0,0,0,,,,3,,,78,87
64325,note_on,,,,,5,0,0,,,,3,,,76,0
64457,note_on,,,,,132,0,0,,,,3,,,78,0
64466,note_on,,,,,9,0,0,,,,2,,,75,0
64536,note_on,,,,,70,0,0,,,,0,,,47,0
64560,note_on,,,,,24,0,0,,,,0,,,49,88
64560,note_on,,,,,0,0,0,,,,2,,,75,87
64560,note_on,,,,,0,0,0,,,,3,,,78,87
64686,note_on,,,,,126,0,0,,,,3,,,78,0
64699,note_on,,,,,13,0,0,,,,2,,,75,0
64776,note_on,,,,,77,0,0,,,,0,,,49,0
64800,note_on,,,,,24,0,0,,,,0,,,51,88
64800,note_on,,,,,0,0,0,,,,2,,,75,87
64800,note_on,,,,,0,0,0,,,,3,,,78,87
64874,note_on,,,,,74,0,0,,,,2,,,76,72
64886,note_on,,,,,12,0,0,,,,2,,,75,0
64892,note_on,,,,,6,0,0,,,,3,,,78,0
64892,note_on,,,,,0,0,0,,,,3,,,79,88
64956,note_on,,,,,64,0,0,,,,2,,,76,0
64956,note_on,,,,,0,0,0,,,,2,,,75,72
64968,note_on,,,,,12,0,0,,,,3,,,79,0
64968,note_on,,,,,0,0,0,,,,3,,,78,88
65016,note_on,,,,,48,0,0,,,,0,,,51,0
65038,note_on,,,,,22,0,0,,,,2,,,75,0
65040,note_on,,,,,2,0,0,,,,0,,,47,88
65040,note_on,,,,,0,0,0,,,,2,,,73,87
65040,note_on,,,,,0,0,0,,,,3,,,76,87
65044,note_on,,,,,4,0,0,,,,3,,,78,0
65150,note_on,,,,,106,0,0,,,,2,,,73,0
65160,note_on,,,,,10,0,0,,,,2,,,75,87
65160,note_on,,,,,0,0,0,,,,3,,,78,87
65170,note_on,,,,,10,0,0,,,,3,,,76,0
65203,note_on,,,,,33,0,0,,,,0,,,75,0
65203,note_on,,,,,0,0,0,,,,0,,,66,0
65256,note_on,,,,,53,0,0,,,,0,,,47,0
65266,note_on,,,,,10,0,0,,,,3,,,78,0
65280,note_on,,,,,14,0,0,,,,0,,,67,65
65280,note_on,,,,,0,0,0,,,,0,,,76,65
65280,note_on,,,,,0,0,0,,,,0,,,52,88
65280,note_on,,,,,0,0,0,,,,2,,,76,87
65280,note_on,,,,,0,0,0,,,,3,,,79,87
65296,note_on,,,,,16,0,0,,,,2,,,75,0
65417,note_on,,,,,121,0,0,,,,2,,,76,0
65426,note_on,,,,,9,0,0,,,,3,,,79,0
65496,note_on,,,,,70,0,0,,,,0,,,52,0
65520,note_on,,,,,24,0,0,,,,0,,,54,88
65520,note_on,,,,,0,0,0,,,,2,,,76,87
65520,note_on,,,,,0,0,0,,,,3,,,79,87
65659,note_on,,,,,139,0,0,,,,3,,,79,0
65663,note_on,,,,,4,0,0,,,,2,,,76,0
65736,note_on,,,,,73,0,0,,,,0,,,54,0
65760,note_on,,,,,24,0,0,,,,0,,,55,88
65760,note_on,,,,,0,0,0,,,,2,,,76,87
65760,note_on,,,,,0,0,0,,,,3,,,79,87
65824,note_on,,,,,64,0,0,,,,3,,,79,0
65836,note_on,,,,,12,0,0,,,,2,,,78,72
65840,note_on,,,,,4,0,0,,,,3,,,81,88
65846,note_on,,,,,6,0,0,,,,2,,,76,0
65908,note_on,,,,,62,0,0,,,,3,,,81,0
65916,note_on,,,,,8,0,0,,,,2,,,76,72
65916,note_on,,,,,0,0,0,,,,3,,,79,88
65918,note_on,,,,,2,0,0,,,,2,,,78,0
65976,note_on,,,,,58,0,0,,,,0,,,55,0
65984,note_on,,,,,8,0,0,,,,3,,,79,0
65998,note_on,,,,,14,0,0,,,,2,,,76,0
66000,note_on,,,,,2,0,0,,,,0,,,52,88
66000,note_on,,,,,0,0,0,,,,2,,,75,87
66000,note_on,,,,,0,0,0,,,,3,,,78,87
66110,note_on,,,,,110,0,0,,,,3,,,78,0
66120,note_on,,,,,10,0,0,,,,2,,,75,0
66120,note_on,,,,,0,0,0,,,,2,,,76,87
66120,note_on,,,,,0,0,0,,,,3,,,79,87
66163,note_on,,,,,43,0,0,,,,0,,,76,0
66163,note_on,,,,,0,0,0,,,,0,,,67,0
66216,note_on,,,,,53,0,0,,,,0,,,52,0
66240,note_on,,,,,24,0,0,,,,0,,,73,65
66240,note_on,,,,,0,0,0,,,,0,,,78,65
66240,note_on,,,,,0,0,0,,,,0,,,47,88
66240,note_on,,,,,0,0,0,,,,2,,,78,87
66240,note_on,,,,,0,0,0,,,,3,,,81,87
66245,note_on,,,,,5,0,0,,,,2,,,76,0
66256,note_on,,,,,11,0,0,,,,3,,,79,0
66377,note_on,,,,,121,0,0,,,,3,,,81,0
66377,note_on,,,,,0,0,0,,,,2,,,78,0
66456,note_on,,,,,79,0,0,,,,0,,,47,0
66480,note_on,,,,,24,0,0,,,,0,,,49,88
66480,note_on,,,,,0,0,0,,,,2,,,78,87
66480,note_on,,,,,0,0,0,,,,3,,,81,87
66606,note_on,,,,,126,0,0,,,,2,,,78,0
66623,note_on,,,,,17,0,0,,,,3,,,81,0
66696,note_on,,,,,73,0,0,,,,0,,,49,0
66720,note_on,,,,,24,0,0,,,,0,,,51,88
66720,note_on,,,,,0,0,0,,,,2,,,78,87
66720,note_on,,,,,0,0,0,,,,3,,,81,87
66788,note_on,,,,,68,0,0,,,,3,,,83,88
66792,note_on,,,,,4,0,0,,,,2,,,79,72
66804,note_on,,,,,12,0,0,,,,2,,,78,0
66808,note_on,,,,,4,0,0,,,,3,,,81,0
66860,note_on,,,,,52,0,0,,,,2,,,79,0
66864,note_on,,,,,4,0,0,,,,3,,,83,0
66876,note_on,,,,,12,0,0,,,,3,,,81,88
66878,note_on,,,,,2,0,0,,,,2,,,78,72
66936,note_on,,,,,58,0,0,,,,0,,,51,0
66946,note_on,,,,,10,0,0,,,,2,,,78,0
66952,note_on,,,,,6,0,0,,,,3,,,81,0
66960,note_on,,,,,8,0,0,,,,0,,,47,88
66960,note_on,,,,,0,0,0,,,,2,,,76,87
66960,note_on,,,,,0,0,0,,,,3,,,79,87
67080,note_on,,,,,120,0,0,,,,3,,,79,0
67080,note_on,,,,,0,0,0,,,,2,,,78,87
67084,note_on,,,,,4,0,0,,,,3,,,81,88
67090,note_on,,,,,6,0,0,,,,2,,,76,0
67123,note_on,,,,,33,0,0,,,,0,,,78,0
67123,note_on,,,,,0,0,0,,,,0,,,73,0
67176,note_on,,,,,53,0,0,,,,0,,,47,0
67186,note_on,,,,,10,0,0,,,,2,,,78,0
67192,note_on,,,,,6,0,0,,,,3,,,81,0
67200,note_on,,,,,8,0,0,,,,0,,,71,65
67200,note_on,,,,,0,0,0,,,,0,,,76,65
67200,note_on,,,,,0,0,0,,,,0,,,79,65
67200,note_on,,,,,0,0,0,,,,0,,,64,88
67200,note_on,,,,,0,0,0,,,,2,,,76,87
67200,note_on,,,,,0,0,0,,,,3,,,79,87
67272,note_on,,,,,72,0,0,,,,3,,,79,0
67272,note_on,,,,,0,0,0,,,,2,,,76,0
67320,note_on,,,,,48,0,0,,,,2,,,78,87
67320,note_on,,,,,0,0,0,,,,3,,,81,87
67404,note_on,,,,,84,0,0,,,,3,,,81,0
67404,note_on,,,,,0,0,0,,,,2,,,78,0
67416,note_on,,,,,12,0,0,,,,0,,,64,0
67420,note_on,,,,,4,0,0,,,,0,,,79,0
67420,note_on,,,,,0,0,0,,,,0,,,76,0
67420,note_on,,,,,0,0,0,,,,0,,,71,0
67440,note_on,,,,,20,0,0,,,,0,,,71,65
67440,note_on,,,,,0,0,0,,,,0,,,76,65
67440,note_on,,,,,0,0,0,,,,0,,,79,65
67440,note_on,,,,,0,0,0,,,,0,,,64,88
67440,note_on,,,,,0,0,0,,,,2,,,79,87
67440,note_on,,,,,0,0,0,,,,3,,,83,87
67656,note_on,,,,,216,0,0,,,,0,,,64,0
67660,note_on,,,,,4,0,0,,,,0,,,79,0
67660,note_on,,,,,0,0,0,,,,0,,,76,0
67660,note_on,,,,,0,0,0,,,,0,,,71,0
67680,note_on,,,,,20,0,0,,,,0,,,71,65
67680,note_on,,,,,0,0,0,,,,0,,,76,65
67680,note_on,,,,,0,0,0,,,,0,,,79,65
67680,note_on,,,,,0,0,0,,,,0,,,64,88
67896,note_on,,,,,216,0,0,,,,0,,,64,0
67900,note_on,,,,,4,0,0,,,,0,,,79,0
67900,note_on,,,,,0,0,0,,,,0,,,76,0
67900,note_on,,,,,0,0,0,,,,0,,,71,0
67920,note_on,,,,,20,0,0,,,,0,,,71,65
67920,note_on,,,,,0,0,0,,,,0,,,76,65
67920,note_on,,,,,0,0,0,,,,0,,,79,65
67920,note_on,,,,,0,0,0,,,,0,,,64,88
67984,note_on,,,,,64,0,0,,,,3,,,83,0
67984,note_on,,,,,0,0,0,,,,2,,,79,0
68136,note_on,,,,,152,0,0,,,,0,,,64,0
68140,note_on,,,,,4,0,0,,,,0,,,79,0
68140,note_on,,,,,0,0,0,,,,0,,,76,0
68140,note_on,,,,,0,0,0,,,,0,,,71,0
68160,note_on,,,,,20,0,0,,,,0,,,71,65
68160,note_on,,,,,0,0,0,,,,0,,,76,65
68160,note_on,,,,,0,0,0,,,,0,,,79,65
68160,note_on,,,,,0,0,0,,,,0,,,62,88
68160,note_on,,,,,0,0,0,,,,2,,,76,87
68160,note_on,,,,,0,0,0,,,,3,,,79,87
68250,note_on,,,,,90,0,0,,,,3,,,79,0
68262,note_on,,,,,12,0,0,,,,2,,,76,0
68280,note_on,,,,,18,0,0,,,,2,,,78,87
68280,note_on,,,,,0,0,0,,,,3,,,81,87
68356,note_on,,,,,76,0,0,,,,3,,,81,0
68368,note_on,,,,,12,0,0,,,,2,,,78,0
68376,note_on,,,,,8,0,0,,,,0,,,62,0
68380,note_on,,,,,4,0,0,,,,0,,,79,0
68380,note_on,,,,,0,0,0,,,,0,,,76,0
68380,note_on,,,,,0,0,0,,,,0,,,71,0
68400,note_on,,,,,20,0,0,,,,0,,,71,65
68400,note_on,,,,,0,0,0,,,,0,,,76,65
68400,note_on,,,,,0,0,0,,,,0,,,79,65
68400,note_on,,,,,0,0,0,,,,0,,,62,88
68400,note_on,,,,,0,0,0,,,,2,,,79,87
68400,note_on,,,,,0,0,0,,,,3,,,83,87
68616,note_on,,,,,216,0,0,,,,0,,,62,0
68620,note_on,,,,,4,0,0,,,,0,,,79,0
68620,note_on,,,,,0,0,0,,,,0,,,76,0
68620,note_on,,,,,0,0,0,,,,0,,,71,0
68640,note_on,,,,,20,0,0,,,,0,,,71,65
68640,note_on,,,,,0,0,0,,,,0,,,76,65
68640,note_on,,,,,0,0,0,,,,0,,,79,65
68640,note_on,,,,,0,0,0,,,,0,,,62,88
68856,note_on,,,,,216,0,0,,,,0,,,62,0
68860,note_on,,,,,4,0,0,,,,0,,,79,0
68860,note_on,,,,,0,0,0,,,,0,,,76,0
68860,note_on,,,,,0,0,0,,,,0,,,71,0
68880,note_on,,,,,20,0,0,,,,0,,,71,65
68880,note_on,,,,,0,0,0,,,,0,,,76,65
68880,note_on,,,,,0,0,0,,,,0,,,79,65
68880,note_on,,,,,0,0,0,,,,0,,,62,88
69096,note_on,,,,,216,0,0,,,,0,,,62,0
69097,note_on,,,,,1,0,0,,,,3,,,83,0
69097,note_on,,,,,0,0,0,,,,2,,,79,0
69100,note_on,,,,,3,0,0,,,,0,,,79,0
69100,note_on,,,,,0,0,0,,,,0,,,76,0
69100,note_on,,,,,0,0,0,,,,0,,,71,0
69120,note_on,,,,,20,0,0,,,,0,,,71,65
69120,note_on,,,,,0,0,0,,,,0,,,76,65
69120,note_on,,,,,0,0,0,,,,0,,,79,65
69120,note_on,,,,,0,0,0,,,,0,,,60,88
