tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
49087,note_on,,,,,,,22,0,0,,,,,,,71,80,0,,
49129,note_on,,,,,,,42,0,0,,,,,,,69,55,0,,
49141,note_on,,,,,,,12,0,0,,,,,,,48,56,0,,
49195,note_off,,,,,,,54,0,0,,,,,,,71,64,0,,
49241,note_off,,,,,,,46,0,0,,,,,,,69,64,0,,
49299,note_on,,,,,,,58,0,0,,,,,,,67,81,0,,
49339,note_off,,,,,,,40,0,0,,,,,,,48,64,0,,
49342,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
49445,note_on,,,,,,,103,0,0,,,,,,,66,79,0,,
49455,note_on,,,,,,,10,0,0,,,,,,,50,63,0,,
49503,note_off,,,,,,,48,0,0,,,,,,,50,64,0,,
49533,note_off,,,,,,,30,0,0,,,,,,,66,64,0,,
49621,note_on,,,,,,,88,0,0,,,,,,,67,93,0,,
49635,note_on,,,,,,,14,0,0,,,,,,,43,73,0,,
49729,note_off,,,,,,,94,0,0,,,,,,,67,64,0,,
49785,note_on,,,,,,,56,0,0,,,,,,,62,81,0,,
49827,note_off,,,,,,,42,0,0,,,,,,,43,64,0,,
49830,note_off,,,,,,,3,0,0,,,,,,,62,64,0,,
49941,note_on,,,,,,,111,0,0,,,,,,,59,92,0,,
50031,note_off,,,,,,,90,0,0,,,,,,,59,64,0,,
50103,note_on,,,,,,,72,0,0,,,,,,,55,99,0,,
50187,note_off,,,,,,,84,0,0,,,,,,,55,64,0,,
50267,note_on,,,,,,,80,0,0,,,,,,,50,94,0,,
50317,note_off,,,,,,,50,0,0,,,,,,,50,64,0,,
50433,note_on,,,,,,,116,0,0,,,,,,,47,94,0,,
50513,note_off,,,,,,,80,0,0,,,,,,,47,64,0,,
50629,note_on,,,,,,,116,0,0,,,,,,,43,90,0,,
50929,control_change,,,,,,,300,0,0,,,,,,,,,0,64,127
51013,note_off,,,,,,,84,0,0,,,,,,,43,64,0,,
51207,control_change,,,,,,,194,0,0,,,,,,,,,0,64,0
51567,note_on,,,,,,,360,0,0,,,,,,,79,65,0,,
51737,note_off,,,,,,,170,0,0,,,,,,,79,64,0,,
51737,note_on,,,,,,,0,0,0,,,,,,,75,67,0,,
51751,note_on,,,,,,,14,0,0,,,,,,,72,45,0,,
51754,note_on,,,,,,,3,0,0,,,,,,,67,48,0,,
51777,note_off,,,,,,,23,0,0,,,,,,,75,64,0,,
51803,note_off,,,,,,,26,0,0,,,,,,,72,64,0,,
51811,note_off,,,,,,,8,0,0,,,,,,,67,64,0,,
51899,note_on,,,,,,,88,0,0,,,,,,,77,84,0,,
51923,note_on,,,,,,,24,0,0,,,,,,,71,79,0,,
51923,note_on,,,,,,,0,0,0,,,,,,,75,84,0,,
51929,note_on,,,,,,,6,0,0,,,,,,,67,40,0,,
52013,note_off,,,,,,,84,0,0,,,,,,,77,64,0,,
52085,note_on,,,,,,,72,0,0,,,,,,,74,83,0,,
52095,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
52103,note_off,,,,,,,8,0,0,,,,,,,75,64,0,,
52125,note_off,,,,,,,22,0,0,,,,,,,67,64,0,,
52133,note_off,,,,,,,8,0,0,,,,,,,74,64,0,,
52253,note_on,,,,,,,120,0,0,,,,,,,71,73,0,,
52263,note_on,,,,,,,10,0,0,,,,,,,74,84,0,,
52273,note_on,,,,,,,10,0,0,,,,,,,67,58,0,,
52299,note_off,,,,,,,26,0,0,,,,,,,74,64,0,,
52313,note_off,,,,,,,14,0,0,,,,,,,71,64,0,,
52323,note_off,,,,,,,10,0,0,,,,,,,67,64,0,,
52415,note_on,,,,,,,92,0,0,,,,,,,75,77,0,,
52433,note_on,,,,,,,18,0,0,,,,,,,67,49,0,,
52437,note_on,,,,,,,4,0,0,,,,,,,74,96,0,,
52443,note_on,,,,,,,6,0,0,,,,,,,68,64,0,,
52545,note_off,,,,,,,102,0,0,,,,,,,75,64,0,,
52595,note_on,,,,,,,50,0,0,,,,,,,72,80,0,,
52611,note_off,,,,,,,16,0,0,,,,,,,74,64,0,,
52627,note_off,,,,,,,16,0,0,,,,,,,68,64,0,,
52651,note_off,,,,,,,24,0,0,,,,,,,67,64,0,,
52679,note_off,,,,,,,28,0,0,,,,,,,72,64,0,,
52761,note_on,,,,,,,82,0,0,,,,,,,72,69,0,,
52769,note_on,,,,,,,8,0,0,,,,,,,68,72,0,,
52769,note_on,,,,,,,0,0,0,,,,,,,65,39,0,,
52809,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
52827,note_off,,,,,,,18,0,0,,,,,,,65,64,0,,
52857,note_off,,,,,,,30,0,0,,,,,,,68,64,0,,
52931,note_on,,,,,,,74,0,0,,,,,,,74,82,0,,
52953,note_on,,,,,,,22,0,0,,,,,,,72,86,0,,
52963,note_on,,,,,,,10,0,0,,,,,,,67,52,0,,
53039,note_off,,,,,,,76,0,0,,,,,,,74,64,0,,
53117,note_on,,,,,,,78,0,0,,,,,,,71,73,0,,
53123,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
53159,note_off,,,,,,,36,0,0,,,,,,,67,64,0,,
53169,note_off,,,,,,,10,0,0,,,,,,,71,64,0,,
53305,note_on,,,,,,,136,0,0,,,,,,,67,64,0,,
53311,note_on,,,,,,,6,0,0,,,,,,,71,49,0,,
53353,note_off,,,,,,,42,0,0,,,,,,,67,64,0,,
53373,note_off,,,,,,,20,0,0,,,,,,,71,64,0,,
53509,note_on,,,,,,,136,0,0,,,,,,,72,55,0,,
53533,note_on,,,,,,,24,0,0,,,,,,,67,20,0,,
53665,control_change,,,,,,,132,0,0,,,,,,,,,0,64,127
53687,note_on,,,,,,,22,0,0,,,,,,,79,70,0,,
53715,note_off,,,,,,,28,0,0,,,,,,,72,64,0,,
53721,note_off,,,,,,,6,0,0,,,,,,,67,64,0,,
53745,note_off,,,,,,,24,0,0,,,,,,,79,64,0,,
53757,control_change,,,,,,,12,0,0,,,,,,,,,0,64,0
53851,note_on,,,,,,,94,0,0,,,,,,,75,67,0,,
53859,note_on,,,,,,,8,0,0,,,,,,,67,24,0,,
53869,note_on,,,,,,,10,0,0,,,,,,,72,55,0,,
53895,note_off,,,,,,,26,0,0,,,,,,,75,64,0,,
53915,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
53933,note_off,,,,,,,18,0,0,,,,,,,67,64,0,,
54021,note_on,,,,,,,88,0,0,,,,,,,77,69,0,,
54037,note_on,,,,,,,16,0,0,,,,,,,75,76,0,,
54059,note_on,,,,,,,22,0,0,,,,,,,71,64,0,,
54067,note_on,,,,,,,8,0,0,,,,,,,67,31,0,,
54069,note_off,,,,,,,2,0,0,,,,,,,77,64,0,,
54197,note_off,,,,,,,128,0,0,,,,,,,75,64,0,,
54207,note_on,,,,,,,10,0,0,,,,,,,74,75,0,,
54213,note_off,,,,,,,6,0,0,,,,,,,71,64,0,,
54233,note_off,,,,,,,20,0,0,,,,,,,67,64,0,,
54249,note_off,,,,,,,16,0,0,,,,,,,74,64,0,,
54383,note_on,,,,,,,134,0,0,,,,,,,67,63,0,,
54385,note_on,,,,,,,2,0,0,,,,,,,74,63,0,,
54387,note_on,,,,,,,2,0,0,,,,,,,71,66,0,,
54425,note_off,,,,,,,38,0,0,,,,,,,74,64,0,,
54437,note_off,,,,,,,12,0,0,,,,,,,67,64,0,,
54439,note_off,,,,,,,2,0,0,,,,,,,71,64,0,,
54547,note_on,,,,,,,108,0,0,,,,,,,75,62,0,,
54575,note_on,,,,,,,28,0,0,,,,,,,74,68,0,,
54583,note_on,,,,,,,8,0,0,,,,,,,67,41,0,,
54595,note_on,,,,,,,12,0,0,,,,,,,68,40,0,,
54611,note_off,,,,,,,16,0,0,,,,,,,75,64,0,,
54713,note_off,,,,,,,102,0,0,,,,,,,74,64,0,,
54737,note_on,,,,,,,24,0,0,,,,,,,72,52,0,,
54757,note_off,,,,,,,20,0,0,,,,,,,67,64,0,,
54763,note_off,,,,,,,6,0,0,,,,,,,68,64,0,,
54789,note_off,,,,,,,26,0,0,,,,,,,72,64,0,,
54893,note_on,,,,,,,104,0,0,,,,,,,72,44,0,,
54911,note_on,,,,,,,18,0,0,,,,,,,68,45,0,,
54913,note_on,,,,,,,2,0,0,,,,,,,65,21,0,,
54945,note_off,,,,,,,32,0,0,,,,,,,72,64,0,,
54963,note_off,,,,,,,18,0,0,,,,,,,68,64,0,,
54983,note_off,,,,,,,20,0,0,,,,,,,65,64,0,,
55069,note_on,,,,,,,86,0,0,,,,,,,74,54,0,,
55085,note_on,,,,,,,16,0,0,,,,,,,67,33,0,,
55103,note_on,,,,,,,18,0,0,,,,,,,72,56,0,,
55121,note_off,,,,,,,18,0,0,,,,,,,74,64,0,,
55233,note_off,,,,,,,112,0,0,,,,,,,72,64,0,,
55277,note_on,,,,,,,44,0,0,,,,,,,71,48,0,,
55289,note_off,,,,,,,12,0,0,,,,,,,67,64,0,,
55335,note_off,,,,,,,46,0,0,,,,,,,71,64,0,,
55431,note_on,,,,,,,96,0,0,,,,,,,71,32,0,,
55445,note_on,,,,,,,14,0,0,,,,,,,67,54,0,,
55497,note_off,,,,,,,52,0,0,,,,,,,71,64,0,,
55500,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
55619,note_on,,,,,,,119,0,0,,,,,,,72,80,0,,
55621,note_on,,,,,,,2,0,0,,,,,,,68,68,0,,
55627,note_on,,,,,,,6,0,0,,,,,,,65,62,0,,
55787,note_on,,,,,,,160,0,0,,,,,,,84,103,0,,
55801,control_change,,,,,,,14,0,0,,,,,,,,,0,64,127
55821,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
55821,note_off,,,,,,,0,0,0,,,,,,,68,64,0,,
55841,note_off,,,,,,,20,0,0,,,,,,,65,64,0,,
55893,control_change,,,,,,,52,0,0,,,,,,,,,0,64,0
55939,note_off,,,,,,,46,0,0,,,,,,,84,64,0,,
55953,note_on,,,,,,,14,0,0,,,,,,,80,92,0,,
55959,note_on,,,,,,,6,0,0,,,,,,,68,73,0,,
55965,note_on,,,,,,,6,0,0,,,,,,,72,71,0,,
55969,note_on,,,,,,,4,0,0,,,,,,,65,56,0,,
56013,note_off,,,,,,,44,0,0,,,,,,,72,64,0,,
56016,note_off,,,,,,,3,0,0,,,,,,,65,64,0,,
56029,note_off,,,,,,,13,0,0,,,,,,,68,64,0,,
56041,note_off,,,,,,,12,0,0,,,,,,,80,64,0,,
56127,note_on,,,,,,,86,0,0,,,,,,,82,83,0,,
56145,note_on,,,,,,,18,0,0,,,,,,,80,92,0,,
56148,note_on,,,,,,,3,0,0,,,,,,,72,89,0,,
56148,note_on,,,,,,,0,0,0,,,,,,,70,65,0,,
56153,note_on,,,,,,,5,0,0,,,,,,,67,64,0,,
56155,note_on,,,,,,,2,0,0,,,,,,,64,67,0,,
56201,control_change,,,,,,,46,0,0,,,,,,,,,0,64,127
56243,note_off,,,,,,,42,0,0,,,,,,,82,64,0,,
56307,note_on,,,,,,,64,0,0,,,,,,,79,95,0,,
56311,note_off,,,,,,,4,0,0,,,,,,,67,64,0,,
56315,note_off,,,,,,,4,0,0,,,,,,,72,64,0,,
56323,note_off,,,,,,,8,0,0,,,,,,,70,64,0,,
56335,note_off,,,,,,,12,0,0,,,,,,,80,64,0,,
56345,note_off,,,,,,,10,0,0,,,,,,,64,64,0,,
56399,control_change,,,,,,,54,0,0,,,,,,,,,0,64,0
56405,note_off,,,,,,,6,0,0,,,,,,,79,64,0,,
56481,note_on,,,,,,,76,0,0,,,,,,,79,89,0,,
56491,note_on,,,,,,,10,0,0,,,,,,,72,64,0,,
56497,note_on,,,,,,,6,0,0,,,,,,,64,67,0,,
56499,note_on,,,,,,,2,0,0,,,,,,,70,61,0,,
56515,note_on,,,,,,,16,0,0,,,,,,,67,41,0,,
56535,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
56539,note_off,,,,,,,4,0,0,,,,,,,64,64,0,,
56559,note_off,,,,,,,20,0,0,,,,,,,79,64,0,,
56571,note_off,,,,,,,12,0,0,,,,,,,67,64,0,,
56591,note_off,,,,,,,20,0,0,,,,,,,70,64,0,,
56649,note_on,,,,,,,58,0,0,,,,,,,80,90,0,,
56661,note_on,,,,,,,12,0,0,,,,,,,65,69,0,,
56661,note_on,,,,,,,0,0,0,,,,,,,70,60,0,,
56664,note_on,,,,,,,3,0,0,,,,,,,73,81,0,,
56677,note_on,,,,,,,13,0,0,,,,,,,79,105,0,,
56723,control_change,,,,,,,46,0,0,,,,,,,,,0,64,127
56795,note_off,,,,,,,72,0,0,,,,,,,80,64,0,,
56809,note_off,,,,,,,14,0,0,,,,,,,73,64,0,,
56825,note_off,,,,,,,16,0,0,,,,,,,70,64,0,,
56849,note_on,,,,,,,24,0,0,,,,,,,77,88,0,,
56857,note_off,,,,,,,8,0,0,,,,,,,79,64,0,,
56859,note_off,,,,,,,2,0,0,,,,,,,65,64,0,,
56947,note_off,,,,,,,88,0,0,,,,,,,77,64,0,,
56953,control_change,,,,,,,6,0,0,,,,,,,,,0,64,0
57011,note_on,,,,,,,58,0,0,,,,,,,73,80,0,,
57017,note_on,,,,,,,6,0,0,,,,,,,77,90,0,,
57021,note_on,,,,,,,4,0,0,,,,,,,70,70,0,,
57027,note_on,,,,,,,6,0,0,,,,,,,65,60,0,,
57061,note_off,,,,,,,34,0,0,,,,,,,73,64,0,,
57067,note_off,,,,,,,6,0,0,,,,,,,70,64,0,,
57075,note_off,,,,,,,8,0,0,,,,,,,65,64,0,,
57089,note_off,,,,,,,14,0,0,,,,,,,77,64,0,,
57171,note_on,,,,,,,82,0,0,,,,,,,79,97,0,,
57197,note_on,,,,,,,26,0,0,,,,,,,72,88,0,,
57207,note_on,,,,,,,10,0,0,,,,,,,60,75,0,,
57207,note_on,,,,,,,0,0,0,,,,,,,67,75,0,,
57209,note_on,,,,,,,2,0,0,,,,,,,77,89,0,,
57275,control_change,,,,,,,66,0,0,,,,,,,,,0,64,127
57299,note_off,,,,,,,24,0,0,,,,,,,79,64,0,,
57363,note_on,,,,,,,64,0,0,,,,,,,76,78,0,,
57377,note_off,,,,,,,14,0,0,,,,,,,72,64,0,,
57377,note_off,,,,,,,0,0,0,,,,,,,77,64,0,,
57380,note_off,,,,,,,3,0,0,,,,,,,67,64,0,,
57391,note_off,,,,,,,11,0,0,,,,,,,60,64,0,,
57455,note_off,,,,,,,64,0,0,,,,,,,76,64,0,,
57461,control_change,,,,,,,6,0,0,,,,,,,,,0,64,0
57541,note_on,,,,,,,80,0,0,,,,,,,72,76,0,,
57543,note_on,,,,,,,2,0,0,,,,,,,60,68,0,,
57543,note_on,,,,,,,0,0,0,,,,,,,67,67,0,,
57547,note_on,,,,,,,4,0,0,,,,,,,76,62,0,,
57583,note_off,,,,,,,36,0,0,,,,,,,72,64,0,,
57591,note_off,,,,,,,8,0,0,,,,,,,60,64,0,,
57591,note_off,,,,,,,0,0,0,,,,,,,67,64,0,,
57599,note_off,,,,,,,8,0,0,,,,,,,76,64,0,,
57747,note_on,,,,,,,148,0,0,,,,,,,72,50,0,,
57757,note_on,,,,,,,10,0,0,,,,,,,65,43,0,,
57771,note_on,,,,,,,14,0,0,,,,,,,68,32,0,,
57891,control_change,,,,,,,120,0,0,,,,,,,,,0,64,127
57937,note_on,,,,,,,46,0,0,,,,,,,84,60,0,,
57947,note_off,,,,,,,10,0,0,,,,,,,72,64,0,,
57953,note_off,,,,,,,6,0,0,,,,,,,68,64,0,,
57961,note_off,,,,,,,8,0,0,,,,,,,65,64,0,,
57997,note_off,,,,,,,36,0,0,,,,,,,84,64,0,,
58013,control_change,,,,,,,16,0,0,,,,,,,,,0,64,0
58095,note_on,,,,,,,82,0,0,,,,,,,80,69,0,,
58100,note_on,,,,,,,5,0,0,,,,,,,72,58,0,,
58103,note_on,,,,,,,3,0,0,,,,,,,68,55,0,,
58111,note_on,,,,,,,8,0,0,,,,,,,65,50,0,,
58143,note_off,,,,,,,32,0,0,,,,,,,80,64,0,,
58151,note_off,,,,,,,8,0,0,,,,,,,72,64,0,,
58157,note_off,,,,,,,6,0,0,,,,,,,68,64,0,,
58161,note_off,,,,,,,4,0,0,,,,,,,65,64,0,,
58261,note_on,,,,,,,100,0,0,,,,,,,82,66,0,,
58285,note_on,,,,,,,24,0,0,,,,,,,80,82,0,,
58295,note_on,,,,,,,10,0,0,,,,,,,70,47,0,,
58297,note_on,,,,,,,2,0,0,,,,,,,64,46,0,,
58299,note_on,,,,,,,2,0,0,,,,,,,72,63,0,,
58299,note_on,,,,,,,0,0,0,,,,,,,67,39,0,,
58395,note_off,,,,,,,96,0,0,,,,,,,82,64,0,,
58401,note_off,,,,,,,6,0,0,,,,,,,67,64,0,,
58413,control_change,,,,,,,12,0,0,,,,,,,,,0,64,127
58455,note_off,,,,,,,42,0,0,,,,,,,80,64,0,,
58455,note_off,,,,,,,0,0,0,,,,,,,72,64,0,,
58455,note_on,,,,,,,0,0,0,,,,,,,79,75,0,,
58465,note_off,,,,,,,10,0,0,,,,,,,70,64,0,,
58471,note_off,,,,,,,6,0,0,,,,,,,64,64,0,,
58489,control_change,,,,,,,18,0,0,,,,,,,,,0,64,0
58503,note_off,,,,,,,14,0,0,,,,,,,79,64,0,,
58635,note_on,,,,,,,132,0,0,,,,,,,72,50,0,,
58637,note_on,,,,,,,2,0,0,,,,,,,79,64,0,,
58643,note_on,,,,,,,6,0,0,,,,,,,70,30,0,,
58643,note_on,,,,,,,0,0,0,,,,,,,67,22,0,,
58645,note_on,,,,,,,2,0,0,,,,,,,64,49,0,,
58685,note_off,,,,,,,40,0,0,,,,,,,72,64,0,,
58685,note_off,,,,,,,0,0,0,,,,,,,79,64,0,,
58693,note_off,,,,,,,8,0,0,,,,,,,64,64,0,,
58715,note_off,,,,,,,22,0,0,,,,,,,70,64,0,,
58717,note_off,,,,,,,2,0,0,,,,,,,67,64,0,,
58797,note_on,,,,,,,80,0,0,,,,,,,80,62,0,,
58833,note_on,,,,,,,36,0,0,,,,,,,73,51,0,,
58833,note_on,,,,,,,0,0,0,,,,,,,70,26,0,,
58837,note_on,,,,,,,4,0,0,,,,,,,79,69,0,,
58847,note_on,,,,,,,10,0,0,,,,,,,65,38,0,,
58881,note_off,,,,,,,34,0,0,,,,,,,80,64,0,,
58935,control_change,,,,,,,54,0,0,,,,,,,,,0,64,127
58967,note_off,,,,,,,32,0,0,,,,,,,73,64,0,,
58993,note_off,,,,,,,26,0,0,,,,,,,79,64,0,,
58995,note_on,,,,,,,2,0,0,,,,,,,77,62,0,,
58997,note_off,,,,,,,2,0,0,,,,,,,65,64,0,,
59011,note_off,,,,,,,14,0,0,,,,,,,70,64,0,,
59027,control_change,,,,,,,16,0,0,,,,,,,,,0,64,0
59041,note_off,,,,,,,14,0,0,,,,,,,77,64,0,,
59157,note_on,,,,,,,116,0,0,,,,,,,73,47,0,,
59157,note_on,,,,,,,0,0,0,,,,,,,77,49,0,,
59160,note_on,,,,,,,3,0,0,,,,,,,70,45,0,,
59169,note_on,,,,,,,9,0,0,,,,,,,65,40,0,,
59205,note_off,,,,,,,36,0,0,,,,,,,73,64,0,,
59205,note_off,,,,,,,0,0,0,,,,,,,77,64,0,,
59211,note_off,,,,,,,6,0,0,,,,,,,70,64,0,,
59219,note_off,,,,,,,8,0,0,,,,,,,65,64,0,,
59307,note_on,,,,,,,88,0,0,,,,,,,79,68,0,,
59365,note_off,,,,,,,58,0,0,,,,,,,79,64,0,,
59367,note_on,,,,,,,2,0,0,,,,,,,72,49,0,,
59371,note_on,,,,,,,4,0,0,,,,,,,60,28,0,,
59375,note_on,,,,,,,4,0,0,,,,,,,77,55,0,,
59377,note_on,,,,,,,2,0,0,,,,,,,67,29,0,,
59489,control_change,,,,,,,112,0,0,,,,,,,,,0,64,127
59507,note_off,,,,,,,18,0,0,,,,,,,67,64,0,,
59517,note_off,,,,,,,10,0,0,,,,,,,77,64,0,,
59525,note_off,,,,,,,8,0,0,,,,,,,72,64,0,,
59529,note_on,,,,,,,4,0,0,,,,,,,76,44,0,,
59555,note_off,,,,,,,26,0,0,,,,,,,60,64,0,,
59581,control_change,,,,,,,26,0,0,,,,,,,,,0,64,0
59584,note_off,,,,,,,3,0,0,,,,,,,76,64,0,,
59689,note_on,,,,,,,105,0,0,,,,,,,76,31,0,,
59701,note_on,,,,,,,12,0,0,,,,,,,72,53,0,,
59709,note_on,,,,,,,8,0,0,,,,,,,67,41,0,,
59719,note_on,,,,,,,10,0,0,,,,,,,60,33,0,,
59751,note_off,,,,,,,32,0,0,,,,,,,72,64,0,,
59763,note_off,,,,,,,12,0,0,,,,,,,76,64,0,,
59765,note_off,,,,,,,2,0,0,,,,,,,67,64,0,,
59793,note_off,,,,,,,28,0,0,,,,,,,60,64,0,,
59879,note_on,,,,,,,86,0,0,,,,,,,67,44,0,,
59891,note_on,,,,,,,12,0,0,,,,,,,72,67,0,,
59893,note_on,,,,,,,2,0,0,,,,,,,64,36,0,,
60011,control_change,,,,,,,118,0,0,,,,,,,,,0,64,127
60041,note_off,,,,,,,30,0,0,,,,,,,64,64,0,,
60043,note_on,,,,,,,2,0,0,,,,,,,79,97,0,,
60048,note_off,,,,,,,5,0,0,,,,,,,67,64,0,,
60063,note_off,,,,,,,15,0,0,,,,,,,72,64,0,,
60087,control_change,,,,,,,24,0,0,,,,,,,,,0,64,0
60161,note_off,,,,,,,74,0,0,,,,,,,79,64,0,,
60217,note_on,,,,,,,56,0,0,,,,,,,72,61,0,,
60217,note_on,,,,,,,0,0,0,,,,,,,79,78,0,,
60223,note_on,,,,,,,6,0,0,,,,,,,67,57,0,,
60227,note_on,,,,,,,4,0,0,,,,,,,77,90,0,,
60247,note_on,,,,,,,20,0,0,,,,,,,64,30,0,,
60259,note_off,,,,,,,12,0,0,,,,,,,77,64,0,,
60279,note_off,,,,,,,20,0,0,,,,,,,72,64,0,,
60285,note_off,,,,,,,6,0,0,,,,,,,67,64,0,,
60289,note_off,,,,,,,4,0,0,,,,,,,79,64,0,,
60309,note_off,,,,,,,20,0,0,,,,,,,64,64,0,,
60401,note_on,,,,,,,92,0,0,,,,,,,79,94,0,,
60423,note_on,,,,,,,22,0,0,,,,,,,72,57,0,,
60429,note_on,,,,,,,6,0,0,,,,,,,65,50,0,,
60437,note_on,,,,,,,8,0,0,,,,,,,68,42,0,,
60583,note_on,,,,,,,146,0,0,,,,,,,82,63,0,,
60593,note_off,,,,,,,10,0,0,,,,,,,72,64,0,,
60601,note_off,,,,,,,8,0,0,,,,,,,68,64,0,,
60603,note_off,,,,,,,2,0,0,,,,,,,65,64,0,,
60605,note_off,,,,,,,2,0,0,,,,,,,79,64,0,,
60755,note_off,,,,,,,150,0,0,,,,,,,82,64,0,,
60755,note_on,,,,,,,0,0,0,,,,,,,72,46,0,,
60755,note_on,,,,,,,0,0,0,,,,,,,80,52,0,,
60775,note_on,,,,,,,20,0,0,,,,,,,68,32,0,,
60801,note_on,,,,,,,26,0,0,,,,,,,65,12,0,,
60807,note_off,,,,,,,6,0,0,,,,,,,72,64,0,,
60843,note_off,,,,,,,36,0,0,,,,,,,68,64,0,,
60861,note_off,,,,,,,18,0,0,,,,,,,65,64,0,,
60937,note_off,,,,,,,76,0,0,,,,,,,80,64,0,,
60951,note_on,,,,,,,14,0,0,,,,,,,65,34,0,,
60953,note_on,,,,,,,2,0,0,,,,,,,62,19,0,,
60955,note_on,,,,,,,2,0,0,,,,,,,70,41,0,,
61075,note_off,,,,,,,120,0,0,,,,,,,62,64,0,,
61087,control_change,,,,,,,12,0,0,,,,,,,,,0,64,127
61109,note_off,,,,,,,22,0,0,,,,,,,70,64,0,,
61133,note_on,,,,,,,24,0,0,,,,,,,77,85,0,,
61141,note_off,,,,,,,8,0,0,,,,,,,65,64,0,,
61179,control_change,,,,,,,38,0,0,,,,,,,,,0,64,0
61215,note_off,,,,,,,36,0,0,,,,,,,77,64,0,,
61283,note_on,,,,,,,68,0,0,,,,,,,70,48,0,,
61289,note_on,,,,,,,6,0,0,,,,,,,77,85,0,,
61293,note_on,,,,,,,4,0,0,,,,,,,62,45,0,,
61297,note_on,,,,,,,4,0,0,,,,,,,65,46,0,,
61349,note_off,,,,,,,52,0,0,,,,,,,65,64,0,,
61353,note_off,,,,,,,4,0,0,,,,,,,70,64,0,,
61363,note_off,,,,,,,10,0,0,,,,,,,62,64,0,,
61395,note_off,,,,,,,32,0,0,,,,,,,77,64,0,,
61475,note_on,,,,,,,80,0,0,,,,,,,78,79,0,,
61501,note_on,,,,,,,26,0,0,,,,,,,70,46,0,,
61501,note_on,,,,,,,0,0,0,,,,,,,67,43,0,,
61511,note_on,,,,,,,10,0,0,,,,,,,63,40,0,,
61663,note_off,,,,,,,152,0,0,,,,,,,78,64,0,,
61665,note_on,,,,,,,2,0,0,,,,,,,80,61,0,,
61683,note_off,,,,,,,18,0,0,,,,,,,63,64,0,,
61689,note_off,,,,,,,6,0,0,,,,,,,70,64,0,,
61703,note_off,,,,,,,14,0,0,,,,,,,67,64,0,,
61741,note_off,,,,,,,38,0,0,,,,,,,80,64,0,,
61851,note_on,,,,,,,110,0,0,,,,,,,79,56,0,,
61851,note_on,,,,,,,0,0,0,,,,,,,63,41,0,,
61863,note_on,,,,,,,12,0,0,,,,,,,70,47,0,,
61903,note_off,,,,,,,40,0,0,,,,,,,63,64,0,,
61919,note_off,,,,,,,16,0,0,,,,,,,70,64,0,,
61955,note_off,,,,,,,36,0,0,,,,,,,79,64,0,,
62021,note_on,,,,,,,66,0,0,,,,,,,68,53,0,,
62027,note_on,,,,,,,6,0,0,,,,,,,63,34,0,,
62039,note_on,,,,,,,12,0,0,,,,,,,60,36,0,,
62171,note_off,,,,,,,132,0,0,,,,,,,60,64,0,,
62191,note_on,,,,,,,20,0,0,,,,,,,75,73,0,,
62203,note_off,,,,,,,12,0,0,,,,,,,68,64,0,,
62219,note_off,,,,,,,16,0,0,,,,,,,63,64,0,,
62255,note_off,,,,,,,36,0,0,,,,,,,75,64,0,,
62343,note_on,,,,,,,88,0,0,,,,,,,75,73,0,,
62346,note_on,,,,,,,3,0,0,,,,,,,68,56,0,,
62349,note_on,,,,,,,3,0,0,,,,,,,63,50,0,,
62357,note_on,,,,,,,8,0,0,,,,,,,60,40,0,,
62403,note_off,,,,,,,46,0,0,,,,,,,68,64,0,,
62415,note_off,,,,,,,12,0,0,,,,,,,63,64,0,,
62427,note_off,,,,,,,12,0,0,,,,,,,60,64,0,,
62457,note_off,,,,,,,30,0,0,,,,,,,75,64,0,,
62527,note_on,,,,,,,70,0,0,,,,,,,76,73,0,,
62555,note_on,,,,,,,28,0,0,,,,,,,68,46,0,,
62557,note_on,,,,,,,2,0,0,,,,,,,65,44,0,,
62573,note_on,,,,,,,16,0,0,,,,,,,62,27,0,,
62633,note_off,,,,,,,60,0,0,,,,,,,68,64,0,,
62671,note_off,,,,,,,38,0,0,,,,,,,76,64,0,,
62709,note_on,,,,,,,38,0,0,,,,,,,79,63,0,,
62741,note_off,,,,,,,32,0,0,,,,,,,65,64,0,,
62749,note_off,,,,,,,8,0,0,,,,,,,62,64,0,,
62785,note_off,,,,,,,36,0,0,,,,,,,79,64,0,,
62867,note_on,,,,,,,82,0,0,,,,,,,68,51,0,,
62871,note_on,,,,,,,4,0,0,,,,,,,65,19,0,,
62875,note_on,,,,,,,4,0,0,,,,,,,62,35,0,,
62891,note_on,,,,,,,16,0,0,,,,,,,77,39,0,,
62927,note_off,,,,,,,36,0,0,,,,,,,68,64,0,,
62937,note_off,,,,,,,10,0,0,,,,,,,62,64,0,,
62943,note_off,,,,,,,6,0,0,,,,,,,65,64,0,,
