tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,note,velocity
2014,note_on,,62,0,1,,,,,,,,,,,,,,0,78,57
2066,note_on,,52,0,1,,,,,,,,,,,,,,0,80,0
2152,note_on,,86,0,1,,,,,,,,,,,,,,0,71,0
2155,note_on,,3,0,1,,,,,,,,,,,,,,0,78,0
2178,control_change,,23,0,1,,,,,,,,,,,,64,127,0,,
2316,control_change,,138,0,1,,,,,,,,,,,,64,0,0,,
2336,note_on,,20,0,1,,,,,,,,,,,,,,0,78,59
2344,note_on,,8,0,1,,,,,,,,,,,,,,0,71,53
2388,note_on,,44,0,1,,,,,,,,,,,,,,0,78,0
2398,note_on,,10,0,1,,,,,,,,,,,,,,0,80,50
2454,note_on,,56,0,1,,,,,,,,,,,,,,0,80,0
2470,note_on,,16,0,1,,,,,,,,,,,,,,0,78,41
2556,note_on,,86,0,1,,,,,,,,,,,,,,0,78,0
2559,note_on,,3,0,1,,,,,,,,,,,,,,0,80,46
2630,note_on,,71,0,1,,,,,,,,,,,,,,0,78,58
2644,note_on,,14,0,1,,,,,,,,,,,,,,0,80,0
2724,note_on,,80,0,1,,,,,,,,,,,,,,0,78,0
2792,note_on,,68,0,1,,,,,,,,,,,,,,0,71,0
2794,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
2902,control_change,,108,0,1,,,,,,,,,,,,64,0,0,,
2964,note_on,,62,0,1,,,,,,,,,,,,,,0,78,49
2978,note_on,,14,0,1,,,,,,,,,,,,,,0,71,32
3018,note_on,,40,0,1,,,,,,,,,,,,,,0,78,0
3038,note_on,,20,0,1,,,,,,,,,,,,,,0,80,45
3096,note_on,,58,0,1,,,,,,,,,,,,,,0,80,0
3116,note_on,,20,0,1,,,,,,,,,,,,,,0,78,19
3182,note_on,,66,0,1,,,,,,,,,,,,,,0,80,41
3190,note_on,,8,0,1,,,,,,,,,,,,,,0,78,0
3246,note_on,,56,0,1,,,,,,,,,,,,,,0,80,0
3274,note_on,,28,0,1,,,,,,,,,,,,,,0,78,46
3396,note_on,,122,0,1,,,,,,,,,,,,,,0,71,0
3410,note_on,,14,0,1,,,,,,,,,,,,,,0,78,0
3424,control_change,,14,0,1,,,,,,,,,,,,64,127,0,,
3516,control_change,,92,0,1,,,,,,,,,,,,64,0,0,,
3608,note_on,,92,0,1,,,,,,,,,,,,,,0,83,101
3836,note_on,,228,0,1,,,,,,,,,,,,,,0,81,57
3838,note_on,,2,0,1,,,,,,,,,,,,,,0,83,0
3892,note_on,,54,0,1,,,,,,,,,,,,,,0,81,0
3898,note_on,,6,0,1,,,,,,,,,,,,,,0,80,68
4028,note_on,,130,0,1,,,,,,,,,,,,,,0,80,0
4186,note_on,,158,0,1,,,,,,,,,,,,,,0,78,50
4190,note_on,,4,0,1,,,,,,,,,,,,,,0,81,69
4514,note_on,,324,0,1,,,,,,,,,,,,,,0,78,0
4534,note_on,,20,0,1,,,,,,,,,,,,,,0,75,38
4764,note_on,,230,0,1,,,,,,,,,,,,,,0,75,0
4850,note_on,,86,0,1,,,,,,,,,,,,,,0,80,61
4858,note_on,,8,0,1,,,,,,,,,,,,,,0,76,42
4878,note_on,,20,0,1,,,,,,,,,,,,,,0,81,0
5174,note_on,,296,0,1,,,,,,,,,,,,,,0,76,0
5177,note_on,,3,0,1,,,,,,,,,,,,,,0,71,44
5254,note_on,,77,0,1,,,,,,,,,,,,,,0,71,0
5264,note_on,,10,0,1,,,,,,,,,,,,,,0,80,0
5282,control_change,,18,0,1,,,,,,,,,,,,64,127,0,,
5422,control_change,,140,0,1,,,,,,,,,,,,64,0,0,,
5488,note_on,,66,0,1,,,,,,,,,,,,,,0,78,69
5504,note_on,,16,0,1,,,,,,,,,,,,,,0,71,52
5534,note_on,,30,0,1,,,,,,,,,,,,,,0,78,0
5562,note_on,,28,0,1,,,,,,,,,,,,,,0,80,44
5612,note_on,,50,0,1,,,,,,,,,,,,,,0,78,45
5622,note_on,,10,0,1,,,,,,,,,,,,,,0,80,0
5694,note_on,,72,0,1,,,,,,,,,,,,,,0,78,0
5700,note_on,,6,0,1,,,,,,,,,,,,,,0,80,52
5764,note_on,,64,0,1,,,,,,,,,,,,,,0,78,57
5790,note_on,,26,0,1,,,,,,,,,,,,,,0,80,0
5858,note_on,,68,0,1,,,,,,,,,,,,,,0,78,0
5894,note_on,,36,0,1,,,,,,,,,,,,,,0,71,0
5912,control_change,,18,0,1,,,,,,,,,,,,64,127,0,,
6050,control_change,,138,0,1,,,,,,,,,,,,64,0,0,,
6094,note_on,,44,0,1,,,,,,,,,,,,,,0,78,53
6098,note_on,,4,0,1,,,,,,,,,,,,,,0,71,48
6144,note_on,,46,0,1,,,,,,,,,,,,,,0,78,0
6148,note_on,,4,0,1,,,,,,,,,,,,,,0,80,58
6200,note_on,,52,0,1,,,,,,,,,,,,,,0,80,0
6214,note_on,,14,0,1,,,,,,,,,,,,,,0,78,47
6290,note_on,,76,0,1,,,,,,,,,,,,,,0,78,0
6300,note_on,,10,0,1,,,,,,,,,,,,,,0,80,32
6364,note_on,,64,0,1,,,,,,,,,,,,,,0,80,0
6374,note_on,,10,0,1,,,,,,,,,,,,,,0,78,40
6524,note_on,,150,0,1,,,,,,,,,,,,,,0,71,0
6527,control_change,,3,0,1,,,,,,,,,,,,64,127,0,,
6554,note_on,,27,0,1,,,,,,,,,,,,,,0,78,0
6666,control_change,,112,0,1,,,,,,,,,,,,64,0,0,,
6726,note_on,,60,0,1,,,,,,,,,,,,,,0,78,42
6736,note_on,,10,0,1,,,,,,,,,,,,,,0,71,42
6780,note_on,,44,0,1,,,,,,,,,,,,,,0,78,0
6790,note_on,,10,0,1,,,,,,,,,,,,,,0,80,51
6850,note_on,,60,0,1,,,,,,,,,,,,,,0,80,0
6858,note_on,,8,0,1,,,,,,,,,,,,,,0,78,38
6934,note_on,,76,0,1,,,,,,,,,,,,,,0,78,0
6953,note_on,,19,0,1,,,,,,,,,,,,,,0,80,33
7016,note_on,,63,0,1,,,,,,,,,,,,,,0,80,0
7016,note_on,,0,0,1,,,,,,,,,,,,,,0,78,44
7158,control_change,,142,0,1,,,,,,,,,,,,64,127,0,,
7186,note_on,,28,0,1,,,,,,,,,,,,,,0,78,0
7210,note_on,,24,0,1,,,,,,,,,,,,,,0,71,0
7358,control_change,,148,0,1,,,,,,,,,,,,64,0,0,,
7388,note_on,,30,0,1,,,,,,,,,,,,,,0,71,84
7616,note_on,,228,0,1,,,,,,,,,,,,,,0,69,49
7619,note_on,,3,0,1,,,,,,,,,,,,,,0,71,0
7692,note_on,,73,0,1,,,,,,,,,,,,,,0,68,66
7702,note_on,,10,0,1,,,,,,,,,,,,,,0,69,0
7832,note_on,,130,0,1,,,,,,,,,,,,,,0,68,0
7986,note_on,,154,0,1,,,,,,,,,,,,,,0,69,66
7996,note_on,,10,0,1,,,,,,,,,,,,,,0,66,40
8292,note_on,,296,0,1,,,,,,,,,,,,,,0,63,55
8314,note_on,,22,0,1,,,,,,,,,,,,,,0,66,0
8372,note_on,,58,0,1,,,,,,,,,,,,,,0,63,0
8592,note_on,,220,0,1,,,,,,,,,,,,,,0,68,63
8602,note_on,,10,0,1,,,,,,,,,,,,,,0,64,57
8620,note_on,,18,0,1,,,,,,,,,,,,,,0,69,0
8906,note_on,,286,0,1,,,,,,,,,,,,,,0,64,0
8922,note_on,,16,0,1,,,,,,,,,,,,,,0,59,54
9082,note_on,,160,0,1,,,,,,,,,,,,,,0,59,0
9108,control_change,,26,0,1,,,,,,,,,,,,64,127,0,,
9126,note_on,,18,0,1,,,,,,,,,,,,,,0,68,0
9154,control_change,,28,0,1,,,,,,,,,,,,64,0,0,,
9238,note_on,,84,0,1,,,,,,,,,,,,,,0,59,49
9238,note_on,,0,0,1,,,,,,,,,,,,,,0,66,53
9280,note_on,,42,0,1,,,,,,,,,,,,,,0,68,66
9288,note_on,,8,0,1,,,,,,,,,,,,,,0,66,0
9336,note_on,,48,0,1,,,,,,,,,,,,,,0,68,0
9354,note_on,,18,0,1,,,,,,,,,,,,,,0,66,51
9422,note_on,,68,0,1,,,,,,,,,,,,,,0,66,0
9432,note_on,,10,0,1,,,,,,,,,,,,,,0,68,47
9534,note_on,,102,0,1,,,,,,,,,,,,,,0,66,45
9560,note_on,,26,0,1,,,,,,,,,,,,,,0,68,0
9600,control_change,,40,0,1,,,,,,,,,,,,64,127,0,,
9624,note_on,,24,0,1,,,,,,,,,,,,,,0,66,0
9640,note_on,,16,0,1,,,,,,,,,,,,,,0,59,0
9862,control_change,,222,0,1,,,,,,,,,,,,64,0,0,,
9904,note_on,,42,0,1,,,,,,,,,,,,,,0,78,58
9918,note_on,,14,0,1,,,,,,,,,,,,,,0,59,34
9954,note_on,,36,0,1,,,,,,,,,,,,,,0,78,0
9964,note_on,,10,0,1,,,,,,,,,,,,,,0,66,21
9967,note_on,,3,0,1,,,,,,,,,,,,,,0,80,55
10022,note_on,,55,0,1,,,,,,,,,,,,,,0,80,0
10034,note_on,,12,0,1,,,,,,,,,,,,,,0,78,37
10128,note_on,,94,0,1,,,,,,,,,,,,,,0,78,0
10128,note_on,,0,0,1,,,,,,,,,,,,,,0,80,40
10202,note_on,,74,0,1,,,,,,,,,,,,,,0,78,57
10204,note_on,,2,0,1,,,,,,,,,,,,,,0,80,0
10214,note_on,,10,0,1,,,,,,,,,,,,,,0,66,0
10300,note_on,,86,0,1,,,,,,,,,,,,,,0,78,0
10308,control_change,,8,0,1,,,,,,,,,,,,64,127,0,,
10318,note_on,,10,0,1,,,,,,,,,,,,,,0,59,0
10476,control_change,,158,0,1,,,,,,,,,,,,64,0,0,,
10546,note_on,,70,0,1,,,,,,,,,,,,,,0,78,44
10566,note_on,,20,0,1,,,,,,,,,,,,,,0,66,19
10578,note_on,,12,0,1,,,,,,,,,,,,,,0,59,29
10600,note_on,,22,0,1,,,,,,,,,,,,,,0,78,0
10600,note_on,,0,0,1,,,,,,,,,,,,,,0,80,57
10654,note_on,,54,0,1,,,,,,,,,,,,,,0,80,0
10670,note_on,,16,0,1,,,,,,,,,,,,,,0,78,47
10750,note_on,,80,0,1,,,,,,,,,,,,,,0,78,0
10760,note_on,,10,0,1,,,,,,,,,,,,,,0,80,36
10854,note_on,,94,0,1,,,,,,,,,,,,,,0,80,0
10890,note_on,,36,0,1,,,,,,,,,,,,,,0,78,37
10922,control_change,,32,0,1,,,,,,,,,,,,64,127,0,,
10950,note_on,,28,0,1,,,,,,,,,,,,,,0,78,0
10953,note_on,,3,0,1,,,,,,,,,,,,,,0,66,0
11116,note_on,,163,0,1,,,,,,,,,,,,,,0,59,0
11192,note_on,,76,0,1,,,,,,,,,,,,,,0,71,67
11214,control_change,,22,0,1,,,,,,,,,,,,64,0,0,,
11422,note_on,,208,0,1,,,,,,,,,,,,,,0,69,56
11436,note_on,,14,0,1,,,,,,,,,,,,,,0,71,0
11506,note_on,,70,0,1,,,,,,,,,,,,,,0,68,58
11508,note_on,,2,0,1,,,,,,,,,,,,,,0,69,0
11660,control_change,,152,0,1,,,,,,,,,,,,64,127,0,,
11672,note_on,,12,0,1,,,,,,,,,,,,,,0,68,0
11780,note_on,,108,0,1,,,,,,,,,,,,,,0,69,54
11798,control_change,,18,0,1,,,,,,,,,,,,64,0,0,,
11798,note_on,,0,0,1,,,,,,,,,,,,,,0,66,28
12112,note_on,,314,0,1,,,,,,,,,,,,,,0,66,0
12120,note_on,,8,0,1,,,,,,,,,,,,,,0,63,41
12304,control_change,,184,0,1,,,,,,,,,,,,64,127,0,,
12320,note_on,,16,0,1,,,,,,,,,,,,,,0,63,0
12428,note_on,,108,0,1,,,,,,,,,,,,,,0,68,45
12438,note_on,,10,0,1,,,,,,,,,,,,,,0,69,0
12442,note_on,,4,0,1,,,,,,,,,,,,,,0,64,36
12444,control_change,,2,0,1,,,,,,,,,,,,64,0,0,,
12758,note_on,,314,0,1,,,,,,,,,,,,,,0,59,44
12782,note_on,,24,0,1,,,,,,,,,,,,,,0,64,0
12812,control_change,,30,0,1,,,,,,,,,,,,64,127,0,,
12822,note_on,,10,0,1,,,,,,,,,,,,,,0,59,0
12914,note_on,,92,0,1,,,,,,,,,,,,,,0,68,0
13042,control_change,,128,0,1,,,,,,,,,,,,64,0,0,,
13060,note_on,,18,0,1,,,,,,,,,,,,,,0,66,53
13110,note_on,,50,0,1,,,,,,,,,,,,,,0,66,0
13112,note_on,,2,0,1,,,,,,,,,,,,,,0,59,24
13115,note_on,,3,0,1,,,,,,,,,,,,,,0,68,59
13178,note_on,,63,0,1,,,,,,,,,,,,,,0,68,0
13188,note_on,,10,0,1,,,,,,,,,,,,,,0,66,33
13260,note_on,,72,0,1,,,,,,,,,,,,,,0,66,0
13266,note_on,,6,0,1,,,,,,,,,,,,,,0,68,49
13348,note_on,,82,0,1,,,,,,,,,,,,,,0,66,43
13364,note_on,,16,0,1,,,,,,,,,,,,,,0,68,0
13426,note_on,,62,0,1,,,,,,,,,,,,,,0,66,0
13440,control_change,,14,0,1,,,,,,,,,,,,64,127,0,,
13468,note_on,,28,0,1,,,,,,,,,,,,,,0,59,0
13596,control_change,,128,0,1,,,,,,,,,,,,64,0,0,,
13688,note_on,,92,0,1,,,,,,,,,,,,,,0,78,62
13710,note_on,,22,0,1,,,,,,,,,,,,,,0,66,32
13724,note_on,,14,0,1,,,,,,,,,,,,,,0,59,25
13738,note_on,,14,0,1,,,,,,,,,,,,,,0,78,0
13758,note_on,,20,0,1,,,,,,,,,,,,,,0,80,52
13812,note_on,,54,0,1,,,,,,,,,,,,,,0,80,0
13836,note_on,,24,0,1,,,,,,,,,,,,,,0,78,23
13892,note_on,,56,0,1,,,,,,,,,,,,,,0,80,54
13902,note_on,,10,0,1,,,,,,,,,,,,,,0,78,0
13962,note_on,,60,0,1,,,,,,,,,,,,,,0,80,0
13974,note_on,,12,0,1,,,,,,,,,,,,,,0,78,48
14032,note_on,,58,0,1,,,,,,,,,,,,,,0,78,0
14066,note_on,,34,0,1,,,,,,,,,,,,,,0,80,40
14120,note_on,,54,0,1,,,,,,,,,,,,,,0,59,0
14120,note_on,,0,0,1,,,,,,,,,,,,,,0,78,38
14132,note_on,,12,0,1,,,,,,,,,,,,,,0,80,0
14132,control_change,,0,0,1,,,,,,,,,,,,64,127,0,,
14142,note_on,,10,0,1,,,,,,,,,,,,,,0,66,0
14250,note_on,,108,0,1,,,,,,,,,,,,,,0,78,0
14334,control_change,,84,0,1,,,,,,,,,,,,64,0,0,,
14396,note_on,,62,0,1,,,,,,,,,,,,,,0,66,27
14396,note_on,,0,0,1,,,,,,,,,,,,,,0,78,39
14408,note_on,,12,0,1,,,,,,,,,,,,,,0,59,32
14454,note_on,,46,0,1,,,,,,,,,,,,,,0,78,0
14468,note_on,,14,0,1,,,,,,,,,,,,,,0,80,34
14528,note_on,,60,0,1,,,,,,,,,,,,,,0,78,39
14533,note_on,,5,0,1,,,,,,,,,,,,,,0,80,0
14626,note_on,,93,0,1,,,,,,,,,,,,,,0,78,0
14626,note_on,,0,0,1,,,,,,,,,,,,,,0,80,29
14716,note_on,,90,0,1,,,,,,,,,,,,,,0,80,0
14748,note_on,,32,0,1,,,,,,,,,,,,,,0,78,32
14824,control_change,,76,0,1,,,,,,,,,,,,64,127,0,,
14834,note_on,,10,0,1,,,,,,,,,,,,,,0,66,0
14848,note_on,,14,0,1,,,,,,,,,,,,,,0,78,0
14882,note_on,,34,0,1,,,,,,,,,,,,,,0,59,0
15220,note_on,,338,0,1,,,,,,,,,,,,,,0,47,35
15378,control_change,,158,0,1,,,,,,,,,,,,64,0,0,,
15394,note_on,,16,0,1,,,,,,,,,,,,,,0,78,44
15508,note_on,,114,0,1,,,,,,,,,,,,,,0,78,0
15542,note_on,,34,0,1,,,,,,,,,,,,,,0,81,48
15668,note_on,,126,0,1,,,,,,,,,,,,,,0,80,52
15690,note_on,,22,0,1,,,,,,,,,,,,,,0,81,0
15700,control_change,,10,0,1,,,,,,,,,,,,64,127,0,,
15818,note_on,,118,0,1,,,,,,,,,,,,,,0,78,50
15828,note_on,,10,0,1,,,,,,,,,,,,,,0,80,0
15952,note_on,,124,0,1,,,,,,,,,,,,,,0,78,0
15964,note_on,,12,0,1,,,,,,,,,,,,,,0,76,46
16024,control_change,,60,0,1,,,,,,,,,,,,64,0,0,,
16094,note_on,,70,0,1,,,,,,,,,,,,,,0,75,55
16116,note_on,,22,0,1,,,,,,,,,,,,,,0,76,0
16238,note_on,,122,0,1,,,,,,,,,,,,,,0,73,49
16252,note_on,,14,0,1,,,,,,,,,,,,,,0,75,0
16254,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
16284,control_change,,30,0,1,,,,,,,,,,,,64,0,0,,
16396,note_on,,112,0,1,,,,,,,,,,,,,,0,71,59
16428,note_on,,32,0,1,,,,,,,,,,,,,,0,73,0
16516,note_on,,88,0,1,,,,,,,,,,,,,,0,71,0
16524,note_on,,8,0,1,,,,,,,,,,,,,,0,69,41
16660,note_on,,136,0,1,,,,,,,,,,,,,,0,68,52
16712,note_on,,52,0,1,,,,,,,,,,,,,,0,69,0
16796,note_on,,84,0,1,,,,,,,,,,,,,,0,66,47
16804,note_on,,8,0,1,,,,,,,,,,,,,,0,68,0
16942,note_on,,138,0,1,,,,,,,,,,,,,,0,66,0
16942,note_on,,0,0,1,,,,,,,,,,,,,,0,68,33
16982,note_on,,40,0,1,,,,,,,,,,,,,,0,52,31
16998,note_on,,16,0,1,,,,,,,,,,,,,,0,47,0
17106,note_on,,108,0,1,,,,,,,,,,,,,,0,68,0
17110,note_on,,4,0,1,,,,,,,,,,,,,,0,64,54
17218,note_on,,108,0,1,,,,,,,,,,,,,,0,68,41
17234,note_on,,16,0,1,,,,,,,,,,,,,,0,64,0
17382,note_on,,148,0,1,,,,,,,,,,,,,,0,66,52
17402,note_on,,20,0,1,,,,,,,,,,,,,,0,68,0
17482,control_change,,80,0,1,,,,,,,,,,,,64,127,0,,
17530,note_on,,48,0,1,,,,,,,,,,,,,,0,64,66
17538,note_on,,8,0,1,,,,,,,,,,,,,,0,66,0
17590,control_change,,52,0,1,,,,,,,,,,,,64,0,0,,
17660,note_on,,70,0,1,,,,,,,,,,,,,,0,63,72
17692,note_on,,32,0,1,,,,,,,,,,,,,,0,52,0
17698,note_on,,6,0,1,,,,,,,,,,,,,,0,64,0
17796,note_on,,98,0,1,,,,,,,,,,,,,,0,61,69
17838,note_on,,42,0,1,,,,,,,,,,,,,,0,63,0
17942,note_on,,104,0,1,,,,,,,,,,,,,,0,59,69
17980,note_on,,38,0,1,,,,,,,,,,,,,,0,61,0
18076,note_on,,96,0,1,,,,,,,,,,,,,,0,59,0
18084,note_on,,8,0,1,,,,,,,,,,,,,,0,57,65
18234,note_on,,150,0,1,,,,,,,,,,,,,,0,56,52
18250,note_on,,16,0,1,,,,,,,,,,,,,,0,57,0
18328,control_change,,78,0,1,,,,,,,,,,,,64,127,0,,
18368,note_on,,40,0,1,,,,,,,,,,,,,,0,54,74
18380,note_on,,12,0,1,,,,,,,,,,,,,,0,56,0
18512,note_on,,132,0,1,,,,,,,,,,,,,,0,54,0
18512,note_on,,0,0,1,,,,,,,,,,,,,,0,52,83
18660,note_on,,148,0,1,,,,,,,,,,,,,,0,51,68
18666,control_change,,6,0,1,,,,,,,,,,,,64,0,0,,
18688,note_on,,22,0,1,,,,,,,,,,,,,,0,52,0
18798,note_on,,110,0,1,,,,,,,,,,,,,,0,78,72
18940,note_on,,142,0,1,,,,,,,,,,,,,,0,81,75
18954,note_on,,14,0,1,,,,,,,,,,,,,,0,78,0
19018,control_change,,64,0,1,,,,,,,,,,,,64,127,0,,
19076,note_on,,58,0,1,,,,,,,,,,,,,,0,80,78
19081,note_on,,5,0,1,,,,,,,,,,,,,,0,51,0
19120,note_on,,39,0,1,,,,,,,,,,,,,,0,81,0
19156,control_change,,36,0,1,,,,,,,,,,,,64,0,0,,
19230,note_on,,74,0,1,,,,,,,,,,,,,,0,78,68
19240,note_on,,10,0,1,,,,,,,,,,,,,,0,51,52
19262,note_on,,22,0,1,,,,,,,,,,,,,,0,80,0
19374,note_on,,112,0,1,,,,,,,,,,,,,,0,76,54
19382,note_on,,8,0,1,,,,,,,,,,,,,,0,78,0
19480,control_change,,98,0,1,,,,,,,,,,,,64,127,0,,
19514,note_on,,34,0,1,,,,,,,,,,,,,,0,75,55
19534,note_on,,20,0,1,,,,,,,,,,,,,,0,76,0
19614,note_on,,80,0,1,,,,,,,,,,,,,,0,51,0
19652,note_on,,38,0,1,,,,,,,,,,,,,,0,73,51
19666,note_on,,14,0,1,,,,,,,,,,,,,,0,75,0
19726,control_change,,60,0,1,,,,,,,,,,,,64,0,0,,
19814,note_on,,88,0,1,,,,,,,,,,,,,,0,71,57
19817,note_on,,3,0,1,,,,,,,,,,,,,,0,73,0
19822,note_on,,5,0,1,,,,,,,,,,,,,,0,51,35
19946,note_on,,124,0,1,,,,,,,,,,,,,,0,71,0
19960,note_on,,14,0,1,,,,,,,,,,,,,,0,69,37
20018,control_change,,58,0,1,,,,,,,,,,,,64,127,0,,
20090,note_on,,72,0,1,,,,,,,,,,,,,,0,68,45
20100,note_on,,10,0,1,,,,,,,,,,,,,,0,69,0
20116,note_on,,16,0,1,,,,,,,,,,,,,,0,51,0
20170,note_on,,54,0,1,,,,,,,,,,,,,,0,68,0
20208,note_on,,38,0,1,,,,,,,,,,,,,,0,66,56
20252,note_on,,44,0,1,,,,,,,,,,,,,,0,66,0
20370,control_change,,118,0,1,,,,,,,,,,,,64,0,0,,
20400,note_on,,30,0,1,,,,,,,,,,,,,,0,68,61
20400,note_on,,0,0,1,,,,,,,,,,,,,,0,80,75
20416,note_on,,16,0,1,,,,,,,,,,,,,,0,52,38
20432,note_on,,16,0,1,,,,,,,,,,,,,,0,64,16
20436,note_on,,4,0,1,,,,,,,,,,,,,,0,59,26
20646,note_on,,210,0,1,,,,,,,,,,,,,,0,78,67
20684,note_on,,38,0,1,,,,,,,,,,,,,,0,80,0
20694,control_change,,10,0,1,,,,,,,,,,,,64,127,0,,
20742,note_on,,48,0,1,,,,,,,,,,,,,,0,76,65
20745,note_on,,3,0,1,,,,,,,,,,,,,,0,52,0
20752,note_on,,7,0,1,,,,,,,,,,,,,,0,59,0
20764,note_on,,12,0,1,,,,,,,,,,,,,,0,64,0
20780,note_on,,16,0,1,,,,,,,,,,,,,,0,78,0
20956,control_change,,176,0,1,,,,,,,,,,,,64,0,0,,
21018,note_on,,62,0,1,,,,,,,,,,,,,,0,64,38
21030,note_on,,12,0,1,,,,,,,,,,,,,,0,52,34
21034,note_on,,4,0,1,,,,,,,,,,,,,,0,59,32
21232,control_change,,198,0,1,,,,,,,,,,,,64,127,0,,
21314,note_on,,82,0,1,,,,,,,,,,,,,,0,75,61
21328,note_on,,14,0,1,,,,,,,,,,,,,,0,52,0
21340,note_on,,12,0,1,,,,,,,,,,,,,,0,76,0
21340,note_on,,0,0,1,,,,,,,,,,,,,,0,59,0
21343,note_on,,3,0,1,,,,,,,,,,,,,,0,64,0
21554,control_change,,211,0,1,,,,,,,,,,,,64,0,0,,
21621,note_on,,67,0,1,,,,,,,,,,,,,,0,64,42
21621,note_on,,0,0,1,,,,,,,,,,,,,,0,59,36
21630,note_on,,9,0,1,,,,,,,,,,,,,,0,52,41
21830,control_change,,200,0,1,,,,,,,,,,,,64,127,0,,
21856,note_on,,26,0,1,,,,,,,,,,,,,,0,52,0
21860,note_on,,4,0,1,,,,,,,,,,,,,,0,75,0
21886,note_on,,26,0,1,,,,,,,,,,,,,,0,64,0
21904,note_on,,18,0,1,,,,,,,,,,,,,,0,59,0
21904,note_on,,0,0,1,,,,,,,,,,,,,,0,76,72
21946,note_on,,42,0,1,,,,,,,,,,,,,,0,68,0
22026,note_on,,80,0,1,,,,,,,,,,,,,,0,76,0
22184,control_change,,158,0,1,,,,,,,,,,,,64,0,0,,
22196,note_on,,12,0,1,,,,,,,,,,,,,,0,70,59
22196,note_on,,0,0,1,,,,,,,,,,,,,,0,80,75
22202,note_on,,6,0,1,,,,,,,,,,,,,,0,61,32
22204,note_on,,2,0,1,,,,,,,,,,,,,,0,64,31
22208,note_on,,4,0,1,,,,,,,,,,,,,,0,54,31
22420,note_on,,212,0,1,,,,,,,,,,,,,,0,78,56
22448,note_on,,28,0,1,,,,,,,,,,,,,,0,80,0
22500,note_on,,52,0,1,,,,,,,,,,,,,,0,78,0
22508,note_on,,8,0,1,,,,,,,,,,,,,,0,64,0
22508,note_on,,0,0,1,,,,,,,,,,,,,,0,76,47
22508,control_change,,0,0,1,,,,,,,,,,,,64,127,0,,
22550,note_on,,42,0,1,,,,,,,,,,,,,,0,61,0
22560,note_on,,10,0,1,,,,,,,,,,,,,,0,54,0
22706,control_change,,146,0,1,,,,,,,,,,,,64,0,0,,
22800,note_on,,94,0,1,,,,,,,,,,,,,,0,54,35
22802,note_on,,2,0,1,,,,,,,,,,,,,,0,61,27
