tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
135670,note_off,,,,,66,0,2,,,0,62,64,,
135677,note_off,,,,,7,0,2,,,0,52,64,,
135708,note_off,,,,,108,0,1,,,0,68,64,,
135712,note_on,,,,,4,0,1,,,0,64,28,,
135833,note_on,,,,,0,0,1,,,0,69,37,,
135833,note_off,,,,,121,0,1,,,0,64,64,,
135857,note_on,,,,,180,0,2,,,0,61,45,,
135875,note_on,,,,,18,0,2,,,0,52,27,,
135934,note_off,,,,,59,0,2,,,0,52,64,,
135943,note_off,,,,,110,0,1,,,0,69,64,,
135948,note_off,,,,,14,0,2,,,0,61,64,,
135959,note_on,,,,,16,0,1,,,0,64,28,,
136069,note_off,,,,,110,0,1,,,0,64,64,,
136070,note_on,,,,,122,0,2,,,0,59,43,,
136080,note_on,,,,,10,0,2,,,0,52,37,,
136082,note_on,,,,,13,0,1,,,0,71,35,,
136109,note_off,,,,,29,0,2,,,0,59,64,,
136128,note_off,,,,,19,0,2,,,0,52,64,,
136160,note_off,,,,,78,0,1,,,0,71,64,,
136194,note_on,,,,,34,0,1,,,0,64,31,,
136295,note_off,,,,,101,0,1,,,0,64,64,,
136305,note_on,,,,,10,0,1,,,0,73,48,,
136316,note_on,,,,,188,0,2,,,0,45,19,,
136326,note_on,,,,,10,0,2,,,0,57,46,,
136332,note_off,,,,,27,0,1,,,0,73,64,,
136432,note_on,,,,,100,0,1,,,0,69,42,,
136552,note_on,,,,,0,0,1,,,0,71,45,,
136552,note_off,,,,,120,0,1,,,0,69,64,,
136622,note_off,,,,,296,0,2,,,0,45,64,,
136666,note_on,,,,,114,0,1,,,0,69,45,,
136673,note_off,,,,,7,0,1,,,0,71,64,,
136697,note_off,,,,,75,0,2,,,0,57,64,,
136789,note_on,,,,,116,0,1,,,0,73,49,,
136798,note_off,,,,,9,0,1,,,0,69,64,,
136908,note_off,,,,,110,0,1,,,0,73,64,,
136913,note_on,,,,,5,0,1,,,0,69,42,,
137028,note_off,,,,,115,0,1,,,0,69,64,,
137033,note_on,,,,,5,0,1,,,0,74,50,,
137148,note_off,,,,,115,0,1,,,0,74,64,,
137154,note_on,,,,,6,0,1,,,0,69,36,,
137248,note_on,,,,,551,0,2,,,0,57,53,,
137265,note_on,,,,,111,0,1,,,0,76,60,,
137271,note_off,,,,,6,0,1,,,0,69,64,,
137291,note_off,,,,,20,0,1,,,0,76,64,,
137315,note_off,,,,,67,0,2,,,0,57,64,,
137399,note_on,,,,,108,0,1,,,0,69,45,,
137498,note_on,,,,,183,0,2,,,0,57,53,,
137505,note_on,,,,,106,0,1,,,0,73,42,,
137508,note_on,,,,,10,0,2,,,0,67,46,,
137533,note_off,,,,,28,0,1,,,0,69,64,,
137567,note_off,,,,,59,0,2,,,0,67,64,,
137580,note_off,,,,,13,0,2,,,0,57,64,,
137639,note_on,,,,,0,0,1,,,0,69,42,,
137639,note_off,,,,,106,0,1,,,0,73,64,,
137749,note_off,,,,,110,0,1,,,0,69,64,,
137756,note_on,,,,,7,0,1,,,0,74,50,,
137770,note_on,,,,,190,0,2,,,0,57,39,,
137770,note_on,,,,,0,0,2,,,0,66,49,,
137848,note_off,,,,,78,0,2,,,0,66,64,,
137856,note_off,,,,,8,0,2,,,0,57,64,,
137872,note_off,,,,,116,0,1,,,0,74,64,,
137884,note_on,,,,,12,0,1,,,0,69,35,,
138003,note_on,,,,,147,0,2,,,0,64,44,,
138003,note_off,,,,,119,0,1,,,0,69,64,,
138007,note_on,,,,,4,0,1,,,0,76,46,,
138024,note_on,,,,,21,0,2,,,0,57,32,,
138078,note_off,,,,,54,0,2,,,0,64,64,,
138086,note_off,,,,,8,0,2,,,0,57,64,,
138103,note_off,,,,,96,0,1,,,0,76,64,,
138125,note_on,,,,,22,0,1,,,0,69,39,,
138231,note_off,,,,,106,0,1,,,0,69,64,,
138231,note_on,,,,,0,0,1,,,0,78,52,,
138248,note_on,,,,,162,0,2,,,0,57,42,,
138251,note_off,,,,,20,0,1,,,0,78,64,,
138260,note_on,,,,,12,0,2,,,0,62,36,,
138288,note_off,,,,,28,0,2,,,0,62,64,,
138307,note_off,,,,,19,0,2,,,0,57,64,,
138353,note_on,,,,,102,0,1,,,0,69,42,,
138477,note_on,,,,,170,0,2,,,0,57,55,,
138482,note_on,,,,,129,0,1,,,0,73,39,,
138485,note_on,,,,,8,0,2,,,0,67,63,,
138494,note_off,,,,,12,0,1,,,0,69,64,,
138552,note_off,,,,,67,0,2,,,0,67,64,,
138564,note_off,,,,,12,0,2,,,0,57,64,,
138596,note_off,,,,,102,0,1,,,0,73,64,,
138601,note_on,,,,,5,0,1,,,0,69,35,,
138712,note_off,,,,,111,0,1,,,0,69,64,,
138720,note_on,,,,,8,0,1,,,0,74,46,,
138732,note_on,,,,,168,0,2,,,0,66,49,,
138750,note_on,,,,,18,0,2,,,0,57,39,,
138800,note_off,,,,,50,0,2,,,0,57,64,,
138812,note_off,,,,,12,0,2,,,0,66,64,,
138829,note_off,,,,,109,0,1,,,0,74,64,,
138848,note_on,,,,,19,0,1,,,0,69,35,,
138960,note_on,,,,,148,0,2,,,0,64,46,,
138967,note_off,,,,,119,0,1,,,0,69,64,,
138970,note_on,,,,,3,0,1,,,0,76,46,,
138975,note_on,,,,,15,0,2,,,0,57,35,,
139030,note_off,,,,,55,0,2,,,0,57,64,,
139037,note_off,,,,,7,0,2,,,0,64,64,,
139059,note_off,,,,,89,0,1,,,0,76,64,,
139090,note_on,,,,,31,0,1,,,0,69,42,,
139195,note_on,,,,,0,0,1,,,0,78,52,,
139195,note_off,,,,,105,0,1,,,0,69,64,,
139212,note_on,,,,,175,0,2,,,0,57,45,,
139221,note_on,,,,,9,0,2,,,0,62,39,,
139223,note_off,,,,,28,0,1,,,0,78,64,,
139252,note_off,,,,,31,0,2,,,0,62,64,,
139276,note_off,,,,,24,0,2,,,0,57,64,,
139316,note_on,,,,,93,0,1,,,0,69,46,,
139429,note_on,,,,,153,0,2,,,0,57,53,,
139438,note_on,,,,,122,0,1,,,0,73,49,,
139438,note_on,,,,,9,0,2,,,0,67,55,,
139453,note_off,,,,,15,0,1,,,0,69,64,,
139512,note_off,,,,,74,0,2,,,0,67,64,,
139528,note_off,,,,,16,0,2,,,0,57,64,,
139554,note_on,,,,,0,0,1,,,0,69,42,,
139554,note_off,,,,,101,0,1,,,0,73,64,,
139683,note_on,,,,,129,0,1,,,0,74,50,,
139684,note_on,,,,,156,0,2,,,0,66,49,,
139689,note_off,,,,,6,0,1,,,0,69,64,,
139704,note_on,,,,,20,0,2,,,0,57,50,,
139771,note_off,,,,,67,0,2,,,0,57,64,,
139778,note_off,,,,,7,0,2,,,0,66,64,,
139790,note_off,,,,,101,0,1,,,0,74,64,,
139798,note_on,,,,,8,0,1,,,0,69,42,,
139905,note_on,,,,,127,0,2,,,0,64,54,,
139916,note_on,,,,,11,0,2,,,0,57,55,,
139916,note_off,,,,,118,0,1,,,0,69,64,,
139932,note_on,,,,,16,0,1,,,0,76,50,,
139963,note_off,,,,,47,0,2,,,0,64,64,,
139980,note_off,,,,,17,0,2,,,0,57,64,,
140009,note_off,,,,,77,0,1,,,0,76,64,,
140040,note_on,,,,,31,0,1,,,0,69,46,,
140142,note_off,,,,,102,0,1,,,0,69,64,,
140165,note_on,,,,,23,0,1,,,0,78,58,,
140182,note_on,,,,,202,0,2,,,0,50,75,,
140281,note_on,,,,,116,0,1,,,0,69,36,,
140287,note_off,,,,,6,0,1,,,0,78,64,,
140364,note_off,,,,,182,0,2,,,0,50,64,,
140382,note_on,,,,,18,0,2,,,0,81,70,,
140403,note_off,,,,,116,0,1,,,0,69,64,,
140407,note_on,,,,,4,0,1,,,0,74,56,,
140517,note_on,,,,,110,0,1,,,0,69,59,,
140532,note_off,,,,,15,0,1,,,0,74,64,,
140645,note_on,,,,,113,0,1,,,0,76,62,,
140651,note_off,,,,,6,0,1,,,0,69,64,,
140666,note_on,,,,,284,0,2,,,0,45,70,,
140761,note_on,,,,,110,0,1,,,0,69,50,,
140818,note_off,,,,,152,0,2,,,0,81,64,,
140822,note_off,,,,,61,0,1,,,0,76,64,,
140879,note_off,,,,,57,0,1,,,0,69,64,,
140886,note_on,,,,,7,0,1,,,0,79,59,,
141001,note_on,,,,,115,0,1,,,0,69,39,,
141017,note_off,,,,,16,0,1,,,0,79,64,,
141113,note_off,,,,,96,0,1,,,0,69,64,,
141119,note_on,,,,,6,0,1,,,0,78,58,,
141157,note_on,,,,,339,0,2,,,0,50,70,,
141183,note_off,,,,,26,0,2,,,0,45,64,,
141216,note_off,,,,,33,0,2,,,0,50,64,,
141231,note_on,,,,,112,0,1,,,0,69,39,,
141247,note_off,,,,,16,0,1,,,0,78,64,,
141354,note_on,,,,,107,0,1,,,0,74,56,,
141360,note_off,,,,,6,0,1,,,0,69,64,,
141360,note_on,,,,,144,0,2,,,0,81,86,,
141470,note_on,,,,,110,0,1,,,0,69,41,,
141488,note_off,,,,,18,0,1,,,0,74,64,,
141589,note_on,,,,,229,0,2,,,0,45,67,,
141591,note_on,,,,,103,0,1,,,0,76,67,,
141604,note_off,,,,,13,0,1,,,0,69,64,,
141713,note_on,,,,,109,0,1,,,0,69,52,,
141735,note_off,,,,,22,0,1,,,0,76,64,,
141827,note_off,,,,,92,0,1,,,0,69,64,,
141837,note_on,,,,,10,0,1,,,0,79,59,,
141857,note_off,,,,,268,0,2,,,0,81,64,,
141961,note_on,,,,,124,0,1,,,0,69,41,,
141969,note_off,,,,,8,0,1,,,0,79,64,,
142083,note_on,,,,,226,0,2,,,0,50,67,,
142083,note_off,,,,,114,0,1,,,0,69,64,,
142088,note_on,,,,,5,0,1,,,0,78,63,,
142124,note_off,,,,,41,0,2,,,0,45,64,,
142153,note_off,,,,,29,0,2,,,0,50,64,,
142205,note_on,,,,,117,0,1,,,0,69,44,,
142223,note_off,,,,,18,0,1,,,0,78,64,,
142318,note_on,,,,,95,0,1,,,0,76,59,,
142325,note_off,,,,,7,0,1,,,0,69,64,,
142334,note_on,,,,,181,0,2,,,0,81,80,,
142430,note_on,,,,,105,0,1,,,0,69,52,,
142444,note_off,,,,,14,0,1,,,0,76,64,,
142530,note_off,,,,,86,0,1,,,0,69,64,,
142555,note_on,,,,,221,0,2,,,0,47,70,,
142569,note_on,,,,,39,0,1,,,0,75,63,,
142684,note_on,,,,,115,0,1,,,0,71,50,,
142711,note_off,,,,,156,0,2,,,0,81,64,,
142714,note_off,,,,,30,0,1,,,0,75,64,,
142765,note_off,,,,,51,0,1,,,0,71,64,,
142799,note_on,,,,,34,0,1,,,0,81,59,,
142913,note_on,,,,,114,0,1,,,0,71,39,,
142919,note_off,,,,,6,0,1,,,0,81,64,,
143022,note_off,,,,,103,0,1,,,0,71,64,,
143028,note_on,,,,,6,0,1,,,0,80,58,,
143064,note_on,,,,,353,0,2,,,0,52,75,,
143075,note_off,,,,,11,0,2,,,0,47,64,,
143120,note_off,,,,,45,0,2,,,0,52,64,,
143138,note_off,,,,,110,0,1,,,0,80,64,,
143149,note_on,,,,,11,0,1,,,0,71,39,,
143258,note_on,,,,,138,0,2,,,0,83,80,,
143275,note_on,,,,,126,0,1,,,0,76,56,,
143280,note_off,,,,,5,0,1,,,0,71,64,,
143391,note_on,,,,,111,0,1,,,0,71,39,,
143401,note_off,,,,,10,0,1,,,0,76,64,,
143518,note_off,,,,,117,0,1,,,0,71,64,,
143524,note_on,,,,,6,0,1,,,0,78,63,,
143543,note_on,,,,,285,0,2,,,0,47,70,,
143623,note_on,,,,,99,0,1,,,0,71,47,,
143635,note_off,,,,,12,0,1,,,0,78,64,,
143651,note_off,,,,,108,0,2,,,0,83,64,,
143746,note_off,,,,,111,0,1,,,0,71,64,,
143750,note_on,,,,,4,0,1,,,0,81,59,,
143883,note_on,,,,,133,0,1,,,0,71,34,,
143890,note_off,,,,,7,0,1,,,0,81,64,,
143995,note_off,,,,,105,0,1,,,0,71,64,,
144001,note_on,,,,,6,0,1,,,0,80,58,,
144026,note_on,,,,,375,0,2,,,0,52,67,,
144036,note_off,,,,,10,0,2,,,0,47,64,,
144082,note_off,,,,,46,0,2,,,0,52,64,,
144108,note_off,,,,,107,0,1,,,0,80,64,,
144116,note_on,,,,,8,0,1,,,0,71,36,,
144227,note_on,,,,,145,0,2,,,0,83,75,,
144246,note_on,,,,,130,0,1,,,0,76,59,,
144252,note_off,,,,,6,0,1,,,0,71,64,,
144356,note_on,,,,,104,0,1,,,0,71,41,,
144362,note_off,,,,,6,0,1,,,0,76,64,,
144439,note_on,,,,,212,0,2,,,0,47,62,,
144472,note_off,,,,,110,0,1,,,0,71,64,,
144476,note_on,,,,,4,0,1,,,0,78,58,,
144590,note_off,,,,,151,0,2,,,0,83,64,,
144600,note_on,,,,,124,0,1,,,0,71,47,,
144606,note_off,,,,,6,0,1,,,0,78,64,,
144713,note_off,,,,,107,0,1,,,0,71,64,,
144720,note_on,,,,,7,0,1,,,0,81,56,,
144836,note_on,,,,,116,0,1,,,0,71,29,,
144842,note_off,,,,,6,0,1,,,0,81,64,,
144890,note_off,,,,,48,0,1,,,0,71,64,,
144960,note_on,,,,,70,0,1,,,0,80,58,,
144974,note_on,,,,,384,0,2,,,0,52,67,,
144983,note_off,,,,,9,0,2,,,0,47,64,,
145023,note_off,,,,,40,0,2,,,0,52,64,,
145086,note_on,,,,,126,0,1,,,0,77,44,,
145093,note_off,,,,,7,0,1,,,0,80,64,,
145203,note_on,,,,,110,0,1,,,0,76,44,,
145209,note_off,,,,,6,0,1,,,0,77,64,,
145302,note_off,,,,,93,0,1,,,0,76,64,,
145312,note_on,,,,,10,0,1,,,0,74,39,,
145429,note_on,,,,,117,0,1,,,0,72,44,,
145435,note_off,,,,,6,0,1,,,0,74,64,,
145563,note_on,,,,,128,0,1,,,0,71,36,,
145578,note_off,,,,,15,0,1,,,0,72,64,,
145655,note_off,,,,,77,0,1,,,0,71,64,,
145677,note_on,,,,,22,0,1,,,0,69,34,,
145680,note_on,,,,,657,0,2,,,0,64,60,,
145785,note_off,,,,,108,0,1,,,0,69,64,,
145796,note_on,,,,,11,0,1,,,0,68,38,,
145908,note_off,,,,,112,0,1,,,0,68,64,,
145915,note_on,,,,,7,0,1,,,0,69,44,,
145916,note_off,,,,,236,0,2,,,0,64,64,,
145929,note_on,,,,,13,0,2,,,0,65,56,,
145948,note_off,,,,,33,0,1,,,0,69,64,,
146063,note_on,,,,,115,0,1,,,0,81,34,,
146158,note_on,,,,,95,0,1,,,0,80,55,,
146164,note_on,,,,,235,0,2,,,0,62,56,,
146170,note_off,,,,,12,0,1,,,0,81,64,,
146182,note_off,,,,,18,0,2,,,0,65,64,,
146272,note_off,,,,,102,0,1,,,0,80,64,,
146276,note_on,,,,,4,0,1,,,0,81,52,,
146378,note_off,,,,,102,0,1,,,0,81,64,,
146379,note_off,,,,,197,0,2,,,0,62,64,,
146389,note_on,,,,,11,0,1,,,0,83,59,,
146413,note_on,,,,,34,0,2,,,0,68,58,,
146510,note_off,,,,,121,0,1,,,0,83,64,,
146515,note_on,,,,,5,0,1,,,0,74,41,,
146626,note_on,,,,,111,0,1,,,0,72,41,,
146633,note_off,,,,,7,0,1,,,0,74,64,,
146650,note_on,,,,,237,0,2,,,0,64,64,,
146667,note_off,,,,,17,0,2,,,0,68,64,,
146758,note_on,,,,,125,0,1,,,0,71,47,,
146763,note_off,,,,,5,0,1,,,0,72,64,,
146883,note_on,,,,,120,0,1,,,0,72,47,,
146898,note_off,,,,,15,0,1,,,0,71,64,,
146905,note_on,,,,,238,0,2,,,0,69,67,,
146916,note_off,,,,,11,0,2,,,0,64,64,,
146991,note_off,,,,,93,0,1,,,0,72,64,,
146995,note_on,,,,,4,0,1,,,0,77,52,,
147112,note_off,,,,,117,0,1,,,0,77,64,,
147117,note_on,,,,,5,0,1,,,0,76,52,,
147227,note_off,,,,,311,0,2,,,0,69,64,,
147240,note_on,,,,,123,0,1,,,0,74,56,,
147271,note_off,,,,,31,0,1,,,0,76,64,,
147360,note_on,,,,,89,0,1,,,0,72,56,,
147387,note_off,,,,,27,0,1,,,0,74,64,,
147470,note_off,,,,,83,0,1,,,0,72,64,,
147475,note_on,,,,,5,0,1,,,0,71,41,,
147589,note_on,,,,,114,0,1,,,0,69,39,,
147595,note_off,,,,,6,0,1,,,0,71,64,,
147605,note_on,,,,,378,0,2,,,0,64,60,,
147702,note_off,,,,,107,0,1,,,0,69,64,,
147716,note_on,,,,,14,0,1,,,0,68,44,,
147822,note_off,,,,,106,0,1,,,0,68,64,,
147836,note_on,,,,,14,0,1,,,0,69,36,,
147841,note_off,,,,,236,0,2,,,0,64,64,,
147841,note_on,,,,,0,0,2,,,0,65,56,,
147868,note_off,,,,,32,0,1,,,0,69,64,,
147958,note_on,,,,,90,0,1,,,0,81,50,,
148073,note_off,,,,,115,0,1,,,0,81,64,,
148074,note_on,,,,,1,0,1,,,0,80,63,,
148089,note_on,,,,,0,0,2,,,0,62,44,,
148089,note_off,,,,,248,0,2,,,0,65,64,,
148189,note_on,,,,,115,0,1,,,0,81,56,,
148217,note_off,,,,,28,0,1,,,0,80,64,,
148299,note_off,,,,,210,0,2,,,0,62,64,,
148304,note_off,,,,,87,0,1,,,0,81,64,,
148317,note_on,,,,,13,0,1,,,0,83,59,,
148343,note_on,,,,,44,0,2,,,0,68,58,,
148429,note_off,,,,,112,0,1,,,0,83,64,,
148439,note_on,,,,,10,0,1,,,0,74,41,,
148545,note_off,,,,,106,0,1,,,0,74,64,,
148555,note_on,,,,,10,0,1,,,0,72,41,,
148567,note_on,,,,,224,0,2,,,0,64,58,,
148586,note_off,,,,,19,0,2,,,0,68,64,,
148664,note_off,,,,,109,0,1,,,0,72,64,,
148669,note_on,,,,,5,0,1,,,0,71,50,,
148790,note_off,,,,,121,0,1,,,0,71,64,,
148800,note_on,,,,,10,0,1,,,0,72,44,,
148818,note_off,,,,,232,0,2,,,0,64,64,,
148826,note_on,,,,,8,0,2,,,0,69,52,,
148898,note_off,,,,,98,0,1,,,0,72,64,,
148923,note_on,,,,,25,0,1,,,0,81,15,,
148961,note_off,,,,,38,0,1,,,0,81,64,,
149032,note_on,,,,,71,0,1,,,0,71,41,,
149048,note_off,,,,,222,0,2,,,0,69,64,,
149056,note_on,,,,,8,0,2,,,0,64,49,,
149135,note_off,,,,,103,0,1,,,0,71,64,,
149163,note_on,,,,,28,0,1,,,0,79,41,,
149255,note_off,,,,,92,0,1,,,0,79,64,,
149264,note_off,,,,,208,0,2,,,0,64,64,,
149273,note_on,,,,,18,0,1,,,0,69,41,,
149300,note_on,,,,,36,0,2,,,0,65,50,,
149385,note_off,,,,,112,0,1,,,0,69,64,,
149410,note_on,,,,,25,0,1,,,0,77,44,,
149519,note_off,,,,,109,0,1,,,0,77,64,,
149529,note_off,,,,,229,0,2,,,0,65,64,,
149536,note_on,,,,,17,0,1,,,0,67,41,,
149538,note_on,,,,,9,0,2,,,0,60,59,,
149632,note_off,,,,,96,0,1,,,0,67,64,,
149664,note_on,,,,,32,0,1,,,0,76,44,,
149750,note_off,,,,,212,0,2,,,0,60,64,,
149751,note_off,,,,,87,0,1,,,0,76,64,,
149771,note_on,,,,,20,0,1,,,0,65,52,,
149789,note_on,,,,,39,0,2,,,0,62,31,,
149870,note_off,,,,,99,0,1,,,0,65,64,,
149896,note_on,,,,,26,0,1,,,0,74,47,,
150002,note_off,,,,,106,0,1,,,0,74,64,,
150009,note_on,,,,,7,0,1,,,0,64,49,,
150015,note_on,,,,,226,0,2,,,0,57,39,,
150028,note_off,,,,,13,0,2,,,0,62,64,,
150127,note_on,,,,,0,0,1,,,0,72,59,,
150127,note_off,,,,,118,0,1,,,0,64,64,,
150220,note_off,,,,,93,0,1,,,0,72,64,,
150245,note_on,,,,,25,0,1,,,0,62,39,,
150273,note_off,,,,,245,0,2,,,0,57,64,,
150274,note_on,,,,,1,0,2,,,0,53,54,,
150342,note_off,,,,,97,0,1,,,0,62,64,,
150364,note_on,,,,,22,0,1,,,0,71,47,,
150480,note_on,,,,,0,0,1,,,0,60,50,,
150480,note_off,,,,,116,0,1,,,0,71,64,,
150508,note_off,,,,,234,0,2,,,0,53,64,,
150508,note_on,,,,,0,0,2,,,0,57,41,,
150559,note_off,,,,,51,0,2,,,0,57,64,,
150605,note_on,,,,,125,0,1,,,0,69,50,,
150611,note_off,,,,,6,0,1,,,0,60,64,,
150731,note_on,,,,,120,0,1,,,0,71,56,,
150733,note_on,,,,,174,0,2,,,0,52,75,,
150740,note_off,,,,,9,0,1,,,0,69,64,,
150760,note_off,,,,,27,0,2,,,0,52,64,,
150842,note_on,,,,,102,0,1,,,0,69,56,,
150858,note_off,,,,,16,0,1,,,0,71,64,,
150947,note_on,,,,,187,0,2,,,0,64,75,,
150975,note_on,,,,,117,0,1,,,0,68,55,,
150999,note_off,,,,,24,0,1,,,0,69,64,,
151086,note_on,,,,,87,0,1,,,0,66,58,,
151114,note_off,,,,,28,0,1,,,0,68,64,,
151197,note_off,,,,,83,0,1,,,0,66,64,,
151198,note_on,,,,,1,0,1,,,0,64,64,,
151219,note_off,,,,,21,0,1,,,0,64,64,,
151315,note_on,,,,,368,0,2,,,0,62,52,,
151326,note_off,,,,,11,0,2,,,0,64,64,,
151438,note_on,,,,,219,0,1,,,0,76,75,,
151448,note_on,,,,,122,0,2,,,0,60,56,,
151460,note_off,,,,,12,0,2,,,0,62,64,,
151555,note_on,,,,,95,0,2,,,0,59,60,,
151567,note_off,,,,,12,0,2,,,0,60,64,,
151681,note_on,,,,,114,0,2,,,0,57,67,,
151689,note_off,,,,,8,0,2,,,0,59,64,,
151709,note_off,,,,,20,0,2,,,0,57,64,,
151794,note_on,,,,,356,0,1,,,0,74,52,,
151800,note_off,,,,,6,0,1,,,0,76,64,,
151901,note_on,,,,,192,0,2,,,0,69,70,,
151923,note_on,,,,,123,0,1,,,0,72,59,,
151954,note_off,,,,,31,0,1,,,0,74,64,,
152042,note_on,,,,,88,0,1,,,0,71,62,,
152073,note_off,,,,,31,0,1,,,0,72,64,,
152156,note_on,,,,,83,0,1,,,0,69,62,,
152162,note_off,,,,,6,0,1,,,0,71,64,,
152186,note_off,,,,,24,0,1,,,0,69,64,,
152280,note_on,,,,,379,0,2,,,0,67,59,,
152297,note_off,,,,,17,0,2,,,0,69,64,,
152395,note_on,,,,,209,0,1,,,0,81,75,,
152403,note_on,,,,,106,0,2,,,0,65,62,,
152414,note_off,,,,,11,0,2,,,0,67,64,,
152511,note_on,,,,,97,0,2,,,0,64,52,,
152522,note_off,,,,,11,0,2,,,0,65,64,,
152635,note_on,,,,,113,0,2,,,0,62,70,,
152644,note_off,,,,,9,0,2,,,0,64,64,,
152662,note_off,,,,,18,0,2,,,0,62,64,,
152768,note_on,,,,,373,0,1,,,0,79,59,,
152789,note_off,,,,,21,0,1,,,0,81,64,,
152874,note_on,,,,,212,0,2,,,0,74,75,,
152886,note_on,,,,,97,0,1,,,0,77,62,,
152904,note_off,,,,,18,0,1,,,0,79,64,,
153006,note_on,,,,,102,0,1,,,0,76,62,,
153022,note_off,,,,,16,0,1,,,0,77,64,,
153113,note_off,,,,,91,0,1,,,0,76,64,,
153127,note_on,,,,,14,0,1,,,0,74,70,,
153161,note_off,,,,,34,0,1,,,0,74,64,,
153253,note_on,,,,,379,0,2,,,0,72,59,,
153270,note_off,,,,,17,0,2,,,0,74,64,,
153364,note_on,,,,,203,0,1,,,0,83,75,,
153371,note_on,,,,,101,0,2,,,0,71,56,,
153406,note_off,,,,,35,0,2,,,0,72,64,,
153491,note_on,,,,,85,0,2,,,0,69,56,,
153502,note_off,,,,,11,0,2,,,0,71,64,,
153526,note_off,,,,,24,0,2,,,0,69,64,,
153610,note_on,,,,,84,0,2,,,0,64,75,,
153643,note_off,,,,,33,0,2,,,0,64,64,,
153724,note_on,,,,,360,0,1,,,0,81,59,,
153740,note_off,,,,,16,0,1,,,0,83,64,,
153831,note_on,,,,,188,0,2,,,0,76,70,,
153843,note_on,,,,,103,0,1,,,0,80,58,,
153873,note_off,,,,,30,0,1,,,0,81,64,,
153956,note_on,,,,,83,0,1,,,0,78,55,,
153978,note_off,,,,,22,0,1,,,0,80,64,,
154072,note_off,,,,,94,0,1,,,0,78,64,,
154077,note_on,,,,,5,0,1,,,0,76,67,,
154101,note_off,,,,,24,0,1,,,0,76,64,,
154198,note_on,,,,,367,0,2,,,0,74,59,,
154215,note_off,,,,,17,0,2,,,0,76,64,,
154312,note_on,,,,,97,0,2,,,0,72,62,,
154315,note_on,,,,,214,0,1,,,0,80,55,,
154335,note_off,,,,,23,0,2,,,0,74,64,,
154425,note_on,,,,,90,0,2,,,0,71,44,,
154437,note_off,,,,,12,0,2,,,0,72,64,,
154441,note_off,,,,,126,0,1,,,0,80,64,,
154453,note_off,,,,,16,0,2,,,0,71,64,,
154553,note_on,,,,,112,0,1,,,0,81,62,,
154570,note_on,,,,,117,0,2,,,0,69,75,,
154596,note_off,,,,,26,0,2,,,0,69,64,,
154676,note_on,,,,,123,0,1,,,0,83,70,,
154688,note_off,,,,,12,0,1,,,0,81,64,,
154789,note_on,,,,,101,0,1,,,0,84,67,,
154791,note_on,,,,,195,0,2,,,0,62,59,,
154807,note_off,,,,,18,0,1,,,0,83,64,,
154902,note_off,,,,,95,0,1,,,0,84,64,,
154909,note_on,,,,,7,0,1,,,0,86,59,,
155030,note_on,,,,,121,0,1,,,0,84,59,,
155037,note_off,,,,,246,0,2,,,0,62,64,,
155044,note_on,,,,,7,0,2,,,0,64,60,,
155058,note_off,,,,,28,0,1,,,0,86,64,,
155150,note_on,,,,,92,0,1,,,0,83,52,,
155178,note_off,,,,,28,0,1,,,0,84,64,,
155259,note_off,,,,,81,0,1,,,0,83,64,,
155271,note_off,,,,,227,0,2,,,0,64,64,,
155271,note_on,,,,,0,0,2,,,0,52,67,,
155274,note_on,,,,,15,0,1,,,0,81,25,,
155339,note_off,,,,,68,0,2,,,0,52,64,,
155398,note_off,,,,,124,0,1,,,0,81,64,,
155398,note_on,,,,,0,0,1,,,0,80,58,,
155499,note_off,,,,,101,0,1,,,0,80,64,,
155515,note_on,,,,,16,0,1,,,0,81,52,,
155524,note_on,,,,,185,0,2,,,0,45,70,,
155548,note_off,,,,,24,0,2,,,0,45,64,,
155647,note_on,,,,,132,0,1,,,0,77,50,,
155668,note_off,,,,,21,0,1,,,0,81,64,,
155765,note_on,,,,,217,0,2,,,0,57,75,,
155766,note_on,,,,,98,0,1,,,0,76,50,,
155784,note_off,,,,,18,0,1,,,0,77,64,,
155873,note_off,,,,,89,0,1,,,0,76,64,,
155880,note_on,,,,,7,0,1,,,0,74,47,,
155998,note_on,,,,,118,0,1,,,0,72,52,,
156017,note_off,,,,,19,0,1,,,0,74,64,,
156121,note_on,,,,,104,0,1,,,0,71,47,,
156145,note_off,,,,,24,0,1,,,0,72,64,,
156222,note_off,,,,,77,0,1,,,0,71,64,,
156235,note_on,,,,,13,0,1,,,0,69,41,,
156237,note_on,,,,,472,0,2,,,0,52,67,,
156244,note_off,,,,,7,0,2,,,0,57,64,,
156338,note_off,,,,,103,0,1,,,0,69,64,,
156352,note_on,,,,,14,0,1,,,0,68,40,,
156469,note_off,,,,,117,0,1,,,0,68,64,,
156477,note_off,,,,,233,0,2,,,0,52,64,,
156477,note_on,,,,,0,0,2,,,0,53,63,,
156479,note_on,,,,,10,0,1,,,0,69,47,,
156585,note_off,,,,,106,0,1,,,0,69,64,,
156585,note_on,,,,,0,0,1,,,0,71,47,,
156706,note_on,,,,,229,0,2,,,0,50,56,,
156710,note_on,,,,,125,0,1,,,0,72,56,,
156714,note_off,,,,,8,0,2,,,0,53,64,,
