tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
76320,note_on,,0,0,2,,,,,,,0,,,,71,127
76320,note_on,,8,0,2,,,,,,,0,,,,64,127
76320,note_on,,0,0,2,,,,,,,0,,,,68,127
76320,note_on,,488,0,4,,,,,,,1,,,,64,127
76320,note_on,,488,0,3,,,,,,,2,,,,52,127
76552,note_off,,232,0,2,,,,,,,0,,,,71,64
76552,note_off,,0,0,2,,,,,,,0,,,,64,64
76552,note_off,,0,0,2,,,,,,,0,,,,68,64
76560,note_on,,0,0,2,,,,,,,0,,,,71,127
76560,note_on,,8,0,2,,,,,,,0,,,,64,127
76560,note_on,,0,0,2,,,,,,,0,,,,68,127
76672,note_off,,352,0,3,,,,,,,2,,,,52,64
76680,note_on,,8,0,3,,,,,,,2,,,,52,127
76792,note_off,,232,0,2,,,,,,,0,,,,71,64
76792,note_off,,0,0,2,,,,,,,0,,,,68,64
76792,note_off,,0,0,2,,,,,,,0,,,,64,64
76792,note_off,,112,0,3,,,,,,,2,,,,52,64
76792,note_off,,472,0,1,,,,,,,3,,,,64,64
76792,note_off,,472,0,4,,,,,,,1,,,,64,64
76800,note_on,,8,0,1,,,,,,,3,,,,71,127
76800,note_on,,8,0,4,,,,,,,1,,,,71,127
76800,note_on,,8,0,3,,,,,,,2,,,,56,127
76800,note_on,,8,0,2,,,,,,,0,,,,64,127
76800,note_on,,0,0,2,,,,,,,0,,,,68,127
76800,note_on,,0,0,2,,,,,,,0,,,,71,127
77032,note_off,,0,0,2,,,,,,,0,,,,68,64
77032,note_off,,232,0,2,,,,,,,0,,,,71,64
77032,note_off,,0,0,2,,,,,,,0,,,,64,64
77040,note_on,,0,0,2,,,,,,,0,,,,71,127
77040,note_on,,0,0,2,,,,,,,0,,,,68,127
77040,note_on,,8,0,2,,,,,,,0,,,,64,127
77272,note_off,,0,0,2,,,,,,,0,,,,64,64
77272,note_off,,0,0,2,,,,,,,0,,,,68,64
77272,note_off,,232,0,2,,,,,,,0,,,,71,64
77272,note_off,,472,0,4,,,,,,,1,,,,71,64
77272,note_off,,472,0,3,,,,,,,2,,,,56,64
77272,note_off,,472,0,1,,,,,,,3,,,,71,64
77280,note_on,,8,0,4,,,,,,,1,,,,68,127
77280,note_on,,8,0,3,,,,,,,2,,,,52,127
77280,note_on,,8,0,1,,,,,,,3,,,,68,127
77280,note_on,,8,0,2,,,,,,,0,,,,64,127
77280,note_on,,0,0,2,,,,,,,0,,,,68,127
77280,note_on,,0,0,2,,,,,,,0,,,,71,127
77512,note_off,,232,0,2,,,,,,,0,,,,71,64
77512,note_off,,0,0,2,,,,,,,0,,,,68,64
77512,note_off,,0,0,2,,,,,,,0,,,,64,64
77520,note_on,,0,0,2,,,,,,,0,,,,71,127
77520,note_on,,0,0,2,,,,,,,0,,,,68,127
77520,note_on,,8,0,2,,,,,,,0,,,,64,127
77752,note_off,,232,0,2,,,,,,,0,,,,71,64
77752,note_off,,0,0,2,,,,,,,0,,,,68,64
77752,note_off,,0,0,2,,,,,,,0,,,,64,64
77752,note_off,,472,0,1,,,,,,,3,,,,68,64
77752,note_off,,472,0,3,,,,,,,2,,,,52,64
77752,note_off,,472,0,4,,,,,,,1,,,,68,64
77760,note_on,,8,0,3,,,,,,,2,,,,47,127
77760,note_on,,8,0,1,,,,,,,3,,,,74,127
77760,note_on,,8,0,4,,,,,,,1,,,,74,127
77760,note_on,,8,0,2,,,,,,,0,,,,64,127
77760,note_on,,0,0,2,,,,,,,0,,,,71,127
77760,note_on,,0,0,2,,,,,,,0,,,,68,127
77992,note_off,,0,0,2,,,,,,,0,,,,64,64
77992,note_off,,0,0,2,,,,,,,0,,,,68,64
77992,note_off,,232,0,2,,,,,,,0,,,,71,64
78000,note_on,,0,0,2,,,,,,,0,,,,71,127
78000,note_on,,8,0,2,,,,,,,0,,,,64,127
78000,note_on,,0,0,2,,,,,,,0,,,,68,127
78232,note_off,,472,0,1,,,,,,,3,,,,74,64
78232,note_off,,472,0,3,,,,,,,2,,,,47,64
78232,note_off,,472,0,4,,,,,,,1,,,,74,64
78232,note_off,,0,0,2,,,,,,,0,,,,64,64
78232,note_off,,232,0,2,,,,,,,0,,,,71,64
78232,note_off,,0,0,2,,,,,,,0,,,,68,64
78240,note_on,,8,0,3,,,,,,,2,,,,52,127
78240,note_on,,8,0,4,,,,,,,1,,,,71,127
78240,note_on,,8,0,2,,,,,,,0,,,,64,127
78240,note_on,,0,0,2,,,,,,,0,,,,68,127
78240,note_on,,0,0,2,,,,,,,0,,,,71,127
78240,note_on,,8,0,1,,,,,,,3,,,,71,127
78472,note_off,,232,0,2,,,,,,,0,,,,71,64
78472,note_off,,0,0,2,,,,,,,0,,,,68,64
78472,note_off,,0,0,2,,,,,,,0,,,,64,64
78480,note_on,,8,0,2,,,,,,,0,,,,64,127
78480,note_on,,0,0,2,,,,,,,0,,,,68,127
78480,note_on,,0,0,2,,,,,,,0,,,,71,127
78712,note_off,,472,0,1,,,,,,,3,,,,71,64
78712,note_off,,472,0,4,,,,,,,1,,,,71,64
78712,note_off,,0,0,2,,,,,,,0,,,,68,64
78712,note_off,,472,0,3,,,,,,,2,,,,52,64
78712,note_off,,0,0,2,,,,,,,0,,,,64,64
78712,note_off,,232,0,2,,,,,,,0,,,,71,64
78720,note_on,,8,0,2,,,,,,,0,,,,64,127
78720,note_on,,0,0,2,,,,,,,0,,,,71,127
78720,note_on,,0,0,2,,,,,,,0,,,,74,127
78720,note_on,,8,0,1,,,,,,,3,,,,78,127
78720,note_on,,8,0,4,,,,,,,1,,,,78,127
78720,note_on,,8,0,3,,,,,,,2,,,,44,127
78952,note_off,,0,0,2,,,,,,,0,,,,64,64
78952,note_off,,0,0,2,,,,,,,0,,,,71,64
78952,note_off,,232,0,2,,,,,,,0,,,,74,64
78960,note_on,,0,0,2,,,,,,,0,,,,74,127
78960,note_on,,0,0,2,,,,,,,0,,,,71,127
78960,note_on,,8,0,2,,,,,,,0,,,,64,127
79192,note_off,,0,0,2,,,,,,,0,,,,64,64
79192,note_off,,232,0,2,,,,,,,0,,,,74,64
79192,note_off,,0,0,2,,,,,,,0,,,,71,64
79200,note_on,,8,0,2,,,,,,,0,,,,64,127
79200,note_on,,0,0,2,,,,,,,0,,,,71,127
79200,note_on,,0,0,2,,,,,,,0,,,,74,127
79432,note_off,,232,0,2,,,,,,,0,,,,74,64
79432,note_off,,0,0,2,,,,,,,0,,,,71,64
79432,note_off,,712,0,3,,,,,,,2,,,,44,64
79432,note_off,,0,0,2,,,,,,,0,,,,64,64
79432,note_off,,712,0,1,,,,,,,3,,,,78,64
79432,note_off,,712,0,4,,,,,,,1,,,,78,64
79440,note_on,,0,0,2,,,,,,,0,,,,71,127
79440,note_on,,8,0,4,,,,,,,1,,,,74,127
79440,note_on,,8,0,3,,,,,,,2,,,,47,127
79440,note_on,,8,0,1,,,,,,,3,,,,74,127
79440,note_on,,8,0,2,,,,,,,0,,,,64,127
79440,note_on,,0,0,2,,,,,,,0,,,,74,127
79672,note_off,,0,0,2,,,,,,,0,,,,64,64
79672,note_off,,232,0,3,,,,,,,2,,,,47,64
79672,note_off,,232,0,4,,,,,,,1,,,,74,64
79672,note_off,,232,0,1,,,,,,,3,,,,74,64
79672,note_off,,232,0,2,,,,,,,0,,,,74,64
79672,note_off,,0,0,2,,,,,,,0,,,,71,64
79680,note_on,,8,0,1,,,,,,,3,,,,71,127
79680,note_on,,0,0,2,,,,,,,0,,,,71,127
79680,note_on,,8,0,2,,,,,,,0,,,,64,127
79680,note_on,,8,0,3,,,,,,,2,,,,52,127
79680,note_on,,8,0,4,,,,,,,1,,,,71,127
79680,note_on,,0,0,2,,,,,,,0,,,,74,127
79912,note_off,,232,0,2,,,,,,,0,,,,74,64
79912,note_off,,0,0,2,,,,,,,0,,,,71,64
79912,note_off,,0,0,2,,,,,,,0,,,,64,64
79920,note_on,,8,0,2,,,,,,,0,,,,64,127
79920,note_on,,0,0,2,,,,,,,0,,,,71,127
79920,note_on,,0,0,2,,,,,,,0,,,,74,127
80152,note_off,,472,0,4,,,,,,,1,,,,71,64
80152,note_off,,472,0,1,,,,,,,3,,,,71,64
80152,note_off,,472,0,3,,,,,,,2,,,,52,64
80152,note_off,,232,0,2,,,,,,,0,,,,74,64
80152,note_off,,0,0,2,,,,,,,0,,,,71,64
80152,note_off,,0,0,2,,,,,,,0,,,,64,64
80160,note_on,,0,0,2,,,,,,,0,,,,74,127
80160,note_on,,0,0,2,,,,,,,0,,,,71,127
80160,note_on,,8,0,2,,,,,,,0,,,,64,127
80392,note_off,,0,0,2,,,,,,,0,,,,71,64
80392,note_off,,0,0,2,,,,,,,0,,,,64,64
80392,note_off,,232,0,2,,,,,,,0,,,,74,64
80400,note_on,,8,0,2,,,,,,,0,,,,64,127
80400,note_on,,0,0,2,,,,,,,0,,,,71,127
80400,note_on,,0,0,2,,,,,,,0,,,,74,127
80632,note_off,,232,0,2,,,,,,,0,,,,74,64
80632,note_off,,0,0,2,,,,,,,0,,,,71,64
80632,note_off,,0,0,2,,,,,,,0,,,,64,64
80640,note_on,,0,0,2,,,,,,,0,,,,69,127
80640,note_on,,488,0,3,,,,,,,2,,,,78,127
80640,note_on,,0,0,2,,,,,,,0,,,,71,127
80640,note_on,,0,0,2,,,,,,,0,,,,74,127
80640,note_on,,8,0,2,,,,,,,0,,,,64,127
80872,note_off,,0,0,2,,,,,,,0,,,,71,64
80872,note_off,,0,0,2,,,,,,,0,,,,64,64
80872,note_off,,232,0,2,,,,,,,0,,,,74,64
80872,note_off,,0,0,2,,,,,,,0,,,,69,64
80880,note_on,,8,0,2,,,,,,,0,,,,64,127
80880,note_on,,0,0,2,,,,,,,0,,,,69,127
80880,note_on,,0,0,2,,,,,,,0,,,,71,127
80880,note_on,,0,0,2,,,,,,,0,,,,74,127
81112,note_off,,232,0,2,,,,,,,0,,,,74,64
81112,note_off,,0,0,2,,,,,,,0,,,,71,64
81112,note_off,,0,0,2,,,,,,,0,,,,69,64
81112,note_off,,0,0,2,,,,,,,0,,,,64,64
81120,note_on,,0,0,2,,,,,,,0,,,,74,127
81120,note_on,,0,0,2,,,,,,,0,,,,71,127
81120,note_on,,8,0,2,,,,,,,0,,,,64,127
81120,note_on,,0,0,2,,,,,,,0,,,,69,127
81352,note_off,,0,0,2,,,,,,,0,,,,71,64
81352,note_off,,0,0,2,,,,,,,0,,,,69,64
81352,note_off,,0,0,2,,,,,,,0,,,,64,64
81352,note_off,,232,0,2,,,,,,,0,,,,74,64
81360,note_on,,8,0,2,,,,,,,0,,,,64,127
81360,note_on,,0,0,2,,,,,,,0,,,,69,127
81360,note_on,,0,0,2,,,,,,,0,,,,71,127
81360,note_on,,0,0,2,,,,,,,0,,,,74,127
81592,note_off,,0,0,2,,,,,,,0,,,,69,64
81592,note_off,,0,0,2,,,,,,,0,,,,64,64
81592,note_off,,232,0,2,,,,,,,0,,,,74,64
81592,note_off,,952,0,3,,,,,,,2,,,,78,64
81592,note_off,,0,0,2,,,,,,,0,,,,71,64
81600,note_on,,0,0,2,,,,,,,0,,,,74,127
81600,note_on,,0,0,2,,,,,,,0,,,,71,127
81600,note_on,,8,0,3,,,,,,,2,,,,76,127
81600,note_on,,0,0,2,,,,,,,0,,,,68,127
81600,note_on,,8,0,2,,,,,,,0,,,,64,127
81832,note_off,,232,0,2,,,,,,,0,,,,74,64
81832,note_off,,0,0,2,,,,,,,0,,,,71,64
81832,note_off,,0,0,2,,,,,,,0,,,,68,64
81832,note_off,,0,0,2,,,,,,,0,,,,64,64
81840,note_on,,0,0,2,,,,,,,0,,,,74,127
81840,note_on,,8,0,2,,,,,,,0,,,,64,127
81840,note_on,,0,0,2,,,,,,,0,,,,68,127
81840,note_on,,0,0,2,,,,,,,0,,,,71,127
82072,note_off,,0,0,2,,,,,,,0,,,,68,64
82072,note_off,,0,0,2,,,,,,,0,,,,71,64
82072,note_off,,232,0,2,,,,,,,0,,,,74,64
82072,note_off,,0,0,2,,,,,,,0,,,,64,64
82072,note_off,,472,0,3,,,,,,,2,,,,76,64
82080,note_on,,0,0,2,,,,,,,0,,,,68,127
82080,note_on,,8,0,2,,,,,,,0,,,,64,127
82080,note_on,,0,0,2,,,,,,,0,,,,71,127
82080,note_on,,0,0,2,,,,,,,0,,,,74,127
82312,note_off,,232,0,2,,,,,,,0,,,,74,64
82312,note_off,,0,0,2,,,,,,,0,,,,64,64
82312,note_off,,0,0,2,,,,,,,0,,,,68,64
82312,note_off,,0,0,2,,,,,,,0,,,,71,64
82320,note_on,,0,0,2,,,,,,,0,,,,68,127
82320,note_on,,8,0,2,,,,,,,0,,,,64,127
82320,note_on,,0,0,2,,,,,,,0,,,,71,127
82320,note_on,,0,0,2,,,,,,,0,,,,74,127
82552,note_off,,0,0,2,,,,,,,0,,,,64,64
82552,note_off,,0,0,2,,,,,,,0,,,,71,64
82552,note_off,,0,0,2,,,,,,,0,,,,68,64
82552,note_off,,232,0,2,,,,,,,0,,,,74,64
82560,note_on,,2408,0,1,,,,,,,3,,,,76,127
82560,note_on,,2408,0,4,,,,,,,1,,,,76,127
82560,note_on,,8,0,2,,,,,,,0,,,,64,127
82560,note_on,,0,0,2,,,,,,,0,,,,69,127
82560,note_on,,0,0,2,,,,,,,0,,,,73,127
82560,note_on,,488,0,3,,,,,,,2,,,,45,127
82792,note_off,,232,0,2,,,,,,,0,,,,73,64
82792,note_off,,0,0,2,,,,,,,0,,,,69,64
82792,note_off,,0,0,2,,,,,,,0,,,,64,64
82800,note_on,,8,0,2,,,,,,,0,,,,64,127
82800,note_on,,0,0,2,,,,,,,0,,,,69,127
82800,note_on,,0,0,2,,,,,,,0,,,,73,127
83032,note_off,,0,0,2,,,,,,,0,,,,69,64
83032,note_off,,232,0,2,,,,,,,0,,,,73,64
83032,note_off,,472,0,3,,,,,,,2,,,,45,64
83032,note_off,,0,0,2,,,,,,,0,,,,64,64
83040,note_on,,8,0,2,,,,,,,0,,,,64,127
83040,note_on,,8,0,3,,,,,,,2,,,,49,127
83040,note_on,,0,0,2,,,,,,,0,,,,69,127
83040,note_on,,0,0,2,,,,,,,0,,,,73,127
83272,note_off,,0,0,2,,,,,,,0,,,,64,64
83272,note_off,,232,0,2,,,,,,,0,,,,73,64
83272,note_off,,0,0,2,,,,,,,0,,,,69,64
83280,note_on,,8,0,2,,,,,,,0,,,,64,127
83280,note_on,,0,0,2,,,,,,,0,,,,69,127
83280,note_on,,0,0,2,,,,,,,0,,,,73,127
83512,note_off,,472,0,3,,,,,,,2,,,,49,64
83512,note_off,,0,0,2,,,,,,,0,,,,64,64
83512,note_off,,0,0,2,,,,,,,0,,,,69,64
83512,note_off,,232,0,2,,,,,,,0,,,,73,64
83520,note_on,,8,0,2,,,,,,,0,,,,64,127
83520,note_on,,0,0,2,,,,,,,0,,,,73,127
83520,note_on,,0,0,2,,,,,,,0,,,,69,127
83752,note_off,,232,0,2,,,,,,,0,,,,73,64
83752,note_off,,0,0,2,,,,,,,0,,,,69,64
83752,note_off,,0,0,2,,,,,,,0,,,,64,64
83760,note_on,,8,0,2,,,,,,,0,,,,64,127
83760,note_on,,0,0,2,,,,,,,0,,,,69,127
83760,note_on,,0,0,2,,,,,,,0,,,,73,127
83992,note_off,,1432,0,4,,,,,,,1,,,,76,64
83992,note_off,,1432,0,1,,,,,,,3,,,,76,64
83992,note_off,,0,0,2,,,,,,,0,,,,64,64
83992,note_off,,0,0,2,,,,,,,0,,,,69,64
83992,note_off,,232,0,2,,,,,,,0,,,,73,64
84000,note_on,,0,0,2,,,,,,,0,,,,69,127
84000,note_on,,0,0,2,,,,,,,0,,,,73,127
84000,note_on,,8,0,4,,,,,,,1,,,,73,127
84000,note_on,,8,0,1,,,,,,,3,,,,73,127
84000,note_on,,488,0,3,,,,,,,2,,,,45,127
84000,note_on,,8,0,2,,,,,,,0,,,,64,127
84232,note_off,,232,0,2,,,,,,,0,,,,73,64
84232,note_off,,232,0,4,,,,,,,1,,,,73,64
84232,note_off,,232,0,1,,,,,,,3,,,,73,64
84232,note_off,,0,0,2,,,,,,,0,,,,69,64
84232,note_off,,0,0,2,,,,,,,0,,,,64,64
84240,note_on,,0,0,2,,,,,,,0,,,,73,127
84240,note_on,,8,0,1,,,,,,,3,,,,69,127
84240,note_on,,8,0,2,,,,,,,0,,,,64,127
84240,note_on,,0,0,2,,,,,,,0,,,,69,127
84240,note_on,,8,0,4,,,,,,,1,,,,69,127
84352,note_off,,352,0,3,,,,,,,2,,,,45,64
84360,note_on,,8,0,3,,,,,,,2,,,,45,127
84472,note_off,,0,0,2,,,,,,,0,,,,64,64
84472,note_off,,232,0,4,,,,,,,1,,,,69,64
84472,note_off,,0,0,2,,,,,,,0,,,,69,64
84472,note_off,,232,0,1,,,,,,,3,,,,69,64
84472,note_off,,112,0,3,,,,,,,2,,,,45,64
84472,note_off,,232,0,2,,,,,,,0,,,,73,64
84480,note_on,,0,0,2,,,,,,,0,,,,74,127
84480,note_on,,8,0,3,,,,,,,2,,,,50,127
84480,note_on,,8,0,1,,,,,,,3,,,,68,127
84480,note_on,,0,0,2,,,,,,,0,,,,69,127
84480,note_on,,8,0,2,,,,,,,0,,,,66,127
84480,note_on,,8,0,4,,,,,,,1,,,,68,127
84712,note_off,,232,0,2,,,,,,,0,,,,74,64
84712,note_off,,0,0,2,,,,,,,0,,,,69,64
84712,note_off,,0,0,2,,,,,,,0,,,,66,64
84720,note_on,,0,0,2,,,,,,,0,,,,69,127
84720,note_on,,0,0,2,,,,,,,0,,,,74,127
84720,note_on,,8,0,2,,,,,,,0,,,,66,127
84952,note_off,,472,0,1,,,,,,,3,,,,68,64
84952,note_off,,472,0,3,,,,,,,2,,,,50,64
84952,note_off,,0,0,2,,,,,,,0,,,,66,64
84952,note_off,,0,0,2,,,,,,,0,,,,69,64
84952,note_off,,232,0,2,,,,,,,0,,,,74,64
84952,note_off,,472,0,4,,,,,,,1,,,,68,64
84960,note_on,,8,0,1,,,,,,,3,,,,66,127
84960,note_on,,8,0,3,,,,,,,2,,,,54,127
84960,note_on,,0,0,2,,,,,,,0,,,,74,127
84960,note_on,,0,0,2,,,,,,,0,,,,70,127
84960,note_on,,8,0,2,,,,,,,0,,,,66,127
84960,note_on,,8,0,4,,,,,,,1,,,,66,127
85192,note_off,,0,0,2,,,,,,,0,,,,66,64
85192,note_off,,232,0,2,,,,,,,0,,,,74,64
85192,note_off,,0,0,2,,,,,,,0,,,,70,64
85200,note_on,,8,0,2,,,,,,,0,,,,66,127
85200,note_on,,0,0,2,,,,,,,0,,,,74,127
85200,note_on,,0,0,2,,,,,,,0,,,,70,127
85432,note_off,,472,0,4,,,,,,,1,,,,66,64
85432,note_off,,0,0,2,,,,,,,0,,,,66,64
85432,note_off,,0,0,2,,,,,,,0,,,,70,64
85432,note_off,,232,0,2,,,,,,,0,,,,74,64
85432,note_off,,472,0,3,,,,,,,2,,,,54,64
85432,note_off,,472,0,1,,,,,,,3,,,,66,64
85440,note_on,,0,0,2,,,,,,,0,,,,74,127
85440,note_on,,0,0,2,,,,,,,0,,,,71,127
85440,note_on,,8,0,2,,,,,,,0,,,,66,127
85672,note_off,,232,0,2,,,,,,,0,,,,74,64
85672,note_off,,0,0,2,,,,,,,0,,,,71,64
85672,note_off,,0,0,2,,,,,,,0,,,,66,64
85680,note_on,,0,0,2,,,,,,,0,,,,71,127
85680,note_on,,8,0,2,,,,,,,0,,,,66,127
85680,note_on,,0,0,2,,,,,,,0,,,,74,127
85912,note_off,,0,0,2,,,,,,,0,,,,66,64
85912,note_off,,232,0,2,,,,,,,0,,,,74,64
85912,note_off,,0,0,2,,,,,,,0,,,,71,64
85920,note_on,,488,0,3,,,,,,,2,,,,46,127
85920,note_on,,8,0,2,,,,,,,0,,,,66,127
85920,note_on,,0,0,2,,,,,,,0,,,,73,127
85920,note_on,,0,0,2,,,,,,,0,,,,74,127
86152,note_off,,232,0,2,,,,,,,0,,,,74,64
86152,note_off,,0,0,2,,,,,,,0,,,,73,64
86152,note_off,,0,0,2,,,,,,,0,,,,66,64
86160,note_on,,0,0,2,,,,,,,0,,,,73,127
86160,note_on,,8,0,2,,,,,,,0,,,,66,127
86160,note_on,,0,0,2,,,,,,,0,,,,74,127
86272,note_off,,352,0,3,,,,,,,2,,,,46,64
86280,note_on,,8,0,3,,,,,,,2,,,,46,127
86392,note_off,,112,0,3,,,,,,,2,,,,46,64
86392,note_off,,232,0,2,,,,,,,0,,,,74,64
86392,note_off,,0,0,2,,,,,,,0,,,,73,64
86392,note_off,,0,0,2,,,,,,,0,,,,66,64
86400,note_on,,0,0,2,,,,,,,0,,,,74,127
86400,note_on,,8,0,2,,,,,,,0,,,,66,127
86400,note_on,,968,0,1,,,,,,,3,,,,74,127
86400,note_on,,8,0,3,,,,,,,2,,,,47,127
86400,note_on,,968,0,4,,,,,,,1,,,,74,127
86632,note_off,,232,0,2,,,,,,,0,,,,74,64
86632,note_off,,0,0,2,,,,,,,0,,,,66,64
86640,note_on,,0,0,2,,,,,,,0,,,,74,127
86640,note_on,,8,0,2,,,,,,,0,,,,66,127
86872,note_off,,232,0,2,,,,,,,0,,,,74,64
86872,note_off,,0,0,2,,,,,,,0,,,,66,64
86872,note_off,,472,0,3,,,,,,,2,,,,47,64
86880,note_on,,8,0,3,,,,,,,2,,,,50,127
86880,note_on,,8,0,2,,,,,,,0,,,,66,127
86880,note_on,,0,0,2,,,,,,,0,,,,71,127
86880,note_on,,0,0,2,,,,,,,0,,,,74,127
87112,note_off,,232,0,2,,,,,,,0,,,,74,64
87112,note_off,,0,0,2,,,,,,,0,,,,71,64
87112,note_off,,0,0,2,,,,,,,0,,,,66,64
87120,note_on,,8,0,2,,,,,,,0,,,,66,127
87120,note_on,,0,0,2,,,,,,,0,,,,71,127
87120,note_on,,0,0,2,,,,,,,0,,,,74,127
87352,note_off,,232,0,2,,,,,,,0,,,,74,64
87352,note_off,,472,0,3,,,,,,,2,,,,50,64
87352,note_off,,0,0,2,,,,,,,0,,,,71,64
87352,note_off,,0,0,2,,,,,,,0,,,,66,64
87360,note_on,,8,0,2,,,,,,,0,,,,66,127
87360,note_on,,0,0,2,,,,,,,0,,,,71,127
87360,note_on,,0,0,2,,,,,,,0,,,,74,127
87592,note_off,,232,0,2,,,,,,,0,,,,74,64
87592,note_off,,0,0,2,,,,,,,0,,,,71,64
87592,note_off,,0,0,2,,,,,,,0,,,,66,64
87600,note_on,,8,0,2,,,,,,,0,,,,66,127
87600,note_on,,0,0,2,,,,,,,0,,,,71,127
87600,note_on,,0,0,2,,,,,,,0,,,,74,127
87832,note_off,,1432,0,4,,,,,,,1,,,,74,64
87832,note_off,,232,0,2,,,,,,,0,,,,74,64
87832,note_off,,0,0,2,,,,,,,0,,,,71,64
87832,note_off,,0,0,2,,,,,,,0,,,,66,64
87832,note_off,,1432,0,1,,,,,,,3,,,,74,64
87840,note_on,,488,0,3,,,,,,,2,,,,45,127
87840,note_on,,8,0,4,,,,,,,1,,,,73,127
87840,note_on,,8,0,1,,,,,,,3,,,,73,127
87840,note_on,,8,0,2,,,,,,,0,,,,66,127
87840,note_on,,0,0,2,,,,,,,0,,,,71,127
87840,note_on,,0,0,2,,,,,,,0,,,,74,127
87952,note_off,,112,0,4,,,,,,,1,,,,73,64
87952,note_off,,112,0,1,,,,,,,3,,,,73,64
87960,note_on,,8,0,4,,,,,,,1,,,,71,127
87960,note_on,,8,0,1,,,,,,,3,,,,71,127
88072,note_off,,112,0,1,,,,,,,3,,,,71,64
88072,note_off,,232,0,2,,,,,,,0,,,,74,64
88072,note_off,,0,0,2,,,,,,,0,,,,71,64
88072,note_off,,112,0,4,,,,,,,1,,,,71,64
88072,note_off,,0,0,2,,,,,,,0,,,,66,64
88080,note_on,,8,0,2,,,,,,,0,,,,66,127
88080,note_on,,0,0,2,,,,,,,0,,,,71,127
88080,note_on,,0,0,2,,,,,,,0,,,,74,127
88080,note_on,,8,0,4,,,,,,,1,,,,69,127
88080,note_on,,8,0,1,,,,,,,3,,,,69,127
88192,note_off,,112,0,4,,,,,,,1,,,,69,64
88192,note_off,,112,0,1,,,,,,,3,,,,69,64
88192,note_off,,352,0,3,,,,,,,2,,,,45,64
88200,note_on,,8,0,4,,,,,,,1,,,,68,127
88200,note_on,,8,0,1,,,,,,,3,,,,68,127
88200,note_on,,8,0,3,,,,,,,2,,,,45,127
88312,note_off,,112,0,4,,,,,,,1,,,,68,64
88312,note_off,,112,0,3,,,,,,,2,,,,45,64
88312,note_off,,0,0,2,,,,,,,0,,,,71,64
88312,note_off,,0,0,2,,,,,,,0,,,,66,64
88312,note_off,,112,0,1,,,,,,,3,,,,68,64
88312,note_off,,232,0,2,,,,,,,0,,,,74,64
88320,note_on,,0,0,2,,,,,,,0,,,,74,127
88320,note_on,,8,0,2,,,,,,,0,,,,64,127
88320,note_on,,8,0,4,,,,,,,1,,,,66,127
88320,note_on,,8,0,1,,,,,,,3,,,,66,127
88320,note_on,,0,0,2,,,,,,,0,,,,71,127
88320,note_on,,8,0,3,,,,,,,2,,,,44,127
88552,note_off,,0,0,2,,,,,,,0,,,,64,64
88552,note_off,,0,0,2,,,,,,,0,,,,71,64
88552,note_off,,232,0,2,,,,,,,0,,,,74,64
88560,note_on,,8,0,2,,,,,,,0,,,,64,127
88560,note_on,,0,0,2,,,,,,,0,,,,71,127
88560,note_on,,0,0,2,,,,,,,0,,,,74,127
88792,note_off,,472,0,3,,,,,,,2,,,,44,64
88792,note_off,,0,0,2,,,,,,,0,,,,64,64
88792,note_off,,0,0,2,,,,,,,0,,,,71,64
88792,note_off,,232,0,2,,,,,,,0,,,,74,64
88792,note_off,,472,0,4,,,,,,,1,,,,66,64
88792,note_off,,472,0,1,,,,,,,3,,,,66,64
88800,note_on,,8,0,1,,,,,,,3,,,,64,127
88800,note_on,,8,0,3,,,,,,,2,,,,52,127
88800,note_on,,8,0,4,,,,,,,1,,,,64,127
88800,note_on,,8,0,2,,,,,,,0,,,,64,127
88800,note_on,,0,0,2,,,,,,,0,,,,71,127
89032,note_off,,0,0,2,,,,,,,0,,,,64,64
89032,note_off,,232,0,2,,,,,,,0,,,,71,64
89040,note_on,,8,0,2,,,,,,,0,,,,64,127
89040,note_on,,0,0,2,,,,,,,0,,,,71,127
89272,note_off,,472,0,1,,,,,,,3,,,,64,64
89272,note_off,,472,0,3,,,,,,,2,,,,52,64
89272,note_off,,472,0,4,,,,,,,1,,,,64,64
89272,note_off,,0,0,2,,,,,,,0,,,,64,64
89272,note_off,,232,0,2,,,,,,,0,,,,71,64
89280,note_on,,0,0,2,,,,,,,0,,,,76,127
89280,note_on,,8,0,2,,,,,,,0,,,,64,127
89512,note_off,,0,0,2,,,,,,,0,,,,64,64
89512,note_off,,232,0,2,,,,,,,0,,,,76,64
89520,note_on,,0,0,2,,,,,,,0,,,,76,127
89520,note_on,,8,0,2,,,,,,,0,,,,64,127
89752,note_off,,0,0,2,,,,,,,0,,,,64,64
89752,note_off,,232,0,2,,,,,,,0,,,,76,64
89760,note_on,,0,0,2,,,,,,,0,,,,74,127
89760,note_on,,8,0,2,,,,,,,0,,,,64,127
89760,note_on,,0,0,2,,,,,,,0,,,,71,127
89760,note_on,,488,0,3,,,,,,,2,,,,32,127
89992,note_off,,0,0,2,,,,,,,0,,,,64,64
89992,note_off,,232,0,2,,,,,,,0,,,,74,64
89992,note_off,,0,0,2,,,,,,,0,,,,71,64
90000,note_on,,8,0,2,,,,,,,0,,,,64,127
90000,note_on,,0,0,2,,,,,,,0,,,,71,127
90000,note_on,,0,0,2,,,,,,,0,,,,74,127
90112,note_off,,352,0,3,,,,,,,2,,,,32,64
