tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
90120,note_on,,8,0,3,,,,,,,2,,,,32,127
90232,note_off,,112,0,3,,,,,,,2,,,,32,64
90232,note_off,,0,0,2,,,,,,,0,,,,64,64
90232,note_off,,0,0,2,,,,,,,0,,,,71,64
90232,note_off,,232,0,2,,,,,,,0,,,,74,64
90240,note_on,,968,0,4,,,,,,,1,,,,64,127
90240,note_on,,968,0,1,,,,,,,3,,,,64,127
90240,note_on,,8,0,3,,,,,,,2,,,,33,127
90240,note_on,,0,0,2,,,,,,,0,,,,73,127
90240,note_on,,0,0,2,,,,,,,0,,,,64,127
90240,note_on,,8,0,2,,,,,,,0,,,,61,127
90472,note_off,,0,0,2,,,,,,,0,,,,61,64
90472,note_off,,232,0,2,,,,,,,0,,,,73,64
90472,note_off,,0,0,2,,,,,,,0,,,,64,64
90480,note_on,,8,0,2,,,,,,,0,,,,61,127
90480,note_on,,0,0,2,,,,,,,0,,,,64,127
90480,note_on,,0,0,2,,,,,,,0,,,,73,127
90712,note_off,,472,0,3,,,,,,,2,,,,33,64
90712,note_off,,232,0,2,,,,,,,0,,,,73,64
90712,note_off,,0,0,2,,,,,,,0,,,,64,64
90712,note_off,,0,0,2,,,,,,,0,,,,61,64
90720,note_on,,8,0,3,,,,,,,2,,,,45,127
90720,note_on,,0,0,2,,,,,,,0,,,,71,127
90720,note_on,,8,0,2,,,,,,,0,,,,61,127
90720,note_on,,0,0,2,,,,,,,0,,,,64,127
90952,note_off,,232,0,2,,,,,,,0,,,,71,64
90952,note_off,,0,0,2,,,,,,,0,,,,64,64
90952,note_off,,0,0,2,,,,,,,0,,,,61,64
90960,note_on,,8,0,2,,,,,,,0,,,,61,127
90960,note_on,,0,0,2,,,,,,,0,,,,64,127
90960,note_on,,0,0,2,,,,,,,0,,,,71,127
91192,note_off,,952,0,4,,,,,,,1,,,,64,64
91192,note_off,,232,0,2,,,,,,,0,,,,71,64
91192,note_off,,0,0,2,,,,,,,0,,,,64,64
91192,note_off,,472,0,3,,,,,,,2,,,,45,64
91192,note_off,,952,0,1,,,,,,,3,,,,64,64
91192,note_off,,0,0,2,,,,,,,0,,,,61,64
91200,note_on,,8,0,1,,,,,,,3,,,,76,127
91200,note_on,,8,0,4,,,,,,,1,,,,76,127
91200,note_on,,8,0,2,,,,,,,0,,,,61,127
91200,note_on,,0,0,2,,,,,,,0,,,,64,127
91200,note_on,,0,0,2,,,,,,,0,,,,69,127
91432,note_off,,232,0,2,,,,,,,0,,,,69,64
91432,note_off,,0,0,2,,,,,,,0,,,,64,64
91432,note_off,,0,0,2,,,,,,,0,,,,61,64
91440,note_on,,8,0,2,,,,,,,0,,,,61,127
91440,note_on,,0,0,2,,,,,,,0,,,,64,127
91440,note_on,,0,0,2,,,,,,,0,,,,69,127
91672,note_off,,232,0,2,,,,,,,0,,,,69,64
91672,note_off,,0,0,2,,,,,,,0,,,,64,64
91672,note_off,,0,0,2,,,,,,,0,,,,61,64
91680,note_on,,488,0,3,,,,,,,2,,,,37,127
91680,note_on,,0,0,2,,,,,,,0,,,,68,127
91680,note_on,,0,0,2,,,,,,,0,,,,64,127
91680,note_on,,8,0,2,,,,,,,0,,,,61,127
91912,note_off,,0,0,2,,,,,,,0,,,,64,64
91912,note_off,,232,0,2,,,,,,,0,,,,68,64
91912,note_off,,0,0,2,,,,,,,0,,,,61,64
91920,note_on,,8,0,2,,,,,,,0,,,,61,127
91920,note_on,,0,0,2,,,,,,,0,,,,64,127
91920,note_on,,0,0,2,,,,,,,0,,,,68,127
92032,note_off,,352,0,3,,,,,,,2,,,,37,64
92040,note_on,,8,0,3,,,,,,,2,,,,37,127
92152,note_off,,0,0,2,,,,,,,0,,,,64,64
92152,note_off,,112,0,3,,,,,,,2,,,,37,64
92152,note_off,,952,0,4,,,,,,,1,,,,76,64
92152,note_off,,232,0,2,,,,,,,0,,,,68,64
92152,note_off,,0,0,2,,,,,,,0,,,,61,64
92152,note_off,,952,0,1,,,,,,,3,,,,76,64
92160,note_on,,8,0,1,,,,,,,3,,,,78,127
92160,note_on,,0,0,2,,,,,,,0,,,,64,127
92160,note_on,,8,0,2,,,,,,,0,,,,61,127
92160,note_on,,8,0,3,,,,,,,2,,,,38,127
92160,note_on,,8,0,4,,,,,,,1,,,,78,127
92160,note_on,,0,0,2,,,,,,,0,,,,66,127
92392,note_off,,0,0,2,,,,,,,0,,,,61,64
92392,note_off,,232,0,2,,,,,,,0,,,,66,64
92392,note_off,,0,0,2,,,,,,,0,,,,64,64
92400,note_on,,8,0,2,,,,,,,0,,,,61,127
92400,note_on,,0,0,2,,,,,,,0,,,,64,127
92400,note_on,,0,0,2,,,,,,,0,,,,66,127
92632,note_off,,472,0,3,,,,,,,2,,,,38,64
92632,note_off,,232,0,2,,,,,,,0,,,,66,64
92632,note_off,,0,0,2,,,,,,,0,,,,64,64
92632,note_off,,0,0,2,,,,,,,0,,,,61,64
92640,note_on,,8,0,2,,,,,,,0,,,,58,127
92640,note_on,,0,0,2,,,,,,,0,,,,66,127
92640,note_on,,8,0,3,,,,,,,2,,,,50,127
92640,note_on,,0,0,2,,,,,,,0,,,,61,127
92872,note_off,,232,0,2,,,,,,,0,,,,66,64
92872,note_off,,0,0,2,,,,,,,0,,,,61,64
92872,note_off,,0,0,2,,,,,,,0,,,,58,64
92880,note_on,,8,0,2,,,,,,,0,,,,58,127
92880,note_on,,0,0,2,,,,,,,0,,,,61,127
92880,note_on,,0,0,2,,,,,,,0,,,,66,127
93112,note_off,,952,0,4,,,,,,,1,,,,78,64
93112,note_off,,472,0,3,,,,,,,2,,,,50,64
93112,note_off,,232,0,2,,,,,,,0,,,,66,64
93112,note_off,,0,0,2,,,,,,,0,,,,61,64
93112,note_off,,0,0,2,,,,,,,0,,,,58,64
93112,note_off,,952,0,1,,,,,,,3,,,,78,64
93120,note_on,,8,0,1,,,,,,,3,,,,66,127
93120,note_on,,8,0,4,,,,,,,1,,,,66,127
93120,note_on,,8,0,2,,,,,,,0,,,,59,127
93120,note_on,,0,0,2,,,,,,,0,,,,66,127
93120,note_on,,0,0,2,,,,,,,0,,,,62,127
93352,note_off,,0,0,2,,,,,,,0,,,,62,64
93352,note_off,,0,0,2,,,,,,,0,,,,59,64
93352,note_off,,232,0,2,,,,,,,0,,,,66,64
93360,note_on,,8,0,2,,,,,,,0,,,,59,127
93360,note_on,,0,0,2,,,,,,,0,,,,66,127
93360,note_on,,0,0,2,,,,,,,0,,,,62,127
93592,note_off,,232,0,2,,,,,,,0,,,,66,64
93592,note_off,,0,0,2,,,,,,,0,,,,62,64
93592,note_off,,0,0,2,,,,,,,0,,,,59,64
93600,note_on,,8,0,2,,,,,,,0,,,,66,127
93600,note_on,,0,0,2,,,,,,,0,,,,71,127
93600,note_on,,488,0,3,,,,,,,2,,,,38,127
93832,note_off,,232,0,2,,,,,,,0,,,,71,64
93832,note_off,,0,0,2,,,,,,,0,,,,66,64
93840,note_on,,8,0,2,,,,,,,0,,,,66,127
93840,note_on,,0,0,2,,,,,,,0,,,,71,127
93952,note_off,,352,0,3,,,,,,,2,,,,38,64
93960,note_on,,8,0,3,,,,,,,2,,,,38,127
94072,note_off,,952,0,4,,,,,,,1,,,,66,64
94072,note_off,,232,0,2,,,,,,,0,,,,71,64
94072,note_off,,0,0,2,,,,,,,0,,,,66,64
94072,note_off,,112,0,3,,,,,,,2,,,,38,64
94072,note_off,,952,0,1,,,,,,,3,,,,66,64
94080,note_on,,8,0,3,,,,,,,2,,,,40,127
94080,note_on,,8,0,1,,,,,,,3,,,,68,127
94080,note_on,,8,0,4,,,,,,,1,,,,68,127
94080,note_on,,0,0,2,,,,,,,0,,,,74,127
94080,note_on,,0,0,2,,,,,,,0,,,,71,127
94080,note_on,,8,0,2,,,,,,,0,,,,64,127
94312,note_off,,0,0,2,,,,,,,0,,,,64,64
94312,note_off,,0,0,2,,,,,,,0,,,,71,64
94312,note_off,,232,0,2,,,,,,,0,,,,74,64
94320,note_on,,0,0,2,,,,,,,0,,,,74,127
94320,note_on,,8,0,2,,,,,,,0,,,,64,127
94320,note_on,,0,0,2,,,,,,,0,,,,71,127
94552,note_off,,232,0,2,,,,,,,0,,,,74,64
94552,note_off,,472,0,3,,,,,,,2,,,,40,64
94552,note_off,,0,0,2,,,,,,,0,,,,71,64
94552,note_off,,0,0,2,,,,,,,0,,,,64,64
94560,note_on,,0,0,2,,,,,,,0,,,,74,127
94560,note_on,,8,0,2,,,,,,,0,,,,64,127
94560,note_on,,8,0,3,,,,,,,2,,,,52,127
94560,note_on,,0,0,2,,,,,,,0,,,,71,127
94792,note_off,,232,0,2,,,,,,,0,,,,74,64
94792,note_off,,0,0,2,,,,,,,0,,,,71,64
94792,note_off,,0,0,2,,,,,,,0,,,,64,64
94800,note_on,,8,0,2,,,,,,,0,,,,64,127
94800,note_on,,0,0,2,,,,,,,0,,,,71,127
94800,note_on,,0,0,2,,,,,,,0,,,,74,127
95032,note_off,,232,0,2,,,,,,,0,,,,74,64
95032,note_off,,0,0,2,,,,,,,0,,,,71,64
95032,note_off,,0,0,2,,,,,,,0,,,,64,64
95032,note_off,,472,0,3,,,,,,,2,,,,52,64
95040,note_on,,8,0,2,,,,,,,0,,,,64,127
95040,note_on,,0,0,2,,,,,,,0,,,,71,127
95272,note_off,,0,0,2,,,,,,,0,,,,64,64
95272,note_off,,232,0,2,,,,,,,0,,,,71,64
95280,note_on,,8,0,2,,,,,,,0,,,,64,127
95280,note_on,,0,0,2,,,,,,,0,,,,71,127
95512,note_off,,232,0,2,,,,,,,0,,,,71,64
95512,note_off,,0,0,2,,,,,,,0,,,,64,64
95512,note_off,,1432,0,4,,,,,,,1,,,,68,64
95512,note_off,,1432,0,1,,,,,,,3,,,,68,64
95520,note_on,,8,0,2,,,,,,,0,,,,62,127
95520,note_on,,0,0,2,,,,,,,0,,,,64,127
95520,note_on,,0,0,2,,,,,,,0,,,,68,127
95520,note_on,,8,0,4,,,,,,,1,,,,69,127
95520,note_on,,8,0,1,,,,,,,3,,,,69,127
95520,note_on,,488,0,3,,,,,,,2,,,,40,127
95752,note_off,,232,0,1,,,,,,,3,,,,69,64
95752,note_off,,232,0,4,,,,,,,1,,,,69,64
95752,note_off,,0,0,2,,,,,,,0,,,,62,64
95752,note_off,,232,0,2,,,,,,,0,,,,68,64
95752,note_off,,0,0,2,,,,,,,0,,,,64,64
95760,note_on,,8,0,2,,,,,,,0,,,,62,127
95760,note_on,,8,0,1,,,,,,,3,,,,71,127
95760,note_on,,8,0,4,,,,,,,1,,,,71,127
95760,note_on,,0,0,2,,,,,,,0,,,,68,127
95760,note_on,,0,0,2,,,,,,,0,,,,64,127
95872,note_off,,352,0,3,,,,,,,2,,,,40,64
95880,note_on,,8,0,3,,,,,,,2,,,,40,127
95992,note_off,,232,0,2,,,,,,,0,,,,68,64
95992,note_off,,112,0,3,,,,,,,2,,,,40,64
95992,note_off,,0,0,2,,,,,,,0,,,,64,64
95992,note_off,,0,0,2,,,,,,,0,,,,62,64
95992,note_off,,232,0,1,,,,,,,3,,,,71,64
95992,note_off,,232,0,4,,,,,,,1,,,,71,64
96000,note_on,,8,0,4,,,,,,,1,,,,69,127
96000,note_on,,8,0,2,,,,,,,0,,,,61,127
96000,note_on,,8,0,3,,,,,,,2,,,,45,127
96000,note_on,,0,0,2,,,,,,,0,,,,69,127
96000,note_on,,0,0,2,,,,,,,0,,,,64,127
96000,note_on,,8,0,1,,,,,,,3,,,,69,127
96232,note_off,,0,0,2,,,,,,,0,,,,61,64
96232,note_off,,0,0,2,,,,,,,0,,,,64,64
96232,note_off,,232,0,2,,,,,,,0,,,,69,64
96240,note_on,,0,0,2,,,,,,,0,,,,69,127
96240,note_on,,0,0,2,,,,,,,0,,,,64,127
96240,note_on,,8,0,2,,,,,,,0,,,,61,127
96472,note_off,,0,0,2,,,,,,,0,,,,64,64
96472,note_off,,232,0,2,,,,,,,0,,,,69,64
96472,note_off,,472,0,3,,,,,,,2,,,,45,64
96472,note_off,,0,0,2,,,,,,,0,,,,61,64
96480,note_on,,8,0,2,,,,,,,0,,,,61,127
96480,note_on,,0,0,2,,,,,,,0,,,,64,127
96480,note_on,,0,0,2,,,,,,,0,,,,69,127
96480,note_on,,8,0,3,,,,,,,2,,,,40,127
96712,note_off,,232,0,2,,,,,,,0,,,,69,64
96712,note_off,,0,0,2,,,,,,,0,,,,64,64
96712,note_off,,0,0,2,,,,,,,0,,,,61,64
96720,note_on,,0,0,2,,,,,,,0,,,,64,127
96720,note_on,,8,0,2,,,,,,,0,,,,61,127
96720,note_on,,0,0,2,,,,,,,0,,,,69,127
96952,note_off,,232,0,2,,,,,,,0,,,,69,64
96952,note_off,,0,0,2,,,,,,,0,,,,64,64
96952,note_off,,0,0,2,,,,,,,0,,,,61,64
96952,note_off,,472,0,3,,,,,,,2,,,,40,64
96960,note_on,,8,0,2,,,,,,,0,,,,61,127
96960,note_on,,0,0,2,,,,,,,0,,,,64,127
96960,note_on,,0,0,2,,,,,,,0,,,,69,127
97192,note_off,,0,0,2,,,,,,,0,,,,61,64
97192,note_off,,232,0,2,,,,,,,0,,,,69,64
97192,note_off,,0,0,2,,,,,,,0,,,,64,64
97200,note_on,,0,0,2,,,,,,,0,,,,64,127
97200,note_on,,0,0,2,,,,,,,0,,,,69,127
97200,note_on,,8,0,2,,,,,,,0,,,,61,127
97432,note_off,,1432,0,1,,,,,,,3,,,,69,64
97432,note_off,,0,0,2,,,,,,,0,,,,61,64
97432,note_off,,0,0,2,,,,,,,0,,,,64,64
97432,note_off,,232,0,2,,,,,,,0,,,,69,64
97432,note_off,,1432,0,4,,,,,,,1,,,,69,64
97440,note_on,,488,0,3,,,,,,,2,,,,45,127
97440,note_on,,0,0,2,,,,,,,0,,,,64,127
97440,note_on,,8,0,2,,,,,,,0,,,,61,127
97440,note_on,,0,0,2,,,,,,,0,,,,69,127
97672,note_off,,0,0,2,,,,,,,0,,,,61,64
97672,note_off,,0,0,2,,,,,,,0,,,,64,64
97672,note_off,,232,0,2,,,,,,,0,,,,69,64
97680,note_on,,0,0,2,,,,,,,0,,,,69,127
97680,note_on,,0,0,2,,,,,,,0,,,,64,127
97680,note_on,,8,0,2,,,,,,,0,,,,61,127
97792,note_off,,352,0,3,,,,,,,2,,,,45,64
97800,note_on,,8,0,3,,,,,,,2,,,,45,127
97912,note_off,,112,0,3,,,,,,,2,,,,45,64
97912,note_off,,0,0,2,,,,,,,0,,,,61,64
97912,note_off,,0,0,2,,,,,,,0,,,,64,64
97912,note_off,,232,0,2,,,,,,,0,,,,69,64
97920,note_on,,0,0,2,,,,,,,0,,,,64,127
97920,note_on,,8,0,2,,,,,,,0,,,,62,127
97920,note_on,,0,0,2,,,,,,,0,,,,69,127
97920,note_on,,8,0,3,,,,,,,2,,,,47,127
98152,note_off,,0,0,2,,,,,,,0,,,,64,64
98152,note_off,,0,0,2,,,,,,,0,,,,62,64
98152,note_off,,232,0,2,,,,,,,0,,,,69,64
98160,note_on,,8,0,2,,,,,,,0,,,,62,127
98160,note_on,,0,0,2,,,,,,,0,,,,64,127
98160,note_on,,0,0,2,,,,,,,0,,,,69,127
98392,note_off,,472,0,3,,,,,,,2,,,,47,64
98392,note_off,,232,0,2,,,,,,,0,,,,69,64
98392,note_off,,0,0,2,,,,,,,0,,,,64,64
98392,note_off,,0,0,2,,,,,,,0,,,,62,64
98400,note_on,,8,0,3,,,,,,,2,,,,40,127
98400,note_on,,0,0,2,,,,,,,0,,,,68,127
98400,note_on,,8,0,2,,,,,,,0,,,,62,127
98400,note_on,,0,0,2,,,,,,,0,,,,64,127
98632,note_off,,232,0,2,,,,,,,0,,,,68,64
98632,note_off,,0,0,2,,,,,,,0,,,,64,64
98632,note_off,,0,0,2,,,,,,,0,,,,62,64
98640,note_on,,8,0,2,,,,,,,0,,,,62,127
98640,note_on,,0,0,2,,,,,,,0,,,,64,127
98640,note_on,,0,0,2,,,,,,,0,,,,68,127
98872,note_off,,232,0,2,,,,,,,0,,,,68,64
98872,note_off,,0,0,2,,,,,,,0,,,,64,64
98872,note_off,,0,0,2,,,,,,,0,,,,62,64
98872,note_off,,472,0,3,,,,,,,2,,,,40,64
98880,note_on,,8,0,2,,,,,,,0,,,,62,127
98880,note_on,,0,0,2,,,,,,,0,,,,64,127
98880,note_on,,0,0,2,,,,,,,0,,,,68,127
99112,note_off,,232,0,2,,,,,,,0,,,,68,64
99112,note_off,,0,0,2,,,,,,,0,,,,64,64
99112,note_off,,0,0,2,,,,,,,0,,,,62,64
99120,note_on,,8,0,2,,,,,,,0,,,,62,127
99120,note_on,,0,0,2,,,,,,,0,,,,64,127
99120,note_on,,0,0,2,,,,,,,0,,,,68,127
99352,note_off,,232,0,2,,,,,,,0,,,,68,64
99352,note_off,,0,0,2,,,,,,,0,,,,64,64
99352,note_off,,0,0,2,,,,,,,0,,,,62,64
99360,note_on,,8,0,2,,,,,,,0,,,,62,127
99360,note_on,,0,0,2,,,,,,,0,,,,64,127
99360,note_on,,0,0,2,,,,,,,0,,,,68,127
99360,note_on,,488,0,3,,,,,,,2,,,,47,127
99592,note_off,,0,0,2,,,,,,,0,,,,64,64
99592,note_off,,232,0,2,,,,,,,0,,,,68,64
99592,note_off,,0,0,2,,,,,,,0,,,,62,64
99600,note_on,,8,0,2,,,,,,,0,,,,62,127
99600,note_on,,0,0,2,,,,,,,0,,,,68,127
99600,note_on,,0,0,2,,,,,,,0,,,,64,127
99712,note_off,,352,0,3,,,,,,,2,,,,47,64
99720,note_on,,8,0,3,,,,,,,2,,,,47,127
99832,note_off,,232,0,2,,,,,,,0,,,,68,64
99832,note_off,,0,0,2,,,,,,,0,,,,64,64
99832,note_off,,0,0,2,,,,,,,0,,,,62,64
99832,note_off,,112,0,3,,,,,,,2,,,,47,64
99840,note_on,,8,0,2,,,,,,,0,,,,64,127
99840,note_on,,0,0,2,,,,,,,0,,,,67,127
99840,note_on,,0,0,2,,,,,,,0,,,,70,127
99840,note_on,,8,0,3,,,,,,,2,,,,49,127
100072,note_off,,0,0,2,,,,,,,0,,,,64,64
100072,note_off,,0,0,2,,,,,,,0,,,,67,64
100072,note_off,,232,0,2,,,,,,,0,,,,70,64
100080,note_on,,0,0,2,,,,,,,0,,,,70,127
100080,note_on,,0,0,2,,,,,,,0,,,,67,127
100080,note_on,,8,0,2,,,,,,,0,,,,64,127
100312,note_off,,0,0,2,,,,,,,0,,,,67,64
100312,note_off,,232,0,2,,,,,,,0,,,,70,64
100312,note_off,,472,0,3,,,,,,,2,,,,49,64
100312,note_off,,0,0,2,,,,,,,0,,,,64,64
100320,note_on,,0,0,2,,,,,,,0,,,,67,127
100320,note_on,,8,0,3,,,,,,,2,,,,40,127
100320,note_on,,0,0,2,,,,,,,0,,,,70,127
100320,note_on,,8,0,2,,,,,,,0,,,,64,127
100552,note_off,,0,0,2,,,,,,,0,,,,64,64
100552,note_off,,0,0,2,,,,,,,0,,,,67,64
100552,note_off,,232,0,2,,,,,,,0,,,,70,64
100560,note_on,,0,0,2,,,,,,,0,,,,67,127
100560,note_on,,8,0,2,,,,,,,0,,,,64,127
100560,note_on,,0,0,2,,,,,,,0,,,,70,127
100672,note_off,,352,0,3,,,,,,,2,,,,40,64
100680,note_on,,8,0,3,,,,,,,2,,,,40,127
100792,note_off,,112,0,3,,,,,,,2,,,,40,64
100792,note_off,,232,0,2,,,,,,,0,,,,70,64
100792,note_off,,0,0,2,,,,,,,0,,,,67,64
100792,note_off,,0,0,2,,,,,,,0,,,,64,64
100800,note_on,,8,0,3,,,,,,,2,,,,50,127
100800,note_on,,8,0,2,,,,,,,0,,,,62,127
100800,note_on,,0,0,2,,,,,,,0,,,,66,127
100800,note_on,,0,0,2,,,,,,,0,,,,71,127
101032,note_off,,232,0,2,,,,,,,0,,,,71,64
101032,note_off,,0,0,2,,,,,,,0,,,,62,64
101032,note_off,,0,0,2,,,,,,,0,,,,66,64
101040,note_on,,8,0,2,,,,,,,0,,,,62,127
101040,note_on,,0,0,2,,,,,,,0,,,,66,127
101040,note_on,,0,0,2,,,,,,,0,,,,71,127
101272,note_off,,472,0,3,,,,,,,2,,,,50,64
101272,note_off,,232,0,2,,,,,,,0,,,,71,64
101272,note_off,,0,0,2,,,,,,,0,,,,66,64
101272,note_off,,0,0,2,,,,,,,0,,,,62,64
101280,note_on,,8,0,3,,,,,,,2,,,,40,127
101280,note_on,,8,0,2,,,,,,,0,,,,66,127
101280,note_on,,0,0,2,,,,,,,0,,,,71,127
101280,note_on,,0,0,2,,,,,,,0,,,,74,127
101512,note_off,,232,0,2,,,,,,,0,,,,74,64
101512,note_off,,0,0,2,,,,,,,0,,,,71,64
101512,note_off,,0,0,2,,,,,,,0,,,,66,64
101520,note_on,,8,0,2,,,,,,,0,,,,66,127
101520,note_on,,0,0,2,,,,,,,0,,,,71,127
101520,note_on,,0,0,2,,,,,,,0,,,,74,127
101632,note_off,,352,0,3,,,,,,,2,,,,40,64
101640,note_on,,8,0,3,,,,,,,2,,,,40,127
101752,note_off,,112,0,3,,,,,,,2,,,,40,64
101752,note_off,,232,0,2,,,,,,,0,,,,74,64
101752,note_off,,0,0,2,,,,,,,0,,,,71,64
101752,note_off,,0,0,2,,,,,,,0,,,,66,64
101760,note_on,,8,0,3,,,,,,,2,,,,52,127
101760,note_on,,0,0,2,,,,,,,0,,,,73,127
101760,note_on,,8,0,2,,,,,,,0,,,,64,127
101760,note_on,,0,0,2,,,,,,,0,,,,71,127
101992,note_off,,232,0,2,,,,,,,0,,,,73,64
101992,note_off,,0,0,2,,,,,,,0,,,,64,64
101992,note_off,,0,0,2,,,,,,,0,,,,71,64
102000,note_on,,8,0,2,,,,,,,0,,,,64,127
102000,note_on,,0,0,2,,,,,,,0,,,,71,127
102000,note_on,,0,0,2,,,,,,,0,,,,73,127
102232,note_off,,0,0,2,,,,,,,0,,,,64,64
102232,note_off,,232,0,2,,,,,,,0,,,,73,64
102232,note_off,,0,0,2,,,,,,,0,,,,71,64
102232,note_off,,472,0,3,,,,,,,2,,,,52,64
102240,note_on,,8,0,3,,,,,,,2,,,,40,127
102240,note_on,,0,0,2,,,,,,,0,,,,73,127
102240,note_on,,8,0,2,,,,,,,0,,,,64,127
102240,note_on,,0,0,2,,,,,,,0,,,,69,127
102472,note_off,,0,0,2,,,,,,,0,,,,64,64
102472,note_off,,232,0,2,,,,,,,0,,,,73,64
102472,note_off,,0,0,2,,,,,,,0,,,,69,64
102480,note_on,,8,0,2,,,,,,,0,,,,64,127
102480,note_on,,0,0,2,,,,,,,0,,,,69,127
102480,note_on,,0,0,2,,,,,,,0,,,,73,127
102712,note_off,,472,0,3,,,,,,,2,,,,40,64
102712,note_off,,0,0,2,,,,,,,0,,,,69,64
102712,note_off,,0,0,2,,,,,,,0,,,,64,64
102712,note_off,,232,0,2,,,,,,,0,,,,73,64
102720,note_on,,0,0,2,,,,,,,0,,,,71,127
102720,note_on,,0,0,2,,,,,,,0,,,,69,127
102720,note_on,,8,0,2,,,,,,,0,,,,64,127
102720,note_on,,8,0,3,,,,,,,2,,,,52,127
102952,note_off,,232,0,2,,,,,,,0,,,,71,64
102952,note_off,,0,0,2,,,,,,,0,,,,69,64
102952,note_off,,0,0,2,,,,,,,0,,,,64,64
102960,note_on,,8,0,2,,,,,,,0,,,,64,127
102960,note_on,,0,0,2,,,,,,,0,,,,69,127
102960,note_on,,0,0,2,,,,,,,0,,,,71,127
103192,note_off,,232,0,2,,,,,,,0,,,,71,64
103192,note_off,,0,0,2,,,,,,,0,,,,69,64
103192,note_off,,0,0,2,,,,,,,0,,,,64,64
103192,note_off,,472,0,3,,,,,,,2,,,,52,64
103200,note_on,,0,0,2,,,,,,,0,,,,68,127
103200,note_on,,8,0,2,,,,,,,0,,,,64,127
103200,note_on,,8,0,3,,,,,,,2,,,,40,127
103200,note_on,,0,0,2,,,,,,,0,,,,71,127
103432,note_off,,0,0,2,,,,,,,0,,,,64,64
103432,note_off,,232,0,2,,,,,,,0,,,,71,64
103432,note_off,,0,0,2,,,,,,,0,,,,68,64
103440,note_on,,0,0,2,,,,,,,0,,,,71,127
103440,note_on,,0,0,2,,,,,,,0,,,,68,127
103440,note_on,,8,0,2,,,,,,,0,,,,64,127
103552,note_off,,352,0,3,,,,,,,2,,,,40,64
103560,note_on,,8,0,3,,,,,,,2,,,,40,127
103672,note_off,,0,0,2,,,,,,,0,,,,68,64
103672,note_off,,0,0,2,,,,,,,0,,,,64,64
103672,note_off,,112,0,3,,,,,,,2,,,,40,64
103672,note_off,,232,0,2,,,,,,,0,,,,71,64
103680,note_on,,0,0,2,,,,,,,0,,,,69,127
103680,note_on,,0,0,2,,,,,,,0,,,,64,127
103680,note_on,,8,0,2,,,,,,,0,,,,61,127
103680,program_change,,6248,0,4,,,,,,,1,,,69,,
103680,note_on,,0,0,4,,,,,,,1,,,,73,127
103680,program_change,,6248,0,1,,,,,,,3,,,54,,
103680,note_on,,0,0,1,,,,,,,3,,,,73,127
103680,note_on,,8,0,3,,,,,,,2,,,,45,127
103912,note_off,,232,0,2,,,,,,,0,,,,69,64
103912,note_off,,0,0,2,,,,,,,0,,,,64,64
103912,note_off,,0,0,2,,,,,,,0,,,,61,64
103920,note_on,,8,0,2,,,,,,,0,,,,61,127
103920,note_on,,0,0,2,,,,,,,0,,,,64,127
103920,note_on,,0,0,2,,,,,,,0,,,,69,127
104152,note_off,,0,0,2,,,,,,,0,,,,61,64
104152,note_off,,0,0,2,,,,,,,0,,,,64,64
104152,note_off,,472,0,3,,,,,,,2,,,,45,64
104152,note_off,,232,0,2,,,,,,,0,,,,69,64
104160,note_on,,8,0,3,,,,,,,2,,,,40,127
104160,note_on,,0,0,2,,,,,,,0,,,,69,127
104160,note_on,,0,0,2,,,,,,,0,,,,64,127
104160,note_on,,8,0,2,,,,,,,0,,,,61,127
104392,note_off,,0,0,2,,,,,,,0,,,,64,64
104392,note_off,,232,0,2,,,,,,,0,,,,69,64
104392,note_off,,0,0,2,,,,,,,0,,,,61,64
104400,note_on,,8,0,2,,,,,,,0,,,,61,127
104400,note_on,,0,0,2,,,,,,,0,,,,64,127
104400,note_on,,0,0,2,,,,,,,0,,,,69,127
104632,note_off,,0,0,2,,,,,,,0,,,,64,64
104632,note_off,,472,0,3,,,,,,,2,,,,40,64
104632,note_off,,232,0,2,,,,,,,0,,,,69,64
104632,note_off,,0,0,2,,,,,,,0,,,,61,64
104640,note_on,,0,0,2,,,,,,,0,,,,69,127
104640,note_on,,8,0,2,,,,,,,0,,,,61,127
104640,note_on,,0,0,2,,,,,,,0,,,,64,127
104872,note_off,,0,0,2,,,,,,,0,,,,61,64
104872,note_off,,0,0,2,,,,,,,0,,,,64,64
104872,note_off,,232,0,2,,,,,,,0,,,,69,64
104880,note_on,,0,0,2,,,,,,,0,,,,64,127
104880,note_on,,0,0,2,,,,,,,0,,,,69,127
104880,note_on,,8,0,2,,,,,,,0,,,,61,127
105112,note_off,,0,0,2,,,,,,,0,,,,64,64
105112,note_off,,232,0,2,,,,,,,0,,,,69,64
105112,note_off,,1432,0,4,,,,,,,1,,,,73,64
105112,note_off,,0,0,2,,,,,,,0,,,,61,64
105112,note_off,,1432,0,1,,,,,,,3,,,,73,64
105120,note_on,,8,0,1,,,,,,,3,,,,69,127
105120,note_on,,8,0,2,,,,,,,0,,,,61,127
105120,note_on,,0,0,2,,,,,,,0,,,,64,127
105120,note_on,,0,0,2,,,,,,,0,,,,69,127
105120,note_on,,488,0,3,,,,,,,2,,,,45,127
105120,note_on,,8,0,4,,,,,,,1,,,,69,127
105352,note_off,,232,0,2,,,,,,,0,,,,69,64
