tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
5632,note_on,,,,,0,0,1,,,,0,,,70,29
5632,note_on,,,,,0,0,1,,,,0,,,63,24
6144,note_off,,,,,512,0,1,,,,0,,,67,0
6144,note_off,,,,,0,0,1,,,,0,,,70,0
6144,note_off,,,,,0,0,1,,,,0,,,55,0
6144,note_off,,,,,0,0,1,,,,0,,,63,0
6144,note_on,,,,,0,0,1,,,,0,,,55,20
6144,set_tempo,,,,,512,1,0,,600000,,,,,,
6540,control_change,,,,,396,0,1,,,,0,64,0,,
6656,note_on,,,,,116,0,1,,,,0,,,67,23
6656,note_on,,,,,0,0,1,,,,0,,,70,41
6656,note_on,,,,,0,0,1,,,,0,,,58,16
6656,note_off,,,,,0,0,1,,,,0,,,55,0
6656,set_tempo,,,,,512,1,0,,750000,,,,,,
6656,note_off,,,,,0,0,1,,,,0,,,58,0
6924,control_change,,,,,268,0,1,,,,0,64,127,,
7168,control_change,,,,,0,0,1,,,,0,64,127,,
7168,note_off,,,,,0,0,1,,,,0,,,67,0
7168,note_off,,,,,0,0,1,,,,0,,,70,0
7168,note_off,,,,,0,0,1,,,,0,,,51,0
7168,note_on,,,,,0,0,1,,,,0,,,63,21
7168,note_on,,,,,0,0,1,,,,0,,,67,39
7168,control_change,,,,,244,0,1,,,,0,64,0,,
7168,note_off,,,,,0,0,1,,,,0,,,58,0
7168,set_tempo,,,,,512,1,0,,705882,,,,,,
7168,note_on,,,,,0,0,1,,,,0,,,51,21
7680,set_tempo,,,,,512,1,0,,600000,,,,,,
7680,note_on,,,,,512,0,1,,,,0,,,55,23
7863,control_change,,,,,183,0,1,,,,0,64,0,,
8076,control_change,,,,,213,0,1,,,,0,64,127,,
8192,note_on,,,,,0,0,1,,,,0,,,65,20
8192,note_on,,,,,0,0,1,,,,0,,,68,38
8192,note_on,,,,,0,0,1,,,,0,,,56,25
8192,note_off,,,,,0,0,1,,,,0,,,55,0
8192,note_off,,,,,116,0,1,,,,0,,,63,0
8192,note_off,,,,,0,0,1,,,,0,,,67,0
8192,note_off,,,,,0,0,1,,,,0,,,51,0
8448,note_off,,,,,256,0,1,,,,0,,,68,0
8448,note_on,,,,,0,0,1,,,,0,,,68,38
8448,set_tempo,,,,,768,1,0,,1333333,,,,,,
8533,note_on,,,,,0,0,1,,,,0,,,70,38
8533,note_off,,,,,85,0,1,,,,0,,,68,0
8619,note_off,,,,,86,0,1,,,,0,,,70,0
8619,note_on,,,,,0,0,1,,,,0,,,72,38
8704,note_off,,,,,85,0,1,,,,0,,,65,0
8704,set_tempo,,,,,256,1,0,,750000,,,,,,
8704,note_off,,,,,0,0,1,,,,0,,,56,0
8704,note_off,,,,,0,0,1,,,,0,,,72,0
8704,note_on,,,,,0,0,1,,,,0,,,67,27
8704,note_on,,,,,0,0,1,,,,0,,,70,46
8704,note_on,,,,,0,0,1,,,,0,,,58,27
8717,control_change,,,,,13,0,1,,,,0,64,0,,
8904,control_change,,,,,187,0,1,,,,0,64,127,,
9216,note_on,,,,,0,0,1,,,,0,,,56,23
9216,note_off,,,,,0,0,1,,,,0,,,70,0
9216,note_off,,,,,0,0,1,,,,0,,,58,0
9216,note_on,,,,,0,0,1,,,,0,,,65,25
9216,note_on,,,,,0,0,1,,,,0,,,68,43
9216,set_tempo,,,,,512,1,0,,666666,,,,,,
9216,note_off,,,,,312,0,1,,,,0,,,67,0
9332,control_change,,,,,116,0,1,,,,0,64,0,,
9545,control_change,,,,,213,0,1,,,,0,64,127,,
9728,set_tempo,,,,,512,1,0,,750000,,,,,,
9728,note_on,,,,,0,0,1,,,,0,,,55,20
9728,note_on,,,,,0,0,1,,,,0,,,67,40
9728,note_on,,,,,0,0,1,,,,0,,,63,23
9728,note_off,,,,,0,0,1,,,,0,,,56,0
9728,note_off,,,,,0,0,1,,,,0,,,68,0
9728,note_off,,,,,183,0,1,,,,0,,,65,0
9839,control_change,,,,,111,0,1,,,,0,64,0,,
10000,control_change,,,,,161,0,1,,,,0,64,127,,
10240,note_off,,,,,0,0,1,,,,0,,,67,0
10240,control_change,,,,,240,0,1,,,,0,64,0,,
10240,note_off,,,,,0,0,1,,,,0,,,55,0
10240,note_on,,,,,0,0,1,,,,0,,,63,21
10240,note_on,,,,,0,0,1,,,,0,,,67,39
10240,note_on,,,,,0,0,1,,,,0,,,46,17
10240,note_off,,,,,0,0,1,,,,0,,,63,0
10240,control_change,,,,,0,0,1,,,,0,64,127,,
10240,set_tempo,,,,,512,1,0,,750000,,,,,,
10752,set_tempo,,,,,512,1,0,,600000,,,,,,
10752,note_on,,,,,512,0,1,,,,0,,,55,22
11264,note_on,,,,,512,0,1,,,,0,,,56,26
11304,note_off,,,,,40,0,1,,,,0,,,55,0
11743,control_change,,,,,439,0,1,,,,0,64,0,,
11776,set_tempo,,,,,1024,1,0,,800000,,,,,,
11776,note_on,,,,,0,0,1,,,,0,,,62,16
11776,note_off,,,,,0,0,1,,,,0,,,67,0
11776,note_on,,,,,0,0,1,,,,0,,,65,31
11776,note_on,,,,,0,0,1,,,,0,,,58,29
11776,note_off,,,,,33,0,1,,,,0,,,63,0
11816,note_off,,,,,40,0,1,,,,0,,,56,0
12037,control_change,,,,,221,0,1,,,,0,64,127,,
12288,note_on,,,,,0,0,1,,,,0,,,63,20
12288,note_on,,,,,0,0,1,,,,0,,,67,37
12288,note_on,,,,,0,0,1,,,,0,,,56,24
12288,note_off,,,,,0,0,1,,,,0,,,65,0
12288,note_off,,,,,251,0,1,,,,0,,,62,0
12288,set_tempo,,,,,512,1,0,,666666,,,,,,
12328,note_off,,,,,40,0,1,,,,0,,,58,0
12397,control_change,,,,,69,0,1,,,,0,64,0,,
12544,note_on,,,,,147,0,1,,,,0,,,55,21
12584,note_off,,,,,40,0,1,,,,0,,,56,0
12658,control_change,,,,,74,0,1,,,,0,64,127,,
12800,set_tempo,,,,,512,1,0,,750000,,,,,,
12800,note_off,,,,,142,0,1,,,,0,,,63,0
12800,note_off,,,,,0,0,1,,,,0,,,67,0
12800,note_on,,,,,0,0,1,,,,0,,,65,26
12800,note_on,,,,,0,0,1,,,,0,,,68,44
12800,note_on,,,,,0,0,1,,,,0,,,53,19
12840,note_off,,,,,40,0,1,,,,0,,,55,0
12920,control_change,,,,,80,0,1,,,,0,64,0,,
13083,control_change,,,,,163,0,1,,,,0,64,127,,
13312,control_change,,,,,229,0,1,,,,0,64,0,,
13312,control_change,,,,,0,0,1,,,,0,64,127,,
13312,note_off,,,,,0,0,1,,,,0,,,65,0
13312,note_off,,,,,0,0,1,,,,0,,,68,0
13312,note_off,,,,,0,0,1,,,,0,,,46,0
13312,note_on,,,,,0,0,1,,,,0,,,67,26
13312,note_on,,,,,0,0,1,,,,0,,,70,44
13312,note_on,,,,,0,0,1,,,,0,,,51,18
13352,note_off,,,,,40,0,1,,,,0,,,53,0
13406,control_change,,,,,54,0,1,,,,0,64,0,,
13688,control_change,,,,,282,0,1,,,,0,64,127,,
13824,note_on,,,,,136,0,1,,,,0,,,58,20
13824,set_tempo,,,,,1024,1,0,,600000,,,,,,
14336,note_on,,,,,0,0,1,,,,0,,,63,20
14336,note_off,,,,,0,0,1,,,,0,,,58,0
14336,note_off,,,,,512,0,1,,,,0,,,51,0
14828,note_off,,,,,492,0,1,,,,0,,,63,0
14848,note_on,,,,,0,0,1,,,,0,,,55,25
14848,note_on,,,,,0,0,1,,,,0,,,70,46
14848,note_on,,,,,0,0,1,,,,0,,,63,28
14848,note_off,,,,,0,0,1,,,,0,,,70,0
14848,note_off,,,,,20,0,1,,,,0,,,67,0
14848,set_tempo,,,,,1024,1,0,,750000,,,,,,
14911,control_change,,,,,63,0,1,,,,0,64,0,,
15224,control_change,,,,,313,0,1,,,,0,64,127,,
15360,note_on,,,,,0,0,1,,,,0,,,58,27
15360,note_on,,,,,0,0,1,,,,0,,,75,54
15360,note_off,,,,,136,0,1,,,,0,,,70,0
15360,set_tempo,,,,,512,1,0,,666666,,,,,,
15872,note_on,,,,,0,0,1,,,,0,,,64,32
15872,note_off,,,,,0,0,1,,,,0,,,75,0
15872,note_off,,,,,512,0,1,,,,0,,,63,0
15872,note_on,,,,,0,0,1,,,,0,,,70,32
15872,note_off,,,,,0,0,1,,,,0,,,58,0
15872,set_tempo,,,,,512,1,0,,800000,,,,,,
15872,note_on,,,,,0,0,1,,,,0,,,74,51
15872,note_on,,,,,0,0,1,,,,0,,,62,30
15945,control_change,,,,,73,0,1,,,,0,64,0,,
16102,control_change,,,,,157,0,1,,,,0,64,127,,
16384,control_change,,,,,0,0,1,,,,0,64,127,,
16384,note_off,,,,,0,0,1,,,,0,,,64,0
16384,note_off,,,,,0,0,1,,,,0,,,70,0
16384,note_off,,,,,0,0,1,,,,0,,,74,0
16384,note_off,,,,,0,0,1,,,,0,,,55,0
16384,note_on,,,,,0,0,1,,,,0,,,41,24
16384,note_on,,,,,0,0,1,,,,0,,,74,51
16384,note_on,,,,,0,0,1,,,,0,,,70,32
16384,note_off,,,,,0,0,1,,,,0,,,62,0
16384,note_on,,,,,0,0,1,,,,0,,,65,32
16384,control_change,,,,,282,0,1,,,,0,64,0,,
16384,set_tempo,,,,,512,1,0,,750000,,,,,,
16591,control_change,,,,,207,0,1,,,,0,64,0,,
16764,control_change,,,,,173,0,1,,,,0,64,127,,
16896,set_tempo,,,,,512,1,0,,600000,,,,,,
16896,note_on,,,,,132,0,1,,,,0,,,53,21
17408,note_on,,,,,512,0,1,,,,0,,,57,25
17920,note_on,,,,,0,0,1,,,,0,,,69,22
17920,note_off,,,,,512,0,1,,,,0,,,70,0
17920,note_on,,,,,0,0,1,,,,0,,,63,29
17920,note_on,,,,,0,0,1,,,,0,,,72,44
17920,note_off,,,,,0,0,1,,,,0,,,74,0
17920,set_tempo,,,,,1024,1,0,,705882,,,,,,
17972,control_change,,,,,52,0,1,,,,0,64,0,,
18282,control_change,,,,,310,0,1,,,,0,64,127,,
18432,note_off,,,,,0,0,1,,,,0,,,69,0
18432,note_off,,,,,0,0,1,,,,0,,,72,0
18432,note_off,,,,,0,0,1,,,,0,,,57,0
18432,note_off,,,,,0,0,1,,,,0,,,63,0
18432,note_on,,,,,0,0,1,,,,0,,,57,22
18432,note_off,,,,,150,0,1,,,,0,,,65,0
18432,note_off,,,,,0,0,1,,,,0,,,41,0
18432,set_tempo,,,,,512,1,0,,600000,,,,,,
18766,control_change,,,,,334,0,1,,,,0,64,0,,
18944,note_off,,,,,0,0,1,,,,0,,,57,0
18944,set_tempo,,,,,512,1,0,,666666,,,,,,
18944,note_on,,,,,0,0,1,,,,0,,,53,15
18944,note_on,,,,,0,0,1,,,,0,,,72,53
18944,note_on,,,,,0,0,1,,,,0,,,69,37
18944,note_on,,,,,178,0,1,,,,0,,,65,37
18944,note_off,,,,,0,0,1,,,,0,,,53,0
19145,control_change,,,,,201,0,1,,,,0,64,127,,
19456,note_on,,,,,0,0,1,,,,0,,,65,41
19456,note_off,,,,,0,0,1,,,,0,,,65,0
19456,note_off,,,,,0,0,1,,,,0,,,72,0
19456,note_off,,,,,0,0,1,,,,0,,,53,0
19456,note_on,,,,,0,0,1,,,,0,,,70,41
19456,note_on,,,,,0,0,1,,,,0,,,74,57
19456,note_on,,,,,0,0,1,,,,0,,,46,34
19456,control_change,,,,,311,0,1,,,,0,64,0,,
19456,control_change,,,,,0,0,1,,,,0,64,127,,
19456,note_off,,,,,0,0,1,,,,0,,,69,0
19456,set_tempo,,,,,512,1,0,,750000,,,,,,
19663,control_change,,,,,207,0,1,,,,0,64,0,,
19905,control_change,,,,,242,0,1,,,,0,64,127,,
19968,note_on,,,,,0,0,1,,,,0,,,58,25
19968,note_on,,,,,63,0,1,,,,0,,,53,25
19968,set_tempo,,,,,512,1,0,,600000,,,,,,
20480,set_tempo,,,,,512,1,0,,625000,,,,,,
20480,note_off,,,,,0,0,1,,,,0,,,58,0
20480,note_off,,,,,512,0,1,,,,0,,,46,0
20480,note_off,,,,,0,0,1,,,,0,,,53,0
20480,note_on,,,,,0,0,1,,,,0,,,62,25
20975,control_change,,,,,495,0,1,,,,0,64,0,,
20992,note_off,,,,,17,0,1,,,,0,,,65,0
20992,note_off,,,,,0,0,1,,,,0,,,74,0
20992,note_off,,,,,0,0,1,,,,0,,,62,0
20992,note_on,,,,,0,0,1,,,,0,,,63,37
20992,note_on,,,,,0,0,1,,,,0,,,70,37
20992,note_off,,,,,0,0,1,,,,0,,,70,0
20992,note_on,,,,,0,0,1,,,,0,,,43,34
20992,set_tempo,,,,,512,1,0,,705882,,,,,,
20992,note_on,,,,,0,0,1,,,,0,,,75,61
21389,control_change,,,,,397,0,1,,,,0,64,127,,
21504,set_tempo,,,,,512,1,0,,600000,,,,,,
21504,note_on,,,,,115,0,1,,,,0,,,55,25
22016,note_on,,,,,0,0,1,,,,0,,,58,25
22016,note_off,,,,,0,0,1,,,,0,,,55,0
22016,note_off,,,,,512,0,1,,,,0,,,43,0
22528,note_off,,,,,0,0,1,,,,0,,,58,0
22528,note_on,,,,,0,0,1,,,,0,,,74,53
22528,note_on,,,,,0,0,1,,,,0,,,70,33
22528,note_on,,,,,0,0,1,,,,0,,,65,33
22528,note_off,,,,,0,0,1,,,,0,,,75,0
22528,note_off,,,,,0,0,1,,,,0,,,70,0
22528,note_off,,,,,0,0,1,,,,0,,,63,0
22528,note_on,,,,,0,0,1,,,,0,,,41,35
22528,control_change,,,,,512,0,1,,,,0,64,0,,
22528,set_tempo,,,,,1024,1,0,,705882,,,,,,
22528,control_change,,,,,0,0,1,,,,0,64,127,,
22735,control_change,,,,,207,0,1,,,,0,64,0,,
22942,control_change,,,,,207,0,1,,,,0,64,127,,
23040,set_tempo,,,,,512,1,0,,600000,,,,,,
23040,note_on,,,,,98,0,1,,,,0,,,53,26
23552,note_on,,,,,0,0,1,,,,0,,,58,26
23552,note_off,,,,,512,0,1,,,,0,,,41,0
23552,note_off,,,,,0,0,1,,,,0,,,53,0
23936,note_off,,,,,384,0,1,,,,0,,,74,0
23936,note_on,,,,,0,0,1,,,,0,,,74,40
23936,set_tempo,,,,,896,1,0,,800000,,,,,,
24064,set_tempo,,,,,128,1,0,,750000,,,,,,
24064,note_off,,,,,128,0,1,,,,0,,,65,0
24064,note_off,,,,,0,0,1,,,,0,,,70,0
24064,note_off,,,,,0,0,1,,,,0,,,74,0
24064,note_off,,,,,0,0,1,,,,0,,,58,0
24064,note_on,,,,,0,0,1,,,,0,,,72,52
24064,note_on,,,,,0,0,1,,,,0,,,63,32
24064,note_on,,,,,0,0,1,,,,0,,,69,32
24064,note_on,,,,,0,0,1,,,,0,,,41,31
24116,control_change,,,,,52,0,1,,,,0,64,0,,
24357,control_change,,,,,241,0,1,,,,0,64,127,,
24576,note_on,,,,,0,0,1,,,,0,,,70,46
24576,note_off,,,,,219,0,1,,,,0,,,72,0
24576,set_tempo,,,,,512,1,0,,666666,,,,,,
24576,note_on,,,,,0,0,1,,,,0,,,53,19
25088,note_on,,,,,0,0,1,,,,0,,,57,19
25088,note_on,,,,,0,0,1,,,,0,,,72,44
25088,note_off,,,,,512,0,1,,,,0,,,70,0
25088,set_tempo,,,,,512,1,0,,800000,,,,,,
25088,note_off,,,,,0,0,1,,,,0,,,53,0
25186,control_change,,,,,98,0,1,,,,0,64,0,,
25427,control_change,,,,,241,0,1,,,,0,64,127,,
25600,set_tempo,,,,,512,1,0,,923076,,,,,,
25600,note_on,,,,,0,0,1,,,,0,,,34,22
25600,note_on,,,,,0,0,1,,,,0,,,72,48
25600,note_on,,,,,0,0,1,,,,0,,,69,32
25600,note_on,,,,,0,0,1,,,,0,,,63,32
25600,note_off,,,,,0,0,1,,,,0,,,69,0
25600,note_off,,,,,0,0,1,,,,0,,,63,0
25600,note_off,,,,,0,0,1,,,,0,,,72,0
25600,control_change,,,,,0,0,1,,,,0,64,127,,
25600,control_change,,,,,173,0,1,,,,0,64,0,,
25600,note_off,,,,,0,0,1,,,,0,,,57,0
25600,note_off,,,,,0,0,1,,,,0,,,41,0
25773,control_change,,,,,173,0,1,,,,0,64,0,,
25980,control_change,,,,,207,0,1,,,,0,64,127,,
26112,note_on,,,,,132,0,1,,,,0,,,46,19
26112,set_tempo,,,,,512,1,0,,800000,,,,,,
26624,note_on,,,,,0,0,1,,,,0,,,53,15
26624,set_tempo,,,,,512,1,0,,857142,,,,,,
26624,note_off,,,,,512,0,1,,,,0,,,34,0
27119,control_change,,,,,495,0,1,,,,0,64,0,,
27136,note_on,,,,,0,0,1,,,,0,,,70,28
27136,note_on,,,,,0,0,1,,,,0,,,62,12
27136,note_off,,,,,0,0,1,,,,0,,,69,0
27136,note_off,,,,,17,0,1,,,,0,,,63,0
27136,note_off,,,,,0,0,1,,,,0,,,72,0
27136,note_on,,,,,0,0,1,,,,0,,,58,10
27498,control_change,,,,,362,0,1,,,,0,64,127,,
28160,note_off,,,,,662,0,1,,,,0,,,62,0
28160,set_tempo,,,,,1536,1,0,,857142,,,,,,
28160,note_off,,,,,0,0,1,,,,0,,,70,0
28160,note_off,,,,,0,0,1,,,,0,,,46,0
28160,note_off,,,,,0,0,1,,,,0,,,53,0
28160,note_off,,,,,0,0,1,,,,0,,,58,0
28160,note_on,,,,,0,0,1,,,,0,,,70,40
28672,note_off,,,,,0,0,1,,,,0,,,70,0
28672,note_on,,,,,0,0,1,,,,0,,,67,22
28672,note_on,,,,,0,0,1,,,,0,,,70,40
28672,note_on,,,,,0,0,1,,,,0,,,51,18
28672,control_change,,,,,512,0,1,,,,0,64,0,,
28672,control_change,,,,,0,0,1,,,,0,64,127,,
28672,set_tempo,,,,,512,1,0,,857142,,,,,,
28894,control_change,,,,,222,0,1,,,,0,64,0,,
29079,control_change,,,,,185,0,1,,,,0,64,127,,
29184,note_on,,,,,105,0,1,,,,0,,,58,20
29184,set_tempo,,,,,512,1,0,,625000,,,,,,
29696,note_on,,,,,0,0,1,,,,0,,,63,20
29696,note_off,,,,,512,0,1,,,,0,,,51,0
29696,note_off,,,,,0,0,1,,,,0,,,58,0
30208,set_tempo,,,,,1024,1,0,,666666,,,,,,
30208,note_on,,,,,0,0,1,,,,0,,,51,18
30208,note_off,,,,,512,0,1,,,,0,,,67,0
30208,note_off,,,,,0,0,1,,,,0,,,70,0
30208,note_off,,,,,0,0,1,,,,0,,,63,0
30208,note_on,,,,,0,0,1,,,,0,,,68,23
30208,note_on,,,,,0,0,1,,,,0,,,70,41
30278,control_change,,,,,70,0,1,,,,0,64,0,,
30592,control_change,,,,,314,0,1,,,,0,64,127,,
30720,set_tempo,,,,,512,1,0,,705882,,,,,,
30720,note_off,,,,,128,0,1,,,,0,,,70,0
30720,note_on,,,,,0,0,1,,,,0,,,75,46
30720,note_on,,,,,0,0,1,,,,0,,,58,20
31232,set_tempo,,,,,512,1,0,,750000,,,,,,
31232,note_off,,,,,0,0,1,,,,0,,,58,0
31232,note_on,,,,,0,0,1,,,,0,,,65,20
31232,note_on,,,,,0,0,1,,,,0,,,74,41
31232,note_off,,,,,512,0,1,,,,0,,,75,0
31325,control_change,,,,,93,0,1,,,,0,64,0,,
31604,control_change,,,,,279,0,1,,,,0,64,127,,
31744,set_tempo,,,,,512,1,0,,705882,,,,,,
31744,note_off,,,,,0,0,1,,,,0,,,65,0
31744,note_off,,,,,0,0,1,,,,0,,,68,0
31744,control_change,,,,,140,0,1,,,,0,64,0,,
31744,control_change,,,,,0,0,1,,,,0,64,127,,
31744,note_off,,,,,0,0,1,,,,0,,,74,0
31744,note_off,,,,,0,0,1,,,,0,,,51,0
31744,note_on,,,,,0,0,1,,,,0,,,67,21
31744,note_on,,,,,0,0,1,,,,0,,,75,43
31744,note_on,,,,,0,0,1,,,,0,,,51,15
31929,control_change,,,,,185,0,1,,,,0,64,0,,
32225,control_change,,,,,296,0,1,,,,0,64,127,,
32256,set_tempo,,,,,512,1,0,,600000,,,,,,
32256,note_on,,,,,31,0,1,,,,0,,,55,18
32768,note_on,,,,,512,0,1,,,,0,,,58,21
33280,note_off,,,,,512,0,1,,,,0,,,75,0
33280,note_on,,,,,0,0,1,,,,0,,,70,29
33280,note_on,,,,,0,0,1,,,,0,,,63,24
33280,set_tempo,,,,,1024,1,0,,750000,,,,,,
33792,note_on,,,,,0,0,1,,,,0,,,55,20
33792,note_off,,,,,512,0,1,,,,0,,,67,0
33792,set_tempo,,,,,512,1,0,,600000,,,,,,
33792,note_off,,,,,0,0,1,,,,0,,,70,0
33792,note_off,,,,,0,0,1,,,,0,,,55,0
33792,note_off,,,,,0,0,1,,,,0,,,63,0
34188,control_change,,,,,396,0,1,,,,0,64,0,,
34304,note_off,,,,,0,0,1,,,,0,,,55,0
34304,note_on,,,,,116,0,1,,,,0,,,67,23
34304,set_tempo,,,,,512,1,0,,750000,,,,,,
34304,note_on,,,,,0,0,1,,,,0,,,70,41
34304,note_off,,,,,0,0,1,,,,0,,,58,0
34304,note_on,,,,,0,0,1,,,,0,,,58,16
34572,control_change,,,,,268,0,1,,,,0,64,127,,
34816,set_tempo,,,,,512,1,0,,705882,,,,,,
34816,note_on,,,,,0,0,1,,,,0,,,51,21
34816,note_on,,,,,0,0,1,,,,0,,,63,21
34816,control_change,,,,,244,0,1,,,,0,64,0,,
34816,control_change,,,,,0,0,1,,,,0,64,127,,
34816,note_off,,,,,0,0,1,,,,0,,,67,0
34816,note_off,,,,,0,0,1,,,,0,,,70,0
34816,note_off,,,,,0,0,1,,,,0,,,51,0
34816,note_on,,,,,0,0,1,,,,0,,,67,39
34816,note_off,,,,,0,0,1,,,,0,,,58,0
35328,note_on,,,,,512,0,1,,,,0,,,55,23
35328,set_tempo,,,,,512,1,0,,600000,,,,,,
35511,control_change,,,,,183,0,1,,,,0,64,0,,
35724,control_change,,,,,213,0,1,,,,0,64,127,,
35840,note_off,,,,,0,0,1,,,,0,,,51,0
35840,note_on,,,,,0,0,1,,,,0,,,65,20
35840,note_off,,,,,116,0,1,,,,0,,,63,0
35840,note_off,,,,,0,0,1,,,,0,,,67,0
35840,note_off,,,,,0,0,1,,,,0,,,55,0
35840,note_on,,,,,0,0,1,,,,0,,,68,38
35840,note_on,,,,,0,0,1,,,,0,,,56,25
36096,set_tempo,,,,,768,1,0,,1333333,,,,,,
36096,note_off,,,,,256,0,1,,,,0,,,68,0
36096,note_on,,,,,0,0,1,,,,0,,,68,38
36181,note_off,,,,,85,0,1,,,,0,,,68,0
36181,note_on,,,,,0,0,1,,,,0,,,70,38
36267,note_off,,,,,86,0,1,,,,0,,,70,0
36267,note_on,,,,,0,0,1,,,,0,,,72,38
36352,note_on,,,,,0,0,1,,,,0,,,58,27
36352,note_on,,,,,0,0,1,,,,0,,,70,46
36352,note_on,,,,,0,0,1,,,,0,,,67,27
36352,set_tempo,,,,,256,1,0,,750000,,,,,,
36352,note_off,,,,,0,0,1,,,,0,,,72,0
36352,note_off,,,,,0,0,1,,,,0,,,56,0
36352,note_off,,,,,85,0,1,,,,0,,,65,0
36365,control_change,,,,,13,0,1,,,,0,64,0,,
36552,control_change,,,,,187,0,1,,,,0,64,127,,
36864,note_off,,,,,0,0,1,,,,0,,,58,0
36864,set_tempo,,,,,512,1,0,,666666,,,,,,
36864,note_on,,,,,0,0,1,,,,0,,,65,25
36864,note_on,,,,,0,0,1,,,,0,,,68,43
36864,note_on,,,,,0,0,1,,,,0,,,56,23
36864,note_off,,,,,312,0,1,,,,0,,,67,0
36864,note_off,,,,,0,0,1,,,,0,,,70,0
36980,control_change,,,,,116,0,1,,,,0,64,0,,
37193,control_change,,,,,213,0,1,,,,0,64,127,,
37376,note_off,,,,,183,0,1,,,,0,,,65,0
37376,note_off,,,,,0,0,1,,,,0,,,68,0
37376,note_on,,,,,0,0,1,,,,0,,,67,40
37376,note_on,,,,,0,0,1,,,,0,,,55,20
37376,set_tempo,,,,,512,1,0,,750000,,,,,,
37376,note_on,,,,,0,0,1,,,,0,,,63,23
37376,note_off,,,,,0,0,1,,,,0,,,56,0
37487,control_change,,,,,111,0,1,,,,0,64,0,,
