tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
4437,note_on,,,,,105,0,1,,,,0,,,46,33
4569,control_change,,,,,132,0,1,,,,0,64,127,,
4608,note_off,,,,,39,0,1,,,,0,,,65,0
4779,note_on,,,,,171,0,1,,,,0,,,50,33
4864,note_on,,,,,85,0,1,,,,0,,,70,49
4910,control_change,,,,,46,0,1,,,,0,64,0,,
5120,control_change,,,,,210,0,1,,,,0,64,0,,
5120,control_change,,,,,0,0,1,,,,0,64,0,,
5120,note_off,,,,,0,0,1,,,,0,,,70,0
5120,note_off,,,,,0,0,1,,,,0,,,38,0
5120,note_off,,,,,0,0,1,,,,0,,,46,0
5120,note_off,,,,,0,0,1,,,,0,,,50,0
5120,note_on,,,,,0,0,1,,,,0,,,58,43
5120,note_on,,,,,0,0,1,,,,0,,,68,57
5120,set_tempo,,,,,2048,1,0,,333333,,,,,,
5120,note_on,,,,,0,0,1,,,,0,,,41,38
5282,control_change,,,,,162,0,1,,,,0,64,127,,
5461,note_on,,,,,179,0,1,,,,0,,,46,33
5803,note_on,,,,,342,0,1,,,,0,,,53,33
5888,note_on,,,,,0,0,1,,,,0,,,70,49
5888,note_off,,,,,0,0,1,,,,0,,,68,0
5888,note_off,,,,,85,0,1,,,,0,,,58,0
6144,note_off,,,,,256,0,1,,,,0,,,70,0
6144,note_off,,,,,0,0,1,,,,0,,,53,0
6144,note_off,,,,,0,0,1,,,,0,,,46,0
6144,note_off,,,,,0,0,1,,,,0,,,41,0
6144,note_on,,,,,0,0,1,,,,0,,,41,33
6144,note_on,,,,,0,0,1,,,,0,,,68,53
6144,note_on,,,,,0,0,1,,,,0,,,58,39
6144,set_tempo,,,,,1024,1,0,,333333,,,,,,
6485,note_on,,,,,341,0,1,,,,0,,,46,33
6827,note_on,,,,,342,0,1,,,,0,,,53,33
6912,note_off,,,,,0,0,1,,,,0,,,68,0
6912,note_on,,,,,0,0,1,,,,0,,,70,49
6912,note_off,,,,,85,0,1,,,,0,,,58,0
7006,control_change,,,,,94,0,1,,,,0,64,0,,
7168,set_tempo,,,,,1024,1,0,,333333,,,,,,
7168,control_change,,,,,162,0,1,,,,0,64,0,,
7168,note_off,,,,,0,0,1,,,,0,,,70,0
7168,note_off,,,,,0,0,1,,,,0,,,41,0
7168,note_off,,,,,0,0,1,,,,0,,,46,0
7168,note_off,,,,,0,0,1,,,,0,,,53,0
7168,note_on,,,,,0,0,1,,,,0,,,58,39
7168,note_on,,,,,0,0,1,,,,0,,,66,53
7168,note_on,,,,,0,0,1,,,,0,,,39,38
7168,control_change,,,,,0,0,1,,,,0,64,0,,
7376,control_change,,,,,208,0,1,,,,0,64,127,,
7509,note_on,,,,,133,0,1,,,,0,,,46,33
7851,note_on,,,,,342,0,1,,,,0,,,51,33
8192,note_off,,,,,0,0,1,,,,0,,,66,0
8192,note_off,,,,,0,0,1,,,,0,,,39,0
8192,note_off,,,,,0,0,1,,,,0,,,46,0
8192,note_off,,,,,0,0,1,,,,0,,,51,0
8192,note_on,,,,,0,0,1,,,,0,,,39,33
8192,note_off,,,,,341,0,1,,,,0,,,58,0
8237,control_change,,,,,45,0,1,,,,0,64,0,,
8533,note_on,,,,,296,0,1,,,,0,,,46,33
8563,control_change,,,,,30,0,1,,,,0,64,127,,
8875,note_on,,,,,312,0,1,,,,0,,,51,33
8960,set_tempo,,,,,1792,1,0,,375000,,,,,,
8960,note_on,,,,,0,0,1,,,,0,,,70,49
8960,note_on,,,,,85,0,1,,,,0,,,58,35
9127,control_change,,,,,167,0,1,,,,0,64,0,,
9216,note_on,,,,,0,0,1,,,,0,,,42,38
9216,note_on,,,,,0,0,1,,,,0,,,70,57
9216,note_on,,,,,0,0,1,,,,0,,,58,43
9216,note_off,,,,,0,0,1,,,,0,,,46,0
9216,note_off,,,,,0,0,1,,,,0,,,39,0
9216,note_off,,,,,0,0,1,,,,0,,,70,0
9216,note_off,,,,,0,0,1,,,,0,,,58,0
9216,control_change,,,,,0,0,1,,,,0,64,0,,
9216,control_change,,,,,89,0,1,,,,0,64,0,,
9216,note_off,,,,,0,0,1,,,,0,,,51,0
9216,set_tempo,,,,,256,1,0,,333333,,,,,,
9424,control_change,,,,,208,0,1,,,,0,64,127,,
9557,note_on,,,,,133,0,1,,,,0,,,46,33
9728,note_off,,,,,0,0,1,,,,0,,,70,0
9728,note_off,,,,,171,0,1,,,,0,,,58,0
9728,set_tempo,,,,,512,1,0,,375000,,,,,,
9810,control_change,,,,,82,0,1,,,,0,64,0,,
9899,note_on,,,,,89,0,1,,,,0,,,51,33
10240,note_on,,,,,341,0,1,,,,0,,,66,45
10240,note_off,,,,,0,0,1,,,,0,,,42,0
10240,set_tempo,,,,,512,1,0,,333333,,,,,,
10240,note_off,,,,,0,0,1,,,,0,,,46,0
10240,note_off,,,,,0,0,1,,,,0,,,51,0
10240,note_on,,,,,0,0,1,,,,0,,,78,59
10240,note_on,,,,,0,0,1,,,,0,,,42,33
10433,control_change,,,,,193,0,1,,,,0,64,127,,
10581,note_on,,,,,148,0,1,,,,0,,,46,33
10923,note_on,,,,,342,0,1,,,,0,,,51,33
11264,control_change,,,,,341,0,1,,,,0,64,0,,
11264,control_change,,,,,0,0,1,,,,0,64,127,,
11264,note_off,,,,,0,0,1,,,,0,,,42,0
11264,note_off,,,,,0,0,1,,,,0,,,46,0
11264,note_off,,,,,0,0,1,,,,0,,,51,0
11264,note_on,,,,,0,0,1,,,,0,,,44,38
11472,control_change,,,,,208,0,1,,,,0,64,0,,
11605,note_on,,,,,133,0,1,,,,0,,,47,33
11709,control_change,,,,,104,0,1,,,,0,64,127,,
11947,note_on,,,,,238,0,1,,,,0,,,53,33
12288,note_off,,,,,341,0,1,,,,0,,,66,0
12288,note_off,,,,,0,0,1,,,,0,,,78,0
12288,note_off,,,,,0,0,1,,,,0,,,47,0
12288,note_on,,,,,0,0,1,,,,0,,,65,39
12288,note_off,,,,,0,0,1,,,,0,,,53,0
12288,note_on,,,,,0,0,1,,,,0,,,77,53
12288,note_on,,,,,0,0,1,,,,0,,,44,33
12288,note_off,,,,,0,0,1,,,,0,,,44,0
12333,control_change,,,,,45,0,1,,,,0,64,0,,
12629,note_on,,,,,296,0,1,,,,0,,,47,33
12816,note_off,,,,,187,0,1,,,,0,,,65,0
12816,note_off,,,,,0,0,1,,,,0,,,77,0
12971,note_on,,,,,155,0,1,,,,0,,,53,33
13056,note_on,,,,,85,0,1,,,,0,,,63,35
13056,set_tempo,,,,,2816,1,0,,375000,,,,,,
13056,note_on,,,,,0,0,1,,,,0,,,75,49
13143,note_off,,,,,0,0,1,,,,0,,,75,0
13143,note_off,,,,,87,0,1,,,,0,,,63,0
13312,note_off,,,,,0,0,1,,,,0,,,47,0
13312,note_off,,,,,0,0,1,,,,0,,,44,0
13312,control_change,,,,,0,0,1,,,,0,64,0,,
13312,control_change,,,,,169,0,1,,,,0,64,0,,
13312,note_on,,,,,0,0,1,,,,0,,,46,38
13312,note_off,,,,,0,0,1,,,,0,,,53,0
13312,note_on,,,,,0,0,1,,,,0,,,74,57
13312,note_on,,,,,0,0,1,,,,0,,,62,43
13312,set_tempo,,,,,256,1,0,,333333,,,,,,
13653,note_on,,,,,341,0,1,,,,0,,,53,33
13680,note_off,,,,,0,0,1,,,,0,,,74,0
13680,note_off,,,,,27,0,1,,,,0,,,62,0
13995,note_on,,,,,315,0,1,,,,0,,,56,33
14080,note_on,,,,,0,0,1,,,,0,,,77,49
14080,note_on,,,,,85,0,1,,,,0,,,65,35
14080,set_tempo,,,,,768,1,0,,375000,,,,,,
14167,note_off,,,,,87,0,1,,,,0,,,65,0
14167,note_off,,,,,0,0,1,,,,0,,,77,0
14336,note_off,,,,,0,0,1,,,,0,,,56,0
14336,note_off,,,,,0,0,1,,,,0,,,53,0
14336,note_on,,,,,0,0,1,,,,0,,,46,33
14336,note_on,,,,,0,0,1,,,,0,,,74,53
14336,note_on,,,,,169,0,1,,,,0,,,62,39
14336,note_off,,,,,0,0,1,,,,0,,,46,0
14336,set_tempo,,,,,256,1,0,,333333,,,,,,
14677,note_on,,,,,341,0,1,,,,0,,,53,33
14864,note_off,,,,,0,0,1,,,,0,,,74,0
14864,note_off,,,,,187,0,1,,,,0,,,62,0
15019,note_on,,,,,155,0,1,,,,0,,,56,33
15104,note_on,,,,,85,0,1,,,,0,,,65,35
15104,note_on,,,,,0,0,1,,,,0,,,77,49
15104,set_tempo,,,,,768,1,0,,375000,,,,,,
15191,note_off,,,,,0,0,1,,,,0,,,77,0
15191,note_off,,,,,87,0,1,,,,0,,,65,0
15360,control_change,,,,,0,0,1,,,,0,64,0,,
15360,note_off,,,,,0,0,1,,,,0,,,53,0
15360,note_off,,,,,0,0,1,,,,0,,,46,0
15360,note_on,,,,,0,0,1,,,,0,,,75,53
15360,control_change,,,,,169,0,1,,,,0,64,0,,
15360,note_on,,,,,0,0,1,,,,0,,,39,50
15360,note_off,,,,,0,0,1,,,,0,,,56,0
15360,note_on,,,,,0,0,1,,,,0,,,63,39
15360,set_tempo,,,,,256,1,0,,333333,,,,,,
15701,note_on,,,,,341,0,1,,,,0,,,46,45
16043,note_on,,,,,342,0,1,,,,0,,,51,45
16384,note_off,,,,,341,0,1,,,,0,,,63,0
16384,note_off,,,,,0,0,1,,,,0,,,75,0
16384,note_off,,,,,0,0,1,,,,0,,,39,0
16384,note_off,,,,,0,0,1,,,,0,,,46,0
16384,note_off,,,,,0,0,1,,,,0,,,51,0
16384,note_on,,,,,0,0,1,,,,0,,,39,45
16725,note_on,,,,,341,0,1,,,,0,,,46,45
17067,note_on,,,,,342,0,1,,,,0,,,51,45
17152,note_on,,,,,85,0,1,,,,0,,,70,54
17152,set_tempo,,,,,1792,1,0,,375000,,,,,,
17152,note_on,,,,,0,0,1,,,,0,,,82,66
17408,note_on,,,,,0,0,1,,,,0,,,39,62
17408,note_on,,,,,0,0,1,,,,0,,,82,72
17408,note_on,,,,,0,0,1,,,,0,,,70,58
17408,note_off,,,,,0,0,1,,,,0,,,51,0
17408,control_change,,,,,256,0,1,,,,0,64,0,,
17408,control_change,,,,,0,0,1,,,,0,64,0,,
17408,note_off,,,,,0,0,1,,,,0,,,70,0
17408,note_off,,,,,0,0,1,,,,0,,,82,0
17408,note_off,,,,,0,0,1,,,,0,,,46,0
17408,note_off,,,,,0,0,1,,,,0,,,39,0
17408,control_change,,,,,0,0,1,,,,0,64,0,,
17408,set_tempo,,,,,256,1,0,,333333,,,,,,
17697,control_change,,,,,289,0,1,,,,0,64,127,,
17749,note_on,,,,,52,0,1,,,,0,,,46,50
18091,note_on,,,,,342,0,1,,,,0,,,51,50
18432,note_on,,,,,0,0,1,,,,0,,,39,50
18432,note_on,,,,,0,0,1,,,,0,,,78,66
18432,note_off,,,,,0,0,1,,,,0,,,51,0
18432,note_off,,,,,0,0,1,,,,0,,,46,0
18432,note_off,,,,,0,0,1,,,,0,,,39,0
18432,note_off,,,,,0,0,1,,,,0,,,82,0
18432,note_off,,,,,341,0,1,,,,0,,,70,0
18458,control_change,,,,,26,0,1,,,,0,64,0,,
18668,control_change,,,,,210,0,1,,,,0,64,0,,
18773,note_on,,,,,105,0,1,,,,0,,,46,50
18905,control_change,,,,,132,0,1,,,,0,64,127,,
18944,note_off,,,,,39,0,1,,,,0,,,78,0
19115,note_on,,,,,171,0,1,,,,0,,,51,50
19200,set_tempo,,,,,1792,1,0,,375000,,,,,,
19200,note_on,,,,,0,0,1,,,,0,,,82,64
19200,note_on,,,,,85,0,1,,,,0,,,70,50
19246,control_change,,,,,46,0,1,,,,0,64,0,,
19456,note_off,,,,,0,0,1,,,,0,,,82,0
19456,note_off,,,,,0,0,1,,,,0,,,70,0
19456,control_change,,,,,0,0,1,,,,0,64,0,,
19456,control_change,,,,,0,0,1,,,,0,64,0,,
19456,control_change,,,,,0,0,1,,,,0,64,0,,
19456,note_off,,,,,0,0,1,,,,0,,,51,0
19456,control_change,,,,,210,0,1,,,,0,64,0,,
19456,note_on,,,,,0,0,1,,,,0,,,70,58
19456,set_tempo,,,,,256,1,0,,333333,,,,,,
19456,note_on,,,,,0,0,1,,,,0,,,82,72
19456,note_on,,,,,0,0,1,,,,0,,,38,62
19456,note_off,,,,,0,0,1,,,,0,,,39,0
19456,note_off,,,,,0,0,1,,,,0,,,46,0
19745,control_change,,,,,289,0,1,,,,0,64,127,,
19797,note_on,,,,,52,0,1,,,,0,,,46,50
20139,note_on,,,,,342,0,1,,,,0,,,50,50
20373,control_change,,,,,234,0,1,,,,0,64,127,,
20480,note_off,,,,,107,0,1,,,,0,,,70,0
20480,note_off,,,,,0,0,1,,,,0,,,82,0
20480,note_off,,,,,0,0,1,,,,0,,,38,0
20480,note_off,,,,,0,0,1,,,,0,,,46,0
20480,note_off,,,,,0,0,1,,,,0,,,50,0
20480,note_on,,,,,0,0,1,,,,0,,,77,66
20480,note_on,,,,,0,0,1,,,,0,,,38,50
20716,control_change,,,,,236,0,1,,,,0,64,0,,
20821,note_on,,,,,105,0,1,,,,0,,,46,50
20953,control_change,,,,,132,0,1,,,,0,64,127,,
20992,note_off,,,,,39,0,1,,,,0,,,77,0
21163,note_on,,,,,171,0,1,,,,0,,,50,50
21248,note_on,,,,,85,0,1,,,,0,,,82,64
21294,control_change,,,,,46,0,1,,,,0,64,0,,
21504,set_tempo,,,,,2048,1,0,,333333,,,,,,
21504,note_on,,,,,0,0,1,,,,0,,,41,62
21504,note_on,,,,,0,0,1,,,,0,,,80,72
21504,note_on,,,,,0,0,1,,,,0,,,70,58
21504,note_off,,,,,0,0,1,,,,0,,,50,0
21504,note_off,,,,,0,0,1,,,,0,,,46,0
21504,note_off,,,,,0,0,1,,,,0,,,38,0
21504,control_change,,,,,210,0,1,,,,0,64,0,,
21504,control_change,,,,,0,0,1,,,,0,64,0,,
21504,control_change,,,,,0,0,1,,,,0,64,0,,
21504,note_off,,,,,0,0,1,,,,0,,,82,0
21666,control_change,,,,,162,0,1,,,,0,64,127,,
21845,note_on,,,,,179,0,1,,,,0,,,46,50
22187,note_on,,,,,342,0,1,,,,0,,,53,50
22272,note_off,,,,,85,0,1,,,,0,,,70,0
22272,note_off,,,,,0,0,1,,,,0,,,80,0
22272,note_on,,,,,0,0,1,,,,0,,,82,64
22528,note_off,,,,,0,0,1,,,,0,,,41,0
22528,note_off,,,,,0,0,1,,,,0,,,53,0
22528,note_off,,,,,0,0,1,,,,0,,,46,0
22528,note_on,,,,,0,0,1,,,,0,,,41,50
22528,set_tempo,,,,,1024,1,0,,333333,,,,,,
22528,note_on,,,,,0,0,1,,,,0,,,80,68
22528,note_off,,,,,256,0,1,,,,0,,,82,0
22528,note_on,,,,,0,0,1,,,,0,,,70,54
22869,note_on,,,,,341,0,1,,,,0,,,46,50
23211,note_on,,,,,342,0,1,,,,0,,,53,50
23296,note_on,,,,,0,0,1,,,,0,,,82,64
23296,note_off,,,,,85,0,1,,,,0,,,70,0
23296,note_off,,,,,0,0,1,,,,0,,,80,0
23390,control_change,,,,,94,0,1,,,,0,64,0,,
23552,note_off,,,,,0,0,1,,,,0,,,41,0
23552,note_off,,,,,0,0,1,,,,0,,,82,0
23552,control_change,,,,,0,0,1,,,,0,64,0,,
23552,control_change,,,,,0,0,1,,,,0,64,0,,
23552,control_change,,,,,162,0,1,,,,0,64,0,,
23552,set_tempo,,,,,1024,1,0,,333333,,,,,,
23552,note_on,,,,,0,0,1,,,,0,,,70,54
23552,note_on,,,,,0,0,1,,,,0,,,39,62
23552,note_off,,,,,0,0,1,,,,0,,,46,0
23552,note_on,,,,,0,0,1,,,,0,,,78,68
23552,note_off,,,,,0,0,1,,,,0,,,53,0
23760,control_change,,,,,208,0,1,,,,0,64,127,,
23893,note_on,,,,,133,0,1,,,,0,,,46,50
24235,note_on,,,,,342,0,1,,,,0,,,51,50
24576,note_off,,,,,0,0,1,,,,0,,,46,0
24576,note_off,,,,,0,0,1,,,,0,,,51,0
24576,note_on,,,,,0,0,1,,,,0,,,39,50
24576,note_off,,,,,0,0,1,,,,0,,,39,0
24576,note_off,,,,,341,0,1,,,,0,,,70,0
24576,note_off,,,,,0,0,1,,,,0,,,78,0
24621,control_change,,,,,45,0,1,,,,0,64,0,,
24917,note_on,,,,,296,0,1,,,,0,,,46,50
24947,control_change,,,,,30,0,1,,,,0,64,127,,
25259,note_on,,,,,312,0,1,,,,0,,,51,50
25344,set_tempo,,,,,1792,1,0,,375000,,,,,,
25344,note_on,,,,,85,0,1,,,,0,,,70,54
25344,note_on,,,,,0,0,1,,,,0,,,82,68
25511,control_change,,,,,167,0,1,,,,0,64,0,,
25600,note_off,,,,,0,0,1,,,,0,,,82,0
25600,note_on,,,,,0,0,1,,,,0,,,70,62
25600,note_off,,,,,0,0,1,,,,0,,,51,0
25600,note_off,,,,,0,0,1,,,,0,,,46,0
25600,note_off,,,,,0,0,1,,,,0,,,39,0
25600,note_off,,,,,0,0,1,,,,0,,,70,0
25600,control_change,,,,,89,0,1,,,,0,64,0,,
25600,control_change,,,,,0,0,1,,,,0,64,0,,
25600,note_on,,,,,0,0,1,,,,0,,,82,76
25600,set_tempo,,,,,256,1,0,,333333,,,,,,
25600,control_change,,,,,0,0,1,,,,0,64,0,,
25600,note_on,,,,,0,0,1,,,,0,,,42,62
25808,control_change,,,,,208,0,1,,,,0,64,127,,
25941,note_on,,,,,133,0,1,,,,0,,,46,50
26112,note_off,,,,,171,0,1,,,,0,,,70,0
26112,note_off,,,,,0,0,1,,,,0,,,82,0
26112,set_tempo,,,,,512,1,0,,375000,,,,,,
26194,control_change,,,,,82,0,1,,,,0,64,0,,
26283,note_on,,,,,89,0,1,,,,0,,,51,50
26413,control_change,,,,,130,0,1,,,,0,64,127,,
26624,note_off,,,,,0,0,1,,,,0,,,51,0
26624,note_off,,,,,0,0,1,,,,0,,,46,0
26624,note_off,,,,,0,0,1,,,,0,,,42,0
26624,note_on,,,,,0,0,1,,,,0,,,42,50
26624,set_tempo,,,,,512,1,0,,333333,,,,,,
26624,note_on,,,,,211,0,1,,,,0,,,78,64
26624,note_on,,,,,0,0,1,,,,0,,,90,78
26965,note_on,,,,,341,0,1,,,,0,,,46,50
27307,note_on,,,,,342,0,1,,,,0,,,51,50
27648,note_on,,,,,0,0,1,,,,0,,,44,62
27648,note_off,,,,,0,0,1,,,,0,,,51,0
27648,note_off,,,,,0,0,1,,,,0,,,42,0
27648,note_off,,,,,0,0,1,,,,0,,,46,0
27648,control_change,,,,,0,0,1,,,,0,64,127,,
27648,control_change,,,,,341,0,1,,,,0,64,0,,
27648,control_change,,,,,0,0,1,,,,0,64,0,,
27856,control_change,,,,,208,0,1,,,,0,64,0,,
27989,note_on,,,,,133,0,1,,,,0,,,47,50
28093,control_change,,,,,104,0,1,,,,0,64,127,,
28331,note_on,,,,,238,0,1,,,,0,,,53,50
28672,note_off,,,,,0,0,1,,,,0,,,53,0
28672,note_on,,,,,0,0,1,,,,0,,,77,58
28672,note_on,,,,,0,0,1,,,,0,,,44,50
28672,note_on,,,,,0,0,1,,,,0,,,89,72
28672,note_off,,,,,0,0,1,,,,0,,,44,0
28672,note_off,,,,,0,0,1,,,,0,,,47,0
28672,note_off,,,,,341,0,1,,,,0,,,78,0
28672,note_off,,,,,0,0,1,,,,0,,,90,0
28717,control_change,,,,,45,0,1,,,,0,64,0,,
29013,note_on,,,,,296,0,1,,,,0,,,47,50
29355,note_on,,,,,342,0,1,,,,0,,,53,50
29440,set_tempo,,,,,2816,1,0,,375000,,,,,,
29440,note_off,,,,,85,0,1,,,,0,,,77,0
29440,note_off,,,,,0,0,1,,,,0,,,89,0
29440,note_on,,,,,0,0,1,,,,0,,,75,54
29440,note_on,,,,,0,0,1,,,,0,,,87,68
29696,control_change,,,,,0,0,1,,,,0,64,0,,
29696,control_change,,,,,256,0,1,,,,0,64,0,,
29696,control_change,,,,,0,0,1,,,,0,64,0,,
29696,set_tempo,,,,,256,1,0,,333333,,,,,,
29696,note_off,,,,,0,0,1,,,,0,,,87,0
29696,note_off,,,,,0,0,1,,,,0,,,44,0
29696,note_off,,,,,0,0,1,,,,0,,,47,0
29696,note_off,,,,,0,0,1,,,,0,,,53,0
29696,note_on,,,,,0,0,1,,,,0,,,74,62
29696,note_on,,,,,0,0,1,,,,0,,,86,76
29696,note_on,,,,,0,0,1,,,,0,,,46,62
29696,note_off,,,,,0,0,1,,,,0,,,75,0
30037,note_on,,,,,341,0,1,,,,0,,,53,50
30379,note_on,,,,,342,0,1,,,,0,,,56,50
30464,note_off,,,,,85,0,1,,,,0,,,74,0
30464,set_tempo,,,,,768,1,0,,375000,,,,,,
30464,note_off,,,,,0,0,1,,,,0,,,86,0
30464,note_on,,,,,0,0,1,,,,0,,,77,54
30464,note_on,,,,,0,0,1,,,,0,,,89,68
30720,note_off,,,,,256,0,1,,,,0,,,77,0
30720,note_off,,,,,0,0,1,,,,0,,,53,0
30720,set_tempo,,,,,256,1,0,,333333,,,,,,
30720,note_off,,,,,0,0,1,,,,0,,,89,0
30720,note_on,,,,,0,0,1,,,,0,,,46,50
30720,note_off,,,,,0,0,1,,,,0,,,46,0
30720,note_on,,,,,0,0,1,,,,0,,,74,58
30720,note_on,,,,,0,0,1,,,,0,,,86,72
30720,note_off,,,,,0,0,1,,,,0,,,56,0
31061,note_on,,,,,341,0,1,,,,0,,,53,50
31403,note_on,,,,,342,0,1,,,,0,,,56,50
31488,note_on,,,,,0,0,1,,,,0,,,77,54
31488,set_tempo,,,,,768,1,0,,375000,,,,,,
31488,note_off,,,,,85,0,1,,,,0,,,74,0
31488,note_off,,,,,0,0,1,,,,0,,,86,0
31488,note_on,,,,,0,0,1,,,,0,,,89,68
31744,note_off,,,,,0,0,1,,,,0,,,89,0
31744,note_off,,,,,0,0,1,,,,0,,,77,0
31744,control_change,,,,,0,0,1,,,,0,64,0,,
31744,note_on,,,,,0,0,1,,,,0,,,54,53
31744,note_on,,,,,0,0,1,,,,0,,,51,44
31744,control_change,,,,,256,0,1,,,,0,64,0,,
31744,note_on,,,,,0,0,1,,,,0,,,75,54
31744,note_off,,,,,0,0,1,,,,0,,,56,0
31744,note_off,,,,,0,0,1,,,,0,,,46,0
31744,note_on,,,,,0,0,1,,,,0,,,87,66
31744,note_off,,,,,0,0,1,,,,0,,,53,0
32768,note_off,,,,,1024,0,1,,,,0,,,75,0
32768,note_off,,,,,0,0,1,,,,0,,,87,0
32768,note_off,,,,,0,0,1,,,,0,,,51,0
32768,note_off,,,,,0,0,1,,,,0,,,54,0
33792,set_tempo,,,,,2304,1,0,,375000,,,,,,
33792,note_on,,,,,0,0,1,,,,0,,,39,32
33792,note_on,,,,,0,0,1,,,,0,,,70,44
33792,control_change,,,,,0,0,1,,,,0,64,0,,
33792,control_change,,,,,1024,0,1,,,,0,64,0,,
34096,control_change,,,,,304,0,1,,,,0,64,127,,
34123,control_change,,,,,0,0,1,,,,0,64,127,,
34123,control_change,,,,,27,0,1,,,,0,64,127,,
34133,set_tempo,,,,,341,1,0,,333333,,,,,,
34133,note_on,,,,,10,0,1,,,,0,,,66,43
34133,note_on,,,,,0,0,1,,,,0,,,46,31
34475,note_on,,,,,0,0,1,,,,0,,,51,30
34475,note_off,,,,,342,0,1,,,,0,,,66,0
34475,note_off,,,,,0,0,1,,,,0,,,39,0
34475,note_off,,,,,0,0,1,,,,0,,,46,0
34475,note_on,,,,,0,0,1,,,,0,,,58,42
34475,note_off,,,,,0,0,1,,,,0,,,70,0
34816,note_off,,,,,0,0,1,,,,0,,,51,0
34816,note_on,,,,,0,0,1,,,,0,,,39,39
34816,note_on,,,,,0,0,1,,,,0,,,70,51
34816,note_off,,,,,341,0,1,,,,0,,,58,0
35157,note_on,,,,,0,0,1,,,,0,,,46,38
35157,note_off,,,,,0,0,1,,,,0,,,39,0
35157,note_off,,,,,341,0,1,,,,0,,,70,0
35157,note_on,,,,,0,0,1,,,,0,,,66,50
